                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11434361 |    3364153 |    3189493 |    3375628 |    2863258 |    3339526 |    3217213 |    3455953
  Cycles                             |    9241600 |    9241600 |    9241600 |    9241600 |    9241600 |    9241600 |    9241600 |    9241600
  IPC                                |       1.24 |       0.36 |       0.35 |       0.37 |       0.31 |       0.36 |       0.35 |       0.37
  Time (ns)                          |    2310400 |    2310400 |    2310400 |    2310400 |    2310400 |    2310400 |    2310400 |    2310400
  Idle time (ns)                     |       1527 |    1836262 |    1836708 |    1836925 |    1836908 |    1836980 |    1837021 |    1837079
  Idle time (%)                      |       0.1% |      79.5% |      79.5% |      79.5% |      79.5% |      79.5% |      79.5% |      79.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1353895 |    1055239 |     984664 |    1059758 |     846487 |    1044828 |     992862 |    1093651
  num incorrect                      |      80326 |       6190 |       8511 |       6102 |      13004 |       6651 |       8423 |       5128
  misprediction rate                 |      5.60% |      0.58% |      0.86% |      0.57% |      1.51% |      0.63% |      0.84% |      0.47%
  mpki                               |       7.02 |       1.84 |       2.67 |       1.81 |       4.54 |       1.99 |       2.62 |       1.48
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1249357 |      58705 |      70848 |      57365 |     104719 |      60794 |      73349 |      51002
    num misses                       |        173 |         28 |         28 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.05% |      0.02% |      0.04% |      0.04% |      0.05%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2491081 |     653484 |     635542 |     654624 |     604473 |     650771 |     638970 |     662211
    num misses                       |       2174 |        145 |        145 |        161 |        152 |        126 |        133 |        133
    miss rate                        |      0.09% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.19 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2347 |        173 |        173 |        187 |        178 |        152 |        159 |        159
    num misses                       |        598 |        134 |        134 |        145 |        134 |        130 |        128 |        131
    miss rate                        |     25.48% |     77.46% |     77.46% |     77.54% |     75.28% |     85.53% |     80.50% |     82.39%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1249357 |      58705 |      70848 |      57365 |     104719 |      60794 |      73349 |      51002
    num cache misses                 |       2755 |        196 |        195 |        186 |        188 |        185 |        186 |        185
    miss rate                        |      0.22% |      0.33% |      0.28% |      0.32% |      0.18% |      0.30% |      0.25% |      0.36%
    mpki                             |       0.24 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2491081 |     653484 |     635542 |     654624 |     604473 |     650771 |     638970 |     662211
    num cache misses                 |      37451 |      13192 |      13379 |      13155 |      13562 |      13126 |      13206 |      13036
    miss rate                        |      1.50% |      2.02% |      2.11% |      2.01% |      2.24% |      2.02% |      2.07% |      1.97%
    mpki                             |       3.28 |       3.92 |       4.19 |       3.90 |       4.74 |       3.93 |       4.10 |       3.77
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42531 |      13504 |      13717 |      13455 |      14246 |      13692 |      13801 |      13594
    num cache misses                 |      29075 |      12148 |      12320 |      12158 |      12455 |      12135 |      12180 |      12123
    miss rate                        |     68.36% |     89.96% |     89.82% |     90.36% |     87.43% |     88.63% |     88.25% |     89.18%
    mpki                             |       2.54 |       3.61 |       3.86 |       3.60 |       4.35 |       3.63 |       3.79 |       3.51
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      31739 |      12276 |      12464 |      12272 |      12951 |      12520 |      12589 |      12500
    num cache misses                 |      23548 |       6897 |       6816 |       6823 |       7593 |       7242 |       7290 |       7242
    miss rate                        |     74.19% |     56.18% |     54.69% |     55.60% |     58.63% |     57.84% |     57.91% |     57.94%
    mpki                             |       2.06 |       2.05 |       2.14 |       2.02 |       2.65 |       2.17 |       2.27 |       2.10
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10680 |          0 |          0 |          0 |      10628 |          0 |          0 |          0
  average dram access latency (ns)   |      61.53 |        inf |        inf |        inf |      61.47 |        inf |        inf |        inf
  average dram queueing delay        |       0.28 |       0.00 |       0.00 |       0.00 |       0.22 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10409 |        140 |        159 |        135 |        131 |        100 |        103 |        115
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2026 |       1912 |       1959 |       1980 |       2576 |       2435 |       2428 |       2338
