                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   12724183 |    5062022 |    4874138 |    5066580 |    4402043 |    5037719 |    4893578 |    5186932
  Cycles                             |    9729200 |    9729200 |    9729200 |    9729200 |    9729200 |    9729200 |    9729200 |    9729200
  IPC                                |       1.31 |       0.52 |       0.50 |       0.52 |       0.45 |       0.52 |       0.50 |       0.53
  Time (ns)                          |    2432300 |    2432300 |    2432300 |    2432300 |    2432300 |    2432300 |    2432300 |    2432300
  Idle time (ns)                     |       1638 |    1808500 |    1808974 |    1809033 |    1809047 |    1809100 |    1809128 |    1809215
  Idle time (%)                      |       0.1% |      74.4% |      74.4% |      74.4% |      74.4% |      74.4% |      74.4% |      74.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1615224 |    1595147 |    1509636 |    1597634 |    1295043 |    1582946 |    1516148 |    1649446
  num incorrect                      |      83799 |       6614 |       9200 |       6613 |      16274 |       7111 |       9197 |       5274
  misprediction rate                 |      4.93% |      0.41% |      0.61% |      0.41% |      1.24% |      0.45% |      0.60% |      0.32%
  mpki                               |       6.59 |       1.31 |       1.89 |       1.31 |       3.70 |       1.41 |       1.88 |       1.02
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1589419 |      39366 |      49414 |      39520 |      75623 |      41508 |      52736 |      32504
    num misses                       |        171 |         24 |         24 |         24 |         23 |         24 |         23 |         23
    miss rate                        |      0.01% |      0.06% |      0.05% |      0.06% |      0.03% |      0.06% |      0.04% |      0.07%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    3055009 |     950121 |     932479 |     950796 |     886241 |     948378 |     935126 |     962646
    num misses                       |       1800 |        343 |        367 |        372 |        363 |        396 |        365 |        358
    miss rate                        |      0.06% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.14 |       0.07 |       0.08 |       0.07 |       0.08 |       0.08 |       0.07 |       0.07
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1971 |        367 |        391 |        396 |        386 |        420 |        388 |        381
    num misses                       |        651 |        165 |        163 |        166 |        163 |        165 |        158 |        156
    miss rate                        |     33.03% |     44.96% |     41.69% |     41.92% |     42.23% |     39.29% |     40.72% |     40.94%
    mpki                             |       0.05 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1589419 |      39366 |      49414 |      39520 |      75623 |      41508 |      52736 |      32504
    num cache misses                 |       2809 |        156 |        155 |        158 |        155 |        155 |        152 |        153
    miss rate                        |      0.18% |      0.40% |      0.31% |      0.40% |      0.20% |      0.37% |      0.29% |      0.47%
    mpki                             |       0.22 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    3055009 |     950121 |     932479 |     950796 |     886241 |     948378 |     935126 |     962646
    num cache misses                 |      42704 |      14283 |      14517 |      14203 |      15116 |      14369 |      14438 |      14048
    miss rate                        |      1.40% |      1.50% |      1.56% |      1.49% |      1.71% |      1.52% |      1.54% |      1.46%
    mpki                             |       3.36 |       2.82 |       2.98 |       2.80 |       3.43 |       2.85 |       2.95 |       2.71
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      47787 |      14665 |      14958 |      14600 |      15959 |      15019 |      15134 |      14663
    num cache misses                 |      32369 |      12969 |      13115 |      12895 |      13405 |      13051 |      13090 |      12835
    miss rate                        |     67.74% |     88.44% |     87.68% |     88.32% |     84.00% |     86.90% |     86.49% |     87.53%
    mpki                             |       2.54 |       2.56 |       2.69 |       2.55 |       3.05 |       2.59 |       2.67 |       2.47
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      35763 |      13201 |      13404 |      13137 |      14093 |      13549 |      13642 |      13306
    num cache misses                 |      26658 |       7125 |       7218 |       6983 |       8437 |       8207 |       8252 |       7894
    miss rate                        |     74.54% |     53.97% |     53.85% |     53.16% |     59.87% |     60.57% |     60.49% |     59.33%
    mpki                             |       2.10 |       1.41 |       1.48 |       1.38 |       1.92 |       1.63 |       1.69 |       1.52
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      12865 |          0 |          0 |          0 |      12816 |          0 |          0 |          0
  average dram access latency (ns)   |      65.12 |        inf |        inf |        inf |      65.21 |        inf |        inf |        inf
  average dram queueing delay        |       3.87 |       0.00 |       0.00 |       0.00 |       3.96 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10438 |        261 |        241 |        217 |        203 |        220 |        210 |        198
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1985 |       2024 |       2163 |       2129 |       3010 |       2769 |       2786 |       2644
