                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   20958514 |    3592212 |    3174958 |    3482386 |    3375115 |    3251591 |    3362730 |    3465202 |    3529279 |    3252366 |    3531435 |    3311704 |    3251320 |    2890922 |    2937516 |    3370899
  Cycles                             |   56559600 |   56559600 |   56559600 |   56559600 |   14139900 |   14139900 |   14139900 |   14139900 |   56559600 |   56559600 |   56559600 |   56559600 |   14139900 |   14139900 |   14139900 |   14139900
  IPC                                |       0.37 |       0.06 |       0.06 |       0.06 |       0.24 |       0.23 |       0.24 |       0.25 |       0.06 |       0.06 |       0.06 |       0.06 |       0.23 |       0.20 |       0.21 |       0.24
  Time (ns)                          |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900 |   14139900
  Idle time (ns)                     |       1115 |   12520248 |   12521248 |   12521782 |   12491501 |   12491747 |   12492198 |   12492412 |   12522856 |   12523038 |   12523794 |   12524000 |   12493988 |   12494384 |   12494656 |   12494349
  Idle time (%)                      |       0.0% |      88.5% |      88.6% |      88.6% |      88.3% |      88.3% |      88.3% |      88.3% |      88.6% |      88.6% |      88.6% |      88.6% |      88.4% |      88.4% |      88.4% |      88.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2280817 |    1140284 |     968783 |    1096897 |    1058156 |    1005555 |    1053035 |    1096274 |    1114536 |    1000043 |    1115805 |    1026656 |    1006882 |     850381 |     869739 |    1054804
  num incorrect                      |     155978 |       4496 |       9677 |       5567 |       6191 |       7925 |       6247 |       4868 |       5344 |       8989 |       5179 |       8134 |       8299 |      13590 |      12928 |       6694
  misprediction rate                 |      6.40% |      0.39% |      0.99% |      0.50% |      0.58% |      0.78% |      0.59% |      0.44% |      0.48% |      0.89% |      0.46% |      0.79% |      0.82% |      1.57% |      1.46% |      0.63%
  mpki                               |       7.44 |       1.25 |       3.05 |       1.60 |       1.83 |       2.44 |       1.86 |       1.40 |       1.51 |       2.76 |       1.47 |       2.46 |       2.55 |       4.70 |       4.40 |       1.99
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3289568 |      44246 |      76623 |      50850 |      53340 |      66816 |      55426 |      45659 |      49472 |      73054 |      47787 |      64266 |      63821 |      99540 |      99658 |      55646
