                                     | Core 0     | Core 1    
  Instructions                       |  871067609 |  806360656
  Cycles                             |  437109170 |  331600060
  IPC                                |       1.99 |       2.43
  Time (ns)                          |  150727300 |  150727300
  Idle time (ns)                     |   22469299 |     611350
  Idle time (%)                      |      14.9% |       0.4%
Branch predictor stats               |            |           
  num correct                        |   61286092 |   42951373
  num incorrect                      |     995585 |     975641
  misprediction rate                 |      1.60% |      2.22%
  mpki                               |       1.14 |       1.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   69020918 |   68882965
    num misses                       |        317 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  268104461 |  258558982
    num misses                       |     175784 |     177643
    miss rate                        |      0.07% |      0.07%
    mpki                             |       0.20 |       0.22
  L2 TLB                             |            |           
    num accesses                     |     176101 |     177671
    num misses                       |      52125 |      50851
    miss rate                        |     29.60% |     28.62%
    mpki                             |       0.06 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   69020918 |   68882965
    num cache misses                 |      16914 |      16870
    miss rate                        |      0.02% |      0.02%
    mpki                             |       0.02 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  268104461 |  258558982
    num cache misses                 |   24518740 |   26477878
    miss rate                        |      9.15% |     10.24%
    mpki                             |      28.15 |      32.84
  Cache L2                           |            |           
    num cache accesses               |   24908915 |   26873327
    num cache misses                 |    3103206 |    3109351
    miss rate                        |     12.46% |     11.57%
    mpki                             |       3.56 |       3.86
  Cache L3                           |            |           
    num cache accesses               |    3669133 |    3673047
    num cache misses                 |    1534947 |    1550942
    miss rate                        |     41.83% |     42.22%
    mpki                             |       1.76 |       1.92
DRAM summary                         |            |           
  num dram accesses                  |    5573610 |          0
  average dram access latency (ns)   |    1201.37 |        inf
  average dram queueing delay        |    1140.12 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |     815285 |     814583
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
