                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  254829398 |   44546206 |   63422372 |   82299691 |  101161391 |  120037729 |  138908542 |  155983966 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  357873630 |  357873630 |  357873630 |  357873630 |  271490340 |  271490340 |  271490340 |  271490340 |  357873630 |  357873630 |  357873630 |  357873630 |  271490340 |  271490340 |  271490340 |  271490340
  IPC                                |       0.71 |       0.12 |       0.18 |       0.23 |       0.37 |       0.44 |       0.51 |       0.57 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700
  Idle time (ns)                     |   35866567 |  109697566 |  104917801 |  100153001 |   92769078 |   87905637 |   83123259 |   78831439 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700 |  123404700
  Idle time (%)                      |      29.1% |      88.9% |      85.0% |      81.2% |      75.2% |      71.2% |      67.4% |      63.9% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   40079602 |    7070843 |    9168317 |   11263226 |   13361734 |   15451419 |   17549720 |   19045120 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     422926 |     439619 |     439469 |     442077 |     437705 |     443462 |     441985 |     443762 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      1.04% |      5.85% |      4.57% |      3.78% |      3.17% |      2.79% |      2.46% |      2.28% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.66 |       9.87 |       6.93 |       5.37 |       4.33 |       3.69 |       3.18 |       2.84 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      42046 |    4194634 |    8388938 |   12583105 |   16777409 |   20971962 |   25166128 |   29360432 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        109 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.26% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   23519901 |    4804724 |    4804810 |    4804596 |    4803088 |    4802891 |    4802384 |    4502403 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |   18548707 |    2058777 |    2067268 |    2075684 |    2070162 |    2077660 |    2080503 |    2074421 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     78.86% |     42.85% |     43.02% |     43.20% |     43.10% |     43.26% |     43.32% |     46.07% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |      72.79 |      46.22 |      32.60 |      25.22 |      20.46 |      17.31 |      14.98 |      13.30 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   18548816 |    2058793 |    2067284 |    2075700 |    2070178 |    2077676 |    2080519 |    2074437 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |   17271927 |    1909942 |    1931697 |    1943120 |    1936507 |    1952378 |    1953000 |    1945094 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
