                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11178110 |    3317765 |    3149259 |    3331208 |    2764252 |    3214720 |    3084453 |    3321824
  Cycles                             |   11754800 |   11754800 |   11754800 |   11754800 |    8816100 |    8816100 |    8816100 |    8816100
  IPC                                |       0.95 |       0.28 |       0.27 |       0.28 |       0.31 |       0.36 |       0.35 |       0.38
  Time (ns)                          |    2938700 |    2938700 |    2938700 |    2938700 |    2938700 |    2938700 |    2938700 |    2938700
  Idle time (ns)                     |       1298 |    2312353 |    2312545 |    2312970 |    2302836 |    2302925 |    2303166 |    2303140
  Idle time (%)                      |       0.0% |      78.7% |      78.7% |      78.7% |      78.4% |      78.4% |      78.4% |      78.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1368921 |    1038474 |     969942 |    1043881 |     811898 |    1002518 |     946632 |    1048421
  num incorrect                      |      79583 |       6243 |       8244 |       6090 |      13022 |       6533 |       8344 |       5030
  misprediction rate                 |      5.49% |      0.60% |      0.84% |      0.58% |      1.58% |      0.65% |      0.87% |      0.48%
  mpki                               |       7.12 |       1.88 |       2.62 |       1.83 |       4.71 |       2.03 |       2.71 |       1.51
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1414358 |      56483 |      70618 |      55742 |     102072 |      59240 |      71951 |      47649
    num misses                       |        172 |         26 |         26 |         26 |         28 |         28 |         26 |         28
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.05% |      0.03% |      0.05% |      0.04% |      0.06%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2728160 |     651078 |     632960 |     652369 |     592223 |     635220 |     622298 |     645009
    num misses                       |       1734 |        152 |        153 |        155 |        133 |        124 |        131 |        128
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.16 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1906 |        178 |        179 |        181 |        161 |        152 |        157 |        156
    num misses                       |        570 |        135 |        135 |        142 |        130 |        129 |        134 |        130
    miss rate                        |     29.91% |     75.84% |     75.42% |     78.45% |     80.75% |     84.87% |     85.35% |     83.33%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1414358 |      56483 |      70618 |      55742 |     102072 |      59240 |      71951 |      47649
    num cache misses                 |       2707 |        170 |        171 |        171 |        176 |        175 |        171 |        176
    miss rate                        |      0.19% |      0.30% |      0.24% |      0.31% |      0.17% |      0.30% |      0.24% |      0.37%
    mpki                             |       0.24 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2728160 |     651078 |     632960 |     652369 |     592223 |     635220 |     622298 |     645009
    num cache misses                 |      37449 |      13181 |      13402 |      13193 |      13470 |      13221 |      13368 |      13064
    miss rate                        |      1.37% |      2.02% |      2.12% |      2.02% |      2.27% |      2.08% |      2.15% |      2.03%
    mpki                             |       3.35 |       3.97 |       4.26 |       3.96 |       4.87 |       4.11 |       4.33 |       3.93
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42204 |      13356 |      13574 |      13367 |      13647 |      13397 |      13540 |      13244
    num cache misses                 |      27270 |      12109 |      12295 |      12172 |      12379 |      12203 |      12316 |      12124
    miss rate                        |     64.61% |     90.66% |     90.58% |     91.06% |     90.71% |     91.09% |     90.96% |     91.54%
    mpki                             |       2.44 |       3.65 |       3.90 |       3.65 |       4.48 |       3.80 |       3.99 |       3.65
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      29747 |      12123 |      12298 |      12175 |      12380 |      12205 |      12317 |      12132
    num cache misses                 |      15431 |        558 |        602 |        632 |        643 |        527 |        593 |        529
    miss rate                        |     51.87% |      4.60% |      4.90% |      5.19% |      5.19% |      4.32% |      4.81% |      4.36%
    mpki                             |       1.38 |       0.17 |       0.19 |       0.19 |       0.23 |       0.16 |       0.19 |       0.16
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19433 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.95 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.69 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10494 |        244 |        256 |        311 |        283 |        238 |        257 |        272
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
