                                     | Core 0     | Core 1    
  Instructions                       |   17344076 |   17884991
  Cycles                             |   10246400 |   10246400
  IPC                                |       1.69 |       1.75
  Time (ns)                          |    2561600 |    2561600
  Idle time (ns)                     |        350 |     232198
  Idle time (%)                      |       0.0% |       9.1%
Branch predictor stats               |            |           
  num correct                        |     989896 |    1374305
  num incorrect                      |       9709 |       4548
  misprediction rate                 |      0.97% |      0.33%
  mpki                               |       0.56 |       0.25
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1963420 |    1827405
    num misses                       |        213 |         29
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    9224263 |    9002302
    num misses                       |       4039 |       2733
    miss rate                        |      0.04% |      0.03%
    mpki                             |       0.23 |       0.15
  L2 TLB                             |            |           
    num accesses                     |       4252 |       2762
    num misses                       |        849 |        328
    miss rate                        |     19.97% |     11.88%
    mpki                             |       0.05 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1963420 |    1827405
    num cache misses                 |       9151 |       2039
    miss rate                        |      0.47% |      0.11%
    mpki                             |       0.53 |       0.11
  Cache L1-D                         |            |           
    num cache accesses               |    9224263 |    9002302
    num cache misses                 |     312262 |     291959
    miss rate                        |      3.39% |      3.24%
    mpki                             |      18.00 |      16.32
  Cache L2                           |            |           
    num cache accesses               |     326109 |     295538
    num cache misses                 |      56658 |      37269
    miss rate                        |     17.37% |     12.61%
    mpki                             |       3.27 |       2.08
  Cache L3                           |            |           
    num cache accesses               |      64205 |      41834
    num cache misses                 |      18787 |       8575
    miss rate                        |     29.26% |     20.50%
    mpki                             |       1.08 |       0.48
DRAM summary                         |            |           
  num dram accesses                  |      27350 |          0
  average dram access latency (ns)   |     644.72 |        inf
  average dram queueing delay        |     583.46 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       7019 |        263
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
