                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4050867577 |   112425319 |   112141917 |   112592254 |   112479969 |   112051094 |   112066069 |   111803479
  Cycles                             |  3149904020 |  3149904020 |  3149904020 |  3149904020 |  3149904020 |  3149904020 |  3149904020 |  3149904020
  IPC                                |        1.29 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04
  Time (ns)                          |  1086173800 |  1086173800 |  1086173800 |  1086173800 |  1086173800 |  1086173800 |  1086173800 |  1086173800
  Idle time (ns)                     |      839907 |  1053205447 |  1053292323 |  1053199539 |  1053212783 |  1053304141 |  1053323204 |  1053377749
  Idle time (%)                      |        0.1% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   171670967 |     2178422 |     2173029 |     2175604 |     2172289 |     2170714 |     2167371 |     2165637
  num incorrect                      |     6252109 |       74084 |       73771 |       73207 |       72919 |       73964 |       72976 |       73653
  misprediction rate                 |       3.51% |       3.29% |       3.28% |       3.26% |       3.25% |       3.30% |       3.26% |       3.29%
  mpki                               |        1.54 |        0.66 |        0.66 |        0.65 |        0.65 |        0.66 |        0.65 |        0.66
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   791376875 |    17411361 |    17369409 |    17438050 |    17420115 |    17353611 |    17358460 |    17317075
    num misses                       |         213 |          48 |          48 |          44 |          43 |          48 |          44 |          48
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2402215869 |    71059476 |    70885430 |    71183256 |    71110340 |    70817657 |    70849094 |    70674152
    num misses                       |    14201969 |      738840 |      730406 |      742548 |      739349 |      757278 |      758132 |      735660
    miss rate                        |       0.59% |       1.04% |       1.03% |       1.04% |       1.04% |       1.07% |       1.07% |       1.04%
    mpki                             |        3.51 |        6.57 |        6.51 |        6.60 |        6.57 |        6.76 |        6.77 |        6.58
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |    14202182 |      738888 |      730454 |      742592 |      739392 |      757326 |      758176 |      735708
    num misses                       |     6785149 |      386348 |      384706 |      386901 |      386481 |      385759 |      386531 |      384240
    miss rate                        |      47.78% |      52.29% |      52.67% |      52.10% |      52.27% |      50.94% |      50.98% |      52.23%
    mpki                             |        1.67 |        3.44 |        3.43 |        3.44 |        3.44 |        3.44 |        3.45 |        3.44
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   791376875 |    17411361 |    17369409 |    17438050 |    17420115 |    17353611 |    17358460 |    17317075
    num cache misses                 |     1528000 |        2452 |        2435 |        2293 |        2318 |        2405 |        2301 |        2400
    miss rate                        |       0.19% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.38 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2402215869 |    71059476 |    70885430 |    71183256 |    71110340 |    70817657 |    70849094 |    70674152
    num cache misses                 |    21253155 |      718573 |      715365 |      719288 |      719087 |      715784 |      715770 |      713688
    miss rate                        |       0.88% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01%
    mpki                             |        5.25 |        6.39 |        6.38 |        6.39 |        6.39 |        6.39 |        6.39 |        6.38
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    24001256 |      721242 |      718088 |      721864 |      721645 |      718440 |      718312 |      716321
    num cache misses                 |    13203933 |      517642 |      515102 |      517443 |      517445 |      515106 |      514307 |      513466
    miss rate                        |      55.01% |      71.77% |      71.73% |      71.68% |      71.70% |      71.70% |      71.60% |      71.68%
    mpki                             |        3.26 |        4.60 |        4.59 |        4.60 |        4.60 |        4.60 |        4.59 |        4.59
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    14424922 |      517858 |      515390 |      517725 |      517685 |      515357 |      514548 |      513699
    num cache misses                 |     4398393 |      238949 |      237692 |      238863 |      242655 |      243222 |      241000 |      241596
    miss rate                        |      30.49% |      46.14% |      46.12% |      46.14% |      46.87% |      47.19% |      46.84% |      47.03%
    mpki                             |        1.09 |        2.13 |        2.12 |        2.12 |        2.16 |        2.17 |        2.15 |        2.16
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |     3435615 |           0 |           0 |           0 |     3435282 |           0 |           0 |           0
  average dram access latency (ns)   |       61.26 |         inf |         inf |         inf |       61.26 |         inf |         inf |         inf
  average dram queueing delay        |        0.01 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |     3426434 |       57264 |       57592 |       57234 |       56127 |       56465 |       56193 |       56029
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      209902 |      115371 |      114279 |      115584 |      118501 |      118264 |      117523 |      117663
