                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  485525897 |   44540075 |   63413887 |   82299619 |  101160828 |  120051327 |  138915661 |  157796915 |  176658749 |  195545537 |  214411654 |  233286116 |  252167291 |  271040263 |  289907216 |  306986716
  Cycles                             |  734661930 |  557329740 |  557329740 |  734661930 |  557329740 |  734661930 |  557329740 |  734661930 |  557329740 |  734661930 |  557329740 |  557329740 |  734661930 |  734661930 |  557329740 |  734661930
  IPC                                |       0.66 |       0.08 |       0.11 |       0.11 |       0.18 |       0.16 |       0.25 |       0.21 |       0.32 |       0.27 |       0.38 |       0.42 |       0.34 |       0.37 |       0.52 |       0.42
  Time (ns)                          |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700 |  253331700
  Idle time (ns)                     |   71482681 |  236177729 |  231333507 |  229414674 |  221726763 |  219862044 |  212271722 |  210599406 |  203215451 |  200973854 |  193137975 |  188309710 |  186479759 |  181703324 |  174046689 |  172526585
  Idle time (%)                      |      28.2% |      93.2% |      91.3% |      90.6% |      87.5% |      86.8% |      83.8% |      83.1% |      80.2% |      79.3% |      76.2% |      74.3% |      73.6% |      71.7% |      68.7% |      68.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   75732843 |    7068601 |    9165302 |   11262841 |   13361006 |   15456159 |   17552082 |   19649457 |   21751271 |   23843756 |   25938669 |   28034620 |   30137987 |   32230202 |   34326134 |   35825161
  num incorrect                      |     422941 |     439622 |     439472 |     442092 |     437722 |     443459 |     441984 |     443759 |     436757 |     443408 |     442893 |     444286 |     441522 |     444636 |     443482 |     443421
  misprediction rate                 |      0.56% |      5.86% |      4.58% |      3.78% |      3.17% |      2.79% |      2.46% |      2.21% |      1.97% |      1.83% |      1.68% |      1.56% |      1.44% |      1.36% |      1.28% |      1.22%
