                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   12504293 |    4628451 |    4682548 |    4399693 |    4685645 |    4497320 |    4116569 |    4721256 |    4638649 |    4556439 |    4661600 |    4640848
  Cycles                             |   32054800 |   32054800 |   32054800 |   32054800 |    8013700 |    8013700 |   32054800 |   32054800 |   32054800 |   32054800 |    8013700 |    8013700
  IPC                                |       0.39 |       0.14 |       0.15 |       0.14 |       0.58 |       0.56 |       0.13 |       0.15 |       0.14 |       0.14 |       0.58 |       0.58
  Time (ns)                          |    8013700 |    8013700 |    8013700 |    8013700 |    8013700 |    8013700 |    8013700 |    8013700 |    8013700 |    8013700 |    8013700 |    8013700
  Idle time (ns)                     |       1452 |    6115652 |    6116125 |    6116814 |    6086446 |    6086864 |    6116989 |    6117462 |    6117874 |    6117988 |    6087875 |    6088539
  Idle time (%)                      |       0.0% |      76.3% |      76.3% |      76.3% |      76.0% |      76.0% |      76.3% |      76.3% |      76.3% |      76.3% |      76.0% |      76.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1574471 |    1473132 |    1498457 |    1368723 |    1516257 |    1431487 |    1236264 |    1509869 |    1472983 |    1433165 |    1498827 |    1488187
  num incorrect                      |      80946 |       5334 |       4462 |       8458 |       2465 |       5139 |      13279 |       4681 |       5833 |       7071 |       3684 |       3993
  misprediction rate                 |      4.89% |      0.36% |      0.30% |      0.61% |      0.16% |      0.36% |      1.06% |      0.31% |      0.39% |      0.49% |      0.25% |      0.27%
  mpki                               |       6.47 |       1.15 |       0.95 |       1.92 |       0.53 |       1.14 |       3.23 |       0.99 |       1.26 |       1.55 |       0.79 |       0.86
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1575324 |      30047 |      26152 |      43857 |      18228 |      29101 |      59713 |      26363 |      31489 |      36717 |      22011 |      24505
    num misses                       |        171 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         26 |         24
    miss rate                        |      0.01% |      0.08% |      0.09% |      0.05% |      0.13% |      0.08% |      0.04% |      0.09% |      0.08% |      0.07% |      0.12% |      0.10%
