                                     | Core 0     | Core 1    
  Instructions                       |     334411 |          0
  Cycles                             |     370000 |     370000
  IPC                                |       0.90 |       0.00
  Time (ns)                          |     370000 |     370000
  Idle time (ns)                     |        266 |     370000
  Idle time (%)                      |       0.1% |     100.0%
Branch predictor stats               |            |           
  num correct                        |      50591 |          0
  num incorrect                      |       3376 |          0
  misprediction rate                 |      6.26% |      0.00%
  mpki                               |      10.10 |       0.00
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |      40026 |          0
    num misses                       |         94 |          0
    miss rate                        |      0.23% |      0.00%
    mpki                             |       0.28 |       0.00
  D-TLB                              |            |           
    num accesses                     |     143024 |          0
    num misses                       |        329 |          0
    miss rate                        |      0.23% |      0.00%
    mpki                             |       0.98 |       0.00
  L2 TLB                             |            |           
    num accesses                     |        423 |          0
    num misses                       |        282 |          0
    miss rate                        |     66.67% |      0.00%
    mpki                             |       0.84 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |      40026 |          0
    num cache misses                 |       1285 |          0
    miss rate                        |      3.21% |       inf%
    mpki                             |       3.84 |        inf
  Cache L1-D                         |            |           
    num cache accesses               |     143024 |          0
    num cache misses                 |       9092 |          0
    miss rate                        |      6.36% |       inf%
    mpki                             |      27.19 |        inf
  Cache L2                           |            |           
    num cache accesses               |      12254 |          0
    num cache misses                 |       8939 |          0
    miss rate                        |     72.95% |       inf%
    mpki                             |      26.73 |        inf
  Cache L3                           |            |           
    num cache accesses               |      10821 |          0
    num cache misses                 |       8506 |          0
    miss rate                        |     78.61% |       inf%
    mpki                             |      25.44 |        inf
DRAM summary                         |            |           
  num dram accesses                  |       8506 |          0
  average dram access latency (ns)   |      61.40 |        inf
  average dram queueing delay        |       0.15 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6150 |          0
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
