                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   59162744 |   59945102 |   59839889 |   59957594 |   58441336 |   59769311 |   61086762 |   60775603 |   60755772 |   61175844 |   63336524 |   63877683
  Cycles                             |   92158400 |   92158400 |   92158400 |   92158400 |   23039600 |   23039600 |   92158400 |   92158400 |   92158400 |   92158400 |   23039600 |   23039600
  IPC                                |       0.64 |       0.65 |       0.65 |       0.65 |       2.54 |       2.59 |       0.66 |       0.66 |       0.66 |       0.66 |       2.75 |       2.77
  Time (ns)                          |   23039600 |   23039600 |   23039600 |   23039600 |   23039600 |   23039600 |   23039600 |   23039600 |   23039600 |   23039600 |   23039600 |   23039600
  Idle time (ns)                     |        411 |     499828 |     502432 |     504811 |     507003 |     509182 |     511374 |     513562 |     515793 |     518012 |     520202 |     522390
  Idle time (%)                      |       0.0% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.3% |       2.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1074874 |    1633254 |    1598181 |    1637822 |    1131793 |    1574698 |    2250908 |    2147250 |    2140575 |    2280617 |   20881787 |   21062162
  num incorrect                      |      12156 |       3637 |       3729 |       3637 |       3677 |       3714 |       3136 |       3073 |       3136 |       3127 |       1029 |       1031
  misprediction rate                 |      1.12% |      0.22% |      0.23% |      0.22% |      0.32% |      0.24% |      0.14% |      0.14% |      0.15% |      0.14% |      0.00% |      0.00%
  mpki                               |       0.21 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5469499 |    5275573 |    5275382 |    5275382 |    5275382 |    5275382 |    5211212 |    5211212 |    5211212 |    5211212 |      81881 |      81882
    num misses                       |        370 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   26777756 |   26401400 |   26383697 |   26402780 |   26150977 |   26371824 |   26363987 |   26312131 |   26308827 |   26378826 |   10784830 |   10875038
    num misses                       |       5744 |       1756 |       2472 |       2411 |       1283 |       7564 |       3871 |       3051 |       3054 |        946 |         47 |         52
    miss rate                        |      0.02% |      0.01% |      0.01% |      0.01% |      0.00% |      0.03% |      0.01% |      0.01% |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.10 |       0.03 |       0.04 |       0.04 |       0.02 |       0.13 |       0.06 |       0.05 |       0.05 |       0.02 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
