                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  130625673 |   84306011 |  256037583 |  515193524 |    9835369 |    4606283 |  491039646 |  478660838 |  136118511 |    3051419 |   84055048 |  138385480 |          0 |          0 |          0 |          0
  Cycles                             |  549144870 |  549144870 |  549144870 |  549144870 |  416592660 |  416592660 |  416592660 |  416592660 |  549144870 |  549144870 |  549144870 |  549144870 |  416592660 |  416592660 |  416592660 |  416592660
  IPC                                |       0.24 |       0.15 |       0.47 |       0.94 |       0.02 |       0.01 |       1.18 |       1.15 |       0.25 |       0.01 |       0.15 |       0.25 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300 |  189360300
  Idle time (ns)                     |  170441047 |  140899543 |   38953174 |   15613090 |  185548148 |  187593874 |   18135787 |   17860698 |  169220636 |  178869258 |  140809871 |  169096283 |  189360300 |  189360300 |  189360300 |  189360300
  Idle time (%)                      |      90.0% |      74.4% |      20.6% |       8.2% |      98.0% |      99.1% |       9.6% |       9.4% |      89.4% |      94.5% |      74.4% |      89.3% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     191460 |    4236048 |   12878948 |   57242339 |    1309844 |     479450 |   54306760 |   53520543 |     196273 |     152568 |    4223324 |     201378 |          0 |          0 |          0 |          0
  num incorrect                      |       4542 |       2702 |       9434 |    5210458 |      17126 |      14620 |    4978531 |    5217785 |       4941 |       1747 |       2652 |       4887 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.32% |      0.06% |      0.07% |      8.34% |      1.29% |      2.96% |      8.40% |      8.88% |      2.46% |      1.13% |      0.06% |      2.37% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.03 |       0.03 |       0.04 |      10.11 |       1.74 |       3.17 |      10.14 |      10.90 |       0.04 |       0.57 |       0.03 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    7473204 |    8453180 |   25686868 |   60972206 |    1714028 |     627797 |   58293433 |   57098738 |    7782621 |     373279 |    8427621 |    7916138 |          0 |          0 |          0 |          0
    num misses                       |         42 |         35 |         35 |         50 |        126 |         39 |         44 |         45 |         42 |         39 |         35 |         42 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01% |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   29705931 |   56847106 |  172630935 |  263170817 |    4767945 |    2484121 |  250755212 |  241100950 |   30931514 |    2502910 |   56680215 |   31462601 |          0 |          0 |          0 |          0
    num misses                       |       2816 |        634 |       1837 |      30262 |      12935 |       4308 |      30386 |      37763 |       2979 |       5340 |        632 |       3297 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.01% |      0.27% |      0.17% |      0.01% |      0.02% |      0.01% |      0.21% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.06 |       1.32 |       0.94 |       0.06 |       0.08 |       0.02 |       1.75 |       0.01 |       0.02 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2858 |        669 |       1872 |      30312 |      13061 |       4347 |      30430 |      37808 |       3021 |       5379 |        667 |       3339 |          0 |          0 |          0 |          0
    num misses                       |       2223 |        618 |       1734 |       2335 |       4177 |       2069 |       2335 |       2367 |       2287 |       5348 |        616 |       2359 |          0 |          0 |          0 |          0
    miss rate                        |     77.78% |     92.38% |     92.63% |      7.70% |     31.98% |     47.60% |      7.67% |      6.26% |     75.70% |     99.42% |     92.35% |     70.65% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.00 |       0.42 |       0.45 |       0.00 |       0.00 |       0.02 |       1.75 |       0.01 |       0.02 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    7473204 |    8453180 |   25686868 |   60972206 |    1714028 |     627797 |   58293433 |   57098738 |    7782621 |     373279 |    8427621 |    7916138 |          0 |          0 |          0 |          0
    num cache misses                 |       1208 |        358 |        748 |      15438 |       1952 |        627 |      24143 |      23265 |       1415 |        439 |        394 |       1382 |          0 |          0 |          0 |          0
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.03% |      0.11% |      0.10% |      0.04% |      0.04% |      0.02% |      0.12% |      0.00% |      0.02% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.03 |       0.20 |       0.14 |       0.05 |       0.05 |       0.01 |       0.14 |       0.00 |       0.01 |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   29705931 |   56847106 |  172630935 |  263170817 |    4767945 |    2484121 |  250755212 |  241100950 |   30931514 |    2502910 |   56680215 |   31462601 |          0 |          0 |          0 |          0
    num cache misses                 |      60791 |      35787 |     108662 |    3550530 |     172050 |      24289 |    4320986 |    4171940 |      63715 |     334366 |      35759 |      64746 |          0 |          0 |          0 |          0
    miss rate                        |      0.20% |      0.06% |      0.06% |      1.35% |      3.61% |      0.98% |      1.72% |      1.73% |      0.21% |     13.36% |      0.06% |      0.21% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.47 |       0.42 |       0.42 |       6.89 |      17.49 |       5.27 |       8.80 |       8.72 |       0.47 |     109.58 |       0.43 |       0.47 |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      62719 |      36424 |     110355 |    3567344 |     237633 |      27730 |    4346676 |    4196863 |      66887 |     371889 |      36628 |      68157 |          0 |          0 |          0 |          0
    num cache misses                 |      61354 |      35804 |     108054 |     121985 |     161709 |      17019 |     139758 |     134522 |      64379 |     334658 |      35828 |      65403 |          0 |          0 |          0 |          0
    miss rate                        |     97.82% |     98.30% |     97.91% |      3.42% |     68.05% |     61.37% |      3.22% |      3.21% |     96.25% |     89.99% |     97.82% |     95.96% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.47 |       0.42 |       0.42 |       0.24 |      16.44 |       3.69 |       0.28 |       0.28 |       0.47 |     109.67 |       0.43 |       0.47 |        inf |        inf |        inf |        inf
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      62074 |      36083 |     109055 |     123520 |     225349 |      19835 |     141407 |     136306 |      66136 |     371743 |      36303 |      67432 |          0 |          0 |          0 |          0
    num cache misses                 |      15063 |      34778 |     105355 |      60859 |     154813 |       5129 |      66013 |      59615 |      28406 |     334400 |       9903 |      28672 |          0 |          0 |          0 |          0
