spec,n,acc_POSM,acc_RF分類,acc_SVM,acc_RF回帰,ratio_POSM,ratio_RF分類,ratio_SVM,ratio_RF回帰
2,13,0.07692307692307693,0.6923076923076923,0.6923076923076923,0.38461538461538464,1.0095793941529458,1.0088963511410123,1.0088963511410123,1.0110827063525298
4,13,0.07692307692307693,0.5384615384615384,0.7692307692307693,0.15384615384615385,1.0094010895957877,1.0212073724649855,1.0218254886843066,1.0167153763184056
8,13,0.15384615384615385,1.0,1.0,0.5384615384615384,1.0003606858367897,1.0004822957129764,1.0004822957129764,1.0004915356718744
16,13,0.0,0.9230769230769231,0.8461538461538461,0.5384615384615384,1.0108354932172248,1.0020166299095175,1.0036318836168656,1.004159093106186
ALLTH,52,0.07692307692307693,0.8269230769230769,0.8461538461538461,0.28846153846153844,1.0075441657006872,1.0199952891537973,1.0253902593029538,1.0038941128083492
