                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5652507 |    5841652 |    5762370 |    5643935 |    5902277 |    5846681 |    5848041 |    5737234
  Cycles                             |    3995620 |    3995620 |    3995620 |    3995620 |    3995620 |    3995620 |    3995620 |    3995620
  IPC                                |       1.41 |       1.46 |       1.44 |       1.41 |       1.48 |       1.46 |       1.46 |       1.44
  Time (ns)                          |    1377800 |    1377800 |    1377800 |    1377800 |    1377800 |    1377800 |    1377800 |    1377800
  Idle time (ns)                     |        441 |     356536 |     358562 |     359114 |     359655 |     360197 |     360738 |     361279
  Idle time (%)                      |       0.0% |      25.9% |      26.0% |      26.1% |      26.1% |      26.1% |      26.2% |      26.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     436042 |     694078 |     678150 |     645112 |     726430 |     713186 |     713834 |     682815
  num incorrect                      |      21956 |       5196 |       5130 |       5180 |       4753 |       4692 |       4717 |       4730
  misprediction rate                 |      4.79% |      0.74% |      0.75% |      0.80% |      0.65% |      0.65% |      0.66% |      0.69%
  mpki                               |       3.88 |       0.89 |       0.89 |       0.92 |       0.81 |       0.80 |       0.81 |       0.82
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     622939 |     467010 |     462011 |     461256 |     459251 |     457998 |     457059 |     457144
    num misses                       |        301 |         29 |         29 |         30 |         29 |         29 |         29 |         30
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.05 |       0.00 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2901212 |    2480003 |    2456571 |    2439460 |    2463808 |    2452367 |    2452563 |    2434693
    num misses                       |       2093 |        406 |        376 |        413 |        351 |        389 |        440 |        288
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.01% |      0.02% |      0.02% |      0.01%
    mpki                             |       0.37 |       0.07 |       0.07 |       0.07 |       0.06 |       0.07 |       0.08 |       0.05
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2394 |        435 |        405 |        443 |        380 |        418 |        469 |        318
    num misses                       |        593 |        155 |        153 |        162 |        161 |        154 |        156 |        141
    miss rate                        |     24.77% |     35.63% |     37.78% |     36.57% |     42.37% |     36.84% |     33.26% |     44.34%
    mpki                             |       0.10 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     622939 |     467010 |     462011 |     461256 |     459251 |     457998 |     457059 |     457144
    num cache misses                 |       7279 |        393 |        385 |        388 |        386 |        394 |        383 |        384
    miss rate                        |      1.17% |      0.08% |      0.08% |      0.08% |      0.08% |      0.09% |      0.08% |      0.08%
    mpki                             |       1.29 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2901212 |    2480003 |    2456571 |    2439460 |    2463808 |    2452367 |    2452563 |    2434693
    num cache misses                 |      65788 |      51628 |      50818 |      50568 |      50125 |      50519 |      49575 |      49013
    miss rate                        |      2.27% |      2.08% |      2.07% |      2.07% |      2.03% |      2.06% |      2.02% |      2.01%
    mpki                             |      11.64 |       8.84 |       8.82 |       8.96 |       8.49 |       8.64 |       8.48 |       8.54
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      80702 |      55771 |      54048 |      53941 |      54428 |      53887 |      52918 |      50748
    num cache misses                 |      20728 |      13033 |      14360 |      15296 |      14195 |      14064 |      13662 |      13670
    miss rate                        |     25.68% |     23.37% |     26.57% |     28.36% |     26.08% |     26.10% |     25.82% |     26.94%
    mpki                             |       3.67 |       2.23 |       2.49 |       2.71 |       2.41 |       2.41 |       2.34 |       2.38
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      32461 |      20904 |      20709 |      21808 |      21641 |      20517 |      20149 |      18899
    num cache misses                 |      15018 |       3900 |       3412 |       6843 |       9765 |       4805 |       4635 |       6094
    miss rate                        |     46.26% |     18.66% |     16.48% |     31.38% |     45.12% |     23.42% |     23.00% |     32.25%
    mpki                             |       2.66 |       0.67 |       0.59 |       1.21 |       1.65 |       0.82 |       0.79 |       1.06
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13455 |          0 |          0 |          0 |      13355 |          0 |          0 |          0
  average dram access latency (ns)   |     300.22 |        inf |        inf |        inf |     303.28 |        inf |        inf |        inf
  average dram queueing delay        |     238.96 |       0.00 |       0.00 |       0.00 |     242.02 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       5312 |        116 |        105 |         83 |         71 |         96 |        100 |         60
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1678 |        889 |        810 |       3918 |       6726 |       2259 |       2121 |       3545
