                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11544976 |    3445838 |    3296239 |    3451179 |    2887824 |    3420120 |    3276262 |    3540874
  Cycles                             |    9269600 |    9269600 |    9269600 |    9269600 |    9269600 |    9269600 |    9269600 |    9269600
  IPC                                |       1.25 |       0.37 |       0.36 |       0.37 |       0.31 |       0.37 |       0.35 |       0.38
  Time (ns)                          |    2317400 |    2317400 |    2317400 |    2317400 |    2317400 |    2317400 |    2317400 |    2317400
  Idle time (ns)                     |       1525 |    1836314 |    1836688 |    1836806 |    1836677 |    1836858 |    1837019 |    1837045
  Idle time (%)                      |       0.1% |      79.2% |      79.3% |      79.3% |      79.3% |      79.3% |      79.3% |      79.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1387650 |    1077711 |    1013802 |    1080599 |     844037 |    1066672 |    1006883 |    1118279
  num incorrect                      |      80097 |       6329 |       8349 |       6270 |      13384 |       6652 |       8628 |       5242
  misprediction rate                 |      5.46% |      0.58% |      0.82% |      0.58% |      1.56% |      0.62% |      0.85% |      0.47%
  mpki                               |       6.94 |       1.84 |       2.53 |       1.82 |       4.63 |       1.94 |       2.63 |       1.48
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1236722 |      27343 |      30139 |      26604 |      41142 |      27207 |      30503 |      24593
    num misses                       |        173 |         27 |         27 |         27 |         44 |         27 |         28 |         28
    miss rate                        |      0.01% |      0.10% |      0.09% |      0.10% |      0.11% |      0.10% |      0.09% |      0.11%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2510607 |     668450 |     653993 |     668446 |     615094 |     665782 |     650715 |     677517
    num misses                       |       1678 |        150 |        148 |        147 |        190 |        150 |        137 |        138
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.15 |       0.04 |       0.04 |       0.04 |       0.07 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1851 |        177 |        175 |        174 |        234 |        177 |        165 |        166
    num misses                       |        601 |        136 |        137 |        137 |        162 |        137 |        132 |        139
    miss rate                        |     32.47% |     76.84% |     78.29% |     78.74% |     69.23% |     77.40% |     80.00% |     83.73%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.06 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1236722 |      27343 |      30139 |      26604 |      41142 |      27207 |      30503 |      24593
    num cache misses                 |       2711 |        188 |        189 |        188 |        388 |        190 |        189 |        189
    miss rate                        |      0.22% |      0.69% |      0.63% |      0.71% |      0.94% |      0.70% |      0.62% |      0.77%
    mpki                             |       0.23 |       0.05 |       0.06 |       0.05 |       0.13 |       0.06 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2510607 |     668450 |     653993 |     668446 |     615094 |     665782 |     650715 |     677517
    num cache misses                 |      37318 |      13204 |      13331 |      13126 |      14268 |      13238 |      13282 |      13034
    miss rate                        |      1.49% |      1.98% |      2.04% |      1.96% |      2.32% |      1.99% |      2.04% |      1.92%
    mpki                             |       3.23 |       3.83 |       4.04 |       3.80 |       4.94 |       3.87 |       4.05 |       3.68
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42211 |      13510 |      13670 |      13439 |      15083 |      13821 |      13883 |      13588
    num cache misses                 |      28912 |      12184 |      12265 |      12132 |      12862 |      12221 |      12265 |      12116
    miss rate                        |     68.49% |     90.19% |     89.72% |     90.27% |     85.27% |     88.42% |     88.35% |     89.17%
    mpki                             |       2.50 |       3.54 |       3.72 |       3.52 |       4.45 |       3.57 |       3.74 |       3.42
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      31452 |      12311 |      12418 |      12256 |      13350 |      12618 |      12678 |      12483
    num cache misses                 |      23522 |       6791 |       6838 |       6729 |       7919 |       7327 |       7331 |       7147
    miss rate                        |     74.79% |     55.16% |     55.07% |     54.90% |     59.32% |     58.07% |     57.82% |     57.25%
    mpki                             |       2.04 |       1.97 |       2.07 |       1.95 |       2.74 |       2.14 |       2.24 |       2.02
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10746 |          0 |          0 |          0 |      10693 |          0 |          0 |          0
  average dram access latency (ns)   |      61.56 |        inf |        inf |        inf |      61.50 |        inf |        inf |        inf
  average dram queueing delay        |       0.31 |       0.00 |       0.00 |       0.00 |       0.25 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10289 |        162 |        162 |        133 |        158 |        105 |         96 |         89
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2014 |       1919 |       1997 |       1959 |       2576 |       2488 |       2401 |       2323
