                                     | Core 0     | Core 1    
  Instructions                       |   14667506 |    6006209
  Cycles                             |   11174400 |   11174400
  IPC                                |       1.31 |       0.54
  Time (ns)                          |    3724800 |    3724800
  Idle time (ns)                     |       1875 |    2265052
  Idle time (%)                      |       0.1% |      60.8%
Branch predictor stats               |            |           
  num correct                        |    1980728 |    1553025
  num incorrect                      |     104679 |      37376
  misprediction rate                 |      5.02% |      2.35%
  mpki                               |       7.14 |       6.22
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1713030 |     199282
    num misses                       |        171 |         24
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    3696705 |    1473633
    num misses                       |       2199 |       1062
    miss rate                        |      0.06% |      0.07%
    mpki                             |       0.15 |       0.18
  L2 TLB                             |            |           
    num accesses                     |       2370 |       1086
    num misses                       |        667 |        221
    miss rate                        |     28.14% |     20.35%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1713030 |     199282
    num cache misses                 |       3509 |        231
    miss rate                        |      0.20% |      0.12%
    mpki                             |       0.24 |       0.04
  Cache L1-D                         |            |           
    num cache accesses               |    3696705 |    1473633
    num cache misses                 |      65134 |      38180
    miss rate                        |      1.76% |      2.59%
    mpki                             |       4.44 |       6.36
  Cache L2                           |            |           
    num cache accesses               |      70801 |      38413
    num cache misses                 |      47845 |      30321
    miss rate                        |     67.58% |     78.93%
    mpki                             |       3.26 |       5.05
  Cache L3                           |            |           
    num cache accesses               |      50957 |      30359
    num cache misses                 |      21203 |       3754
    miss rate                        |     41.61% |     12.37%
    mpki                             |       1.45 |       0.63
DRAM summary                         |            |           
  num dram accesses                  |      24934 |          0
  average dram access latency (ns)   |      61.54 |        inf
  average dram queueing delay        |       0.29 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11881 |       1685
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
