                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5663461 |    5789672 |    5747210 |    5629048 |    5893368 |    5829085 |    5827754 |    5707486
  Cycles                             |    3985760 |    3985760 |    3985760 |    3985760 |    3985760 |    3985760 |    3985760 |    3985760
  IPC                                |       1.42 |       1.45 |       1.44 |       1.41 |       1.48 |       1.46 |       1.46 |       1.43
  Time (ns)                          |    1374400 |    1374400 |    1374400 |    1374400 |    1374400 |    1374400 |    1374400 |    1374400
  Idle time (ns)                     |        302 |     356157 |     358182 |     358734 |     359276 |     359817 |     360359 |     360900
  Idle time (%)                      |       0.0% |      25.9% |      26.1% |      26.1% |      26.1% |      26.2% |      26.2% |      26.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     439636 |     679185 |     674041 |     640907 |     723945 |     708268 |     707942 |     674080
  num incorrect                      |      21659 |       5152 |       4891 |       5029 |       4678 |       4626 |       4699 |       4774
  misprediction rate                 |      4.70% |      0.75% |      0.72% |      0.78% |      0.64% |      0.65% |      0.66% |      0.70%
  mpki                               |       3.82 |       0.89 |       0.85 |       0.89 |       0.79 |       0.79 |       0.81 |       0.84
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     623973 |     468010 |     462532 |     461052 |     459944 |     458607 |     458393 |     458085
    num misses                       |        290 |         29 |         29 |         29 |         30 |         28 |         29 |         30
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2902295 |    2472818 |    2454435 |    2437664 |    2462557 |    2449749 |    2449967 |    2430867
    num misses                       |       2053 |        426 |        385 |        415 |        452 |        399 |        378 |        225
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01%
    mpki                             |       0.36 |       0.07 |       0.07 |       0.07 |       0.08 |       0.07 |       0.06 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2343 |        455 |        414 |        444 |        482 |        427 |        407 |        255
    num misses                       |        603 |        155 |        153 |        156 |        160 |        153 |        152 |        141
    miss rate                        |     25.74% |     34.07% |     36.96% |     35.14% |     33.20% |     35.83% |     37.35% |     55.29%
    mpki                             |       0.11 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     623973 |     468010 |     462532 |     461052 |     459944 |     458607 |     458393 |     458085
    num cache misses                 |       7247 |        402 |        401 |        393 |        390 |        372 |        384 |        388
    miss rate                        |      1.16% |      0.09% |      0.09% |      0.09% |      0.08% |      0.08% |      0.08% |      0.08%
    mpki                             |       1.28 |       0.07 |       0.07 |       0.07 |       0.07 |       0.06 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2902295 |    2472818 |    2454435 |    2437664 |    2462557 |    2449749 |    2449967 |    2430867
    num cache misses                 |      65500 |      51431 |      50515 |      50751 |      50320 |      50126 |      49940 |      49031
    miss rate                        |      2.26% |      2.08% |      2.06% |      2.08% |      2.04% |      2.05% |      2.04% |      2.02%
    mpki                             |      11.57 |       8.88 |       8.79 |       9.02 |       8.54 |       8.60 |       8.57 |       8.59
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      80405 |      55635 |      53811 |      54092 |      54631 |      53453 |      53264 |      50787
    num cache misses                 |      20698 |      13056 |      14354 |      15308 |      14212 |      14044 |      13705 |      13680
    miss rate                        |     25.74% |     23.47% |     26.67% |     28.30% |     26.01% |     26.27% |     25.73% |     26.94%
    mpki                             |       3.65 |       2.26 |       2.50 |       2.72 |       2.41 |       2.41 |       2.35 |       2.40
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      32374 |      20939 |      20741 |      21770 |      21674 |      20464 |      20172 |      18936
    num cache misses                 |      14994 |       3922 |       3431 |       6880 |       9813 |       4809 |       4504 |       6210
    miss rate                        |     46.31% |     18.73% |     16.54% |     31.60% |     45.28% |     23.50% |     22.33% |     32.79%
    mpki                             |       2.65 |       0.68 |       0.60 |       1.22 |       1.67 |       0.83 |       0.77 |       1.09
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13457 |          0 |          0 |          0 |      13357 |          0 |          0 |          0
  average dram access latency (ns)   |     299.97 |        inf |        inf |        inf |     302.83 |        inf |        inf |        inf
  average dram queueing delay        |     238.72 |       0.00 |       0.00 |       0.00 |     241.58 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       5310 |        123 |        107 |         87 |         77 |         97 |         97 |         59
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1658 |        864 |        817 |       3939 |       6750 |       2262 |       2028 |       3590
