                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   11968943 |    3746410 |    3265578 |    3793242
  Cycles                             |   10065600 |   10065600 |   10065600 |   10065600
  IPC                                |       1.19 |       0.37 |       0.32 |       0.38
  Time (ns)                          |    2516400 |    2516400 |    2516400 |    2516400
  Idle time (ns)                     |       1496 |    1832281 |    1832654 |    1832640
  Idle time (%)                      |       0.1% |      72.8% |      72.8% |      72.8%
Branch predictor stats               |            |            |            |           
  num correct                        |    1463695 |    1097368 |     901145 |    1120438
  num incorrect                      |      86317 |      14153 |      20248 |      13328
  misprediction rate                 |      5.57% |      1.27% |      2.20% |      1.18%
  mpki                               |       7.21 |       3.78 |       6.20 |       3.51
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1261124 |      55392 |      66846 |      53533
    num misses                       |        172 |         28 |         45 |         30
    miss rate                        |      0.01% |      0.05% |      0.07% |      0.06%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |           
    num accesses                     |    2668809 |     819613 |     771119 |     821801
    num misses                       |       1515 |        173 |        211 |        169
    miss rate                        |      0.06% |      0.02% |      0.03% |      0.02%
    mpki                             |       0.13 |       0.05 |       0.06 |       0.04
  L2 TLB                             |            |            |            |           
    num accesses                     |       1687 |        201 |        256 |        199
    num misses                       |        588 |        157 |        182 |        149
    miss rate                        |     34.85% |     78.11% |     71.09% |     74.87%
    mpki                             |       0.05 |       0.04 |       0.06 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1261124 |      55392 |      66846 |      53533
    num cache misses                 |       2713 |        191 |        386 |        199
    miss rate                        |      0.22% |      0.34% |      0.58% |      0.37%
    mpki                             |       0.23 |       0.05 |       0.12 |       0.05
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    2668809 |     819613 |     771119 |     821801
    num cache misses                 |      46473 |      22905 |      23872 |      22902
    miss rate                        |      1.74% |      2.79% |      3.10% |      2.79%
    mpki                             |       3.88 |       6.11 |       7.31 |       6.04
  Cache L2                           |            |            |            |           
    num cache accesses               |      51375 |      23102 |      24265 |      23104
    num cache misses                 |      36763 |      20536 |      21113 |      20543
    miss rate                        |     71.56% |     88.89% |     87.01% |     88.92%
    mpki                             |       3.07 |       5.48 |       6.47 |       5.42
  Cache L3                           |            |            |            |           
    num cache accesses               |      39114 |      20550 |      21121 |      20556
    num cache misses                 |      17426 |       1097 |       1444 |       1046
    miss rate                        |     44.55% |      5.34% |      6.84% |      5.09%
    mpki                             |       1.46 |       0.29 |       0.44 |       0.28
DRAM summary                         |            |            |            |           
  num dram accesses                  |      20947 |          0 |          0 |          0
  average dram access latency (ns)   |      62.19 |        inf |        inf |        inf
  average dram queueing delay        |       0.94 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      10735 |        531 |        683 |        532
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
