                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11160254 |    3334890 |    3161897 |    3341165 |    2835424 |    3302222 |    3165909 |    3445812
  Cycles                             |    9026800 |    9026800 |    9026800 |    9026800 |    9026800 |    9026800 |    9026800 |    9026800
  IPC                                |       1.24 |       0.37 |       0.35 |       0.37 |       0.31 |       0.37 |       0.35 |       0.38
  Time (ns)                          |    2256700 |    2256700 |    2256700 |    2256700 |    2256700 |    2256700 |    2256700 |    2256700
  Idle time (ns)                     |       1541 |    1784515 |    1784819 |    1784690 |    1784943 |    1784946 |    1785062 |    1785096
  Idle time (%)                      |       0.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1362582 |    1044030 |     974219 |    1047332 |     834880 |    1031949 |     974362 |    1089527
  num incorrect                      |      77089 |       6334 |       8358 |       6327 |      13044 |       6582 |       8482 |       5153
  misprediction rate                 |      5.35% |      0.60% |      0.85% |      0.60% |      1.54% |      0.63% |      0.86% |      0.47%
  mpki                               |       6.91 |       1.90 |       2.64 |       1.89 |       4.60 |       1.99 |       2.68 |       1.50
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1651916 |      54235 |      66114 |      52548 |      97871 |      55609 |      67982 |      45647
    num misses                       |        175 |         26 |         26 |         28 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.05% |      0.03% |      0.05% |      0.04% |      0.06%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2727331 |     653711 |     635569 |     654145 |     604235 |     649517 |     635708 |     665556
    num misses                       |       1892 |        144 |        147 |        138 |        170 |        134 |        123 |        123
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.17 |       0.04 |       0.05 |       0.04 |       0.06 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2067 |        170 |        173 |        166 |        196 |        160 |        149 |        149
    num misses                       |        614 |        132 |        132 |        135 |        144 |        129 |        127 |        128
    miss rate                        |     29.70% |     77.65% |     76.30% |     81.33% |     73.47% |     80.62% |     85.23% |     85.91%
    mpki                             |       0.06 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1651916 |      54235 |      66114 |      52548 |      97871 |      55609 |      67982 |      45647
    num cache misses                 |       2724 |        172 |        173 |        181 |        174 |        173 |        172 |        171
    miss rate                        |      0.16% |      0.32% |      0.26% |      0.34% |      0.18% |      0.31% |      0.25% |      0.37%
    mpki                             |       0.24 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2727331 |     653711 |     635569 |     654145 |     604235 |     649517 |     635708 |     665556
    num cache misses                 |      37579 |      13112 |      13306 |      13041 |      13551 |      13131 |      13250 |      12885
    miss rate                        |      1.38% |      2.01% |      2.09% |      1.99% |      2.24% |      2.02% |      2.08% |      1.94%
    mpki                             |       3.37 |       3.93 |       4.21 |       3.90 |       4.78 |       3.98 |       4.19 |       3.74
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42609 |      13399 |      13622 |      13342 |      14226 |      13697 |      13846 |      13417
    num cache misses                 |      29089 |      12095 |      12236 |      12062 |      12452 |      12153 |      12241 |      11968
    miss rate                        |     68.27% |     90.27% |     89.83% |     90.41% |     87.53% |     88.73% |     88.41% |     89.20%
    mpki                             |       2.61 |       3.63 |       3.87 |       3.61 |       4.39 |       3.68 |       3.87 |       3.47
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      31722 |      12218 |      12381 |      12182 |      12953 |      12550 |      12667 |      12330
    num cache misses                 |      23598 |       6811 |       6847 |       6706 |       7522 |       7222 |       7375 |       7105
    miss rate                        |     74.39% |     55.75% |     55.30% |     55.05% |     58.07% |     57.55% |     58.22% |     57.62%
    mpki                             |       2.11 |       2.04 |       2.17 |       2.01 |       2.65 |       2.19 |       2.33 |       2.06
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10675 |          0 |          0 |          0 |      10609 |          0 |          0 |          0
  average dram access latency (ns)   |      61.49 |        inf |        inf |        inf |      61.49 |        inf |        inf |        inf
  average dram queueing delay        |       0.24 |       0.00 |       0.00 |       0.00 |       0.24 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10425 |        138 |        142 |        134 |        114 |         92 |         80 |         88
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2032 |       1866 |       2018 |       1944 |       2567 |       2388 |       2421 |       2291
