                                     | Core 0     | Core 1    
  Instructions                       |  379736604 |  384225737
  Cycles                             |  153765200 |  153765200
  IPC                                |       2.47 |       2.50
  Time (ns)                          |   38441300 |   38441300
  Idle time (ns)                     |       1266 |     256306
  Idle time (%)                      |       0.0% |       0.7%
Branch predictor stats               |            |           
  num correct                        |   19978471 |   21600603
  num incorrect                      |     137178 |     151512
  misprediction rate                 |      0.68% |      0.70%
  mpki                               |       0.36 |       0.39
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   35298536 |   35186784
    num misses                       |        194 |         25
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  123290840 |  123816745
    num misses                       |     108930 |     106884
    miss rate                        |      0.09% |      0.09%
    mpki                             |       0.29 |       0.28
  L2 TLB                             |            |           
    num accesses                     |     109124 |     106909
    num misses                       |      24809 |      23819
    miss rate                        |     22.73% |     22.28%
    mpki                             |       0.07 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   35298536 |   35186784
    num cache misses                 |      18212 |       7658
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.05 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  123290840 |  123816745
    num cache misses                 |   13914640 |   13916161
    miss rate                        |     11.29% |     11.24%
    mpki                             |      36.64 |      36.22
  Cache L2                           |            |           
    num cache accesses               |   14130407 |   14118374
    num cache misses                 |    1606414 |    1586501
    miss rate                        |     11.37% |     11.24%
    mpki                             |       4.23 |       4.13
  Cache L3                           |            |           
    num cache accesses               |    2228280 |    2170255
    num cache misses                 |    1246703 |    1191826
    miss rate                        |     55.95% |     54.92%
    mpki                             |       3.28 |       3.10
DRAM summary                         |            |           
  num dram accesses                  |    4519852 |          0
  average dram access latency (ns)   |    1118.67 |        inf
  average dram queueing delay        |    1057.42 |       0.00
  average dram bandwidth utilization |     14.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |     777444 |     733420
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
