                                     | Core 0     | Core 1    
  Instructions                       |   14674695 |    6025862
  Cycles                             |   11628400 |   11628400
  IPC                                |       1.26 |       0.52
  Time (ns)                          |    2907100 |    2907100
  Idle time (ns)                     |       1413 |    1811388
  Idle time (%)                      |       0.0% |      62.3%
Branch predictor stats               |            |           
  num correct                        |    1983829 |    1559116
  num incorrect                      |     104993 |      36947
  misprediction rate                 |      5.03% |      2.31%
  mpki                               |       7.15 |       6.13
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1712030 |     197803
    num misses                       |        176 |         26
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    3698508 |    1476768
    num misses                       |       2711 |       1439
    miss rate                        |      0.07% |      0.10%
    mpki                             |       0.18 |       0.24
  L2 TLB                             |            |           
    num accesses                     |       2887 |       1465
    num misses                       |        663 |        219
    miss rate                        |     22.97% |     14.95%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1712030 |     197803
    num cache misses                 |       2962 |        170
    miss rate                        |      0.17% |      0.09%
    mpki                             |       0.20 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    3698508 |    1476768
    num cache misses                 |      64857 |      38001
    miss rate                        |      1.75% |      2.57%
    mpki                             |       4.42 |       6.31
  Cache L2                           |            |           
    num cache accesses               |      69853 |      38172
    num cache misses                 |      44766 |      29562
    miss rate                        |     64.09% |     77.44%
    mpki                             |       3.05 |       4.91
  Cache L3                           |            |           
    num cache accesses               |      47925 |      29627
    num cache misses                 |      21140 |       3826
    miss rate                        |     44.11% |     12.91%
    mpki                             |       1.44 |       0.63
DRAM summary                         |            |           
  num dram accesses                  |      24942 |          0
  average dram access latency (ns)   |      61.92 |        inf
  average dram queueing delay        |       0.67 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11676 |       1721
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
