                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   13023371 |    5168750 |    4940643 |    5183291 |    4370560 |    5135069 |    4951816 |    5322615
  Cycles                             |    9894800 |    9894800 |    9894800 |    9894800 |    9894800 |    9894800 |    9894800 |    9894800
  IPC                                |       1.32 |       0.52 |       0.50 |       0.52 |       0.44 |       0.52 |       0.50 |       0.54
  Time (ns)                          |    2473700 |    2473700 |    2473700 |    2473700 |    2473700 |    2473700 |    2473700 |    2473700
  Idle time (ns)                     |       1515 |    1835192 |    1835515 |    1835401 |    1835726 |    1835798 |    1835892 |    1835959
  Idle time (%)                      |       0.1% |      74.2% |      74.2% |      74.2% |      74.2% |      74.2% |      74.2% |      74.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1625184 |    1643500 |    1550758 |    1649378 |    1323041 |    1630469 |    1556392 |    1704858
  num incorrect                      |      86144 |       8237 |      11413 |       8219 |      19903 |       8759 |      11779 |       6387
  misprediction rate                 |      5.03% |      0.50% |      0.73% |      0.50% |      1.48% |      0.53% |      0.75% |      0.37%
  mpki                               |       6.61 |       1.59 |       2.31 |       1.59 |       4.55 |       1.71 |       2.38 |       1.20
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1389399 |      34743 |      39885 |      35905 |      53217 |      35655 |      40270 |      32374
    num misses                       |        173 |         25 |         25 |         27 |         25 |         25 |         25 |         25
    miss rate                        |      0.01% |      0.07% |      0.06% |      0.08% |      0.05% |      0.07% |      0.06% |      0.08%
    mpki                             |       0.01 |       0.00 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2819032 |     975217 |     954460 |     978911 |     903361 |     973697 |     957864 |     990931
    num misses                       |       2228 |        539 |        562 |        535 |        555 |        542 |        562 |        526
    miss rate                        |      0.08% |      0.06% |      0.06% |      0.05% |      0.06% |      0.06% |      0.06% |      0.05%
    mpki                             |       0.17 |       0.10 |       0.11 |       0.10 |       0.13 |       0.11 |       0.11 |       0.10
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2401 |        564 |        587 |        562 |        580 |        567 |        587 |        551
    num misses                       |        660 |        185 |        182 |        177 |        176 |        176 |        173 |        168
    miss rate                        |     27.49% |     32.80% |     31.01% |     31.49% |     30.34% |     31.04% |     29.47% |     30.49%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1389399 |      34743 |      39885 |      35905 |      53217 |      35655 |      40270 |      32374
    num cache misses                 |       2811 |        183 |        181 |        189 |        182 |        183 |        180 |        180
    miss rate                        |      0.20% |      0.53% |      0.45% |      0.53% |      0.34% |      0.51% |      0.45% |      0.56%
    mpki                             |       0.22 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2819032 |     975217 |     954460 |     978911 |     903361 |     973697 |     957864 |     990931
    num cache misses                 |      42806 |      14351 |      14665 |      14296 |      15218 |      14458 |      14510 |      14107
    miss rate                        |      1.52% |      1.47% |      1.54% |      1.46% |      1.68% |      1.48% |      1.51% |      1.42%
    mpki                             |       3.29 |       2.78 |       2.97 |       2.76 |       3.48 |       2.82 |       2.93 |       2.65
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      47872 |      14741 |      15115 |      14723 |      16112 |      15153 |      15246 |      14754
    num cache misses                 |      32338 |      12969 |      13206 |      12949 |      13439 |      13085 |      13115 |      12846
    miss rate                        |     67.55% |     87.98% |     87.37% |     87.95% |     83.41% |     86.35% |     86.02% |     87.07%
    mpki                             |       2.48 |       2.51 |       2.67 |       2.50 |       3.07 |       2.55 |       2.65 |       2.41
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      35734 |      13183 |      13479 |      13186 |      14152 |      13600 |      13679 |      13322
    num cache misses                 |      26586 |       7159 |       7297 |       7115 |       8659 |       8352 |       8198 |       8030
    miss rate                        |     74.40% |     54.30% |     54.14% |     53.96% |     61.19% |     61.41% |     59.93% |     60.28%
    mpki                             |       2.04 |       1.39 |       1.48 |       1.37 |       1.98 |       1.63 |       1.66 |       1.51
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      12879 |          0 |          0 |          0 |      12834 |          0 |          0 |          0
  average dram access latency (ns)   |      64.48 |        inf |        inf |        inf |      64.39 |        inf |        inf |        inf
  average dram queueing delay        |       3.23 |       0.00 |       0.00 |       0.00 |       3.14 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10370 |        241 |        233 |        243 |        202 |        209 |        229 |        240
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2037 |       2062 |       2153 |       2122 |       2957 |       2823 |       2844 |       2681
