                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   49605231 |   40911306 |   38359843 |   36036037 |          0 |          0 |          0 |          0 |   47937020 |   39769279 |   37062333 |   35314249 |          0 |          0 |          0 |          0
  Cycles                             |   29286520 |   29286520 |   29286520 |   29286520 |   22217360 |   22217360 |   22217360 |   22217360 |   29286520 |   29286520 |   29286520 |   29286520 |   22217360 |   22217360 |   22217360 |   22217360
  IPC                                |       1.69 |       1.40 |       1.31 |       1.23 |       0.00 |       0.00 |       0.00 |       0.00 |       1.64 |       1.36 |       1.27 |       1.21 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800 |   10098800
  Idle time (ns)                     |        342 |     421453 |     423019 |     424557 |   10098800 |   10098800 |   10098800 |   10098800 |     419231 |     422264 |     423777 |     425315 |   10098800 |   10098800 |   10098800 |   10098800
  Idle time (%)                      |       0.0% |       4.2% |       4.2% |       4.2% |     100.0% |     100.0% |     100.0% |     100.0% |       4.2% |       4.2% |       4.2% |       4.2% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3770264 |    6233681 |    5557616 |    4872384 |          0 |          0 |          0 |          0 |    3445916 |    5896623 |    5179244 |    4654522 |          0 |          0 |          0 |          0
  num incorrect                      |      33307 |       9372 |       9677 |       9807 |          0 |          0 |          0 |          0 |      15908 |       9531 |       9710 |       9014 |          0 |          0 |          0 |          0
  misprediction rate                 |      0.88% |      0.15% |      0.17% |      0.20% |      0.00% |      0.00% |      0.00% |      0.00% |      0.46% |      0.16% |      0.19% |      0.19% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.67 |       0.23 |       0.25 |       0.27 |       0.00 |       0.00 |       0.00 |       0.00 |       0.33 |       0.24 |       0.26 |       0.26 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3714036 |    1841474 |    1807086 |    1807090 |          0 |          0 |          0 |          0 |    3547586 |    1841475 |    1807084 |    1806064 |          0 |          0 |          0 |          0
    num misses                       |        354 |         40 |         40 |         40 |          0 |          0 |          0 |          0 |         40 |         40 |         40 |         40 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17946535 |   11875076 |   11477124 |   11208677 |          0 |          0 |          0 |          0 |   17388547 |   11743740 |   11314663 |   11142901 |          0 |          0 |          0 |          0
    num misses                       |       9302 |       3555 |       2234 |       3239 |          0 |          0 |          0 |          0 |       9727 |       2113 |       2116 |       2891 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.03% |      0.02% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.06% |      0.02% |      0.02% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.19 |       0.09 |       0.06 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.20 |       0.05 |       0.06 |       0.08 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       9656 |       3595 |       2274 |       3279 |          0 |          0 |          0 |          0 |       9767 |       2153 |       2156 |       2931 |          0 |          0 |          0 |          0
    num misses                       |        697 |        148 |        154 |        153 |          0 |          0 |          0 |          0 |        160 |        147 |        153 |        151 |          0 |          0 |          0 |          0
    miss rate                        |      7.22% |      4.12% |      6.77% |      4.67% |      0.00% |      0.00% |      0.00% |      0.00% |      1.64% |      6.83% |      7.10% |      5.15% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3714036 |    1841474 |    1807086 |    1807090 |          0 |          0 |          0 |          0 |    3547586 |    1841475 |    1807084 |    1806064 |          0 |          0 |          0 |          0
    num cache misses                 |      48600 |      34965 |      34964 |      34964 |          0 |          0 |          0 |          0 |      35258 |      34966 |      34963 |      34812 |          0 |          0 |          0 |          0
    miss rate                        |      1.31% |      1.90% |      1.93% |      1.93% |       inf% |       inf% |       inf% |       inf% |      0.99% |      1.90% |      1.93% |      1.93% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.98 |       0.85 |       0.91 |       0.97 |        inf |        inf |        inf |        inf |       0.74 |       0.88 |       0.94 |       0.99 |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17946535 |   11875076 |   11477124 |   11208677 |          0 |          0 |          0 |          0 |   17388547 |   11743740 |   11314663 |   11142901 |          0 |          0 |          0 |          0
    num cache misses                 |     183599 |     100847 |      96283 |      98685 |          0 |          0 |          0 |          0 |     160294 |      88652 |      98177 |      98444 |          0 |          0 |          0 |          0
    miss rate                        |      1.02% |      0.85% |      0.84% |      0.88% |       inf% |       inf% |       inf% |       inf% |      0.92% |      0.75% |      0.87% |      0.88% |       inf% |       inf% |       inf% |       inf%
