                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    5032842 |    4732618 |    4601267 |    4721069 |    4622852 |    5330774 |    5396560 |    5511894 |    5417767 |    5515542 |    5511564 |    6199329
  Cycles                             |    4660590 |    3535620 |    3535620 |    3535620 |    3535620 |    4660590 |    4660590 |    4660590 |    3535620 |    3535620 |    3535620 |    4660590
  IPC                                |       1.08 |       1.34 |       1.30 |       1.34 |       1.31 |       1.14 |       1.16 |       1.18 |       1.53 |       1.56 |       1.56 |       1.33
  Time (ns)                          |    1607100 |    1607100 |    1607100 |    1607100 |    1607100 |    1607100 |    1607100 |    1607100 |    1607100 |    1607100 |    1607100 |    1607100
  Idle time (ns)                     |        581 |     417697 |     420003 |     420746 |     421489 |     422203 |     422946 |     423659 |     424403 |     425116 |     425860 |     426573
  Idle time (%)                      |       0.0% |      26.0% |      26.1% |      26.2% |      26.2% |      26.3% |      26.3% |      26.4% |      26.4% |      26.5% |      26.5% |      26.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     470919 |     573099 |     537052 |     573450 |     600389 |     831678 |     851628 |     883611 |    1061787 |    1097534 |    1101518 |    1297002
  num incorrect                      |      21127 |       4635 |       4704 |       4661 |       4409 |       3986 |       3949 |       4095 |       3637 |       3514 |       3196 |       3298
  misprediction rate                 |      4.29% |      0.80% |      0.87% |      0.81% |      0.73% |      0.48% |      0.46% |      0.46% |      0.34% |      0.32% |      0.29% |      0.25%
  mpki                               |       4.20 |       0.98 |       1.02 |       0.99 |       0.95 |       0.75 |       0.73 |       0.74 |       0.67 |       0.64 |       0.58 |       0.53
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     521422 |     371461 |     370965 |     369727 |     347847 |     335189 |     334098 |     333781 |     237661 |     233882 |     229537 |     231015
    num misses                       |        268 |         35 |         35 |         28 |         35 |         35 |         35 |         35 |         35 |         28 |         28 |         36
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2471881 |    1990719 |    1970417 |    1983005 |    1877060 |    1930062 |    1937998 |    1957257 |    1598818 |    1600474 |    1589037 |    1690109
    num misses                       |       2996 |        367 |        410 |        465 |        481 |        370 |        346 |        347 |        227 |        183 |        197 |        138
    miss rate                        |      0.12% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.60 |       0.08 |       0.09 |       0.10 |       0.10 |       0.07 |       0.06 |       0.06 |       0.04 |       0.03 |       0.04 |       0.02
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       3264 |        402 |        445 |        493 |        516 |        405 |        381 |        382 |        262 |        211 |        225 |        174
    num misses                       |        615 |        168 |        175 |        172 |        182 |        165 |        172 |        168 |        144 |        145 |        127 |        142
