                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   24500862 |    6494070 |    6597584 |    6847566 |    6588488 |    6697389 |    5873724 |    6149548
  Cycles                             |   17710400 |   17710400 |   17710400 |   17710400 |   17710400 |   17710400 |   17710400 |   17710400
  IPC                                |       1.38 |       0.37 |       0.37 |       0.39 |       0.37 |       0.38 |       0.33 |       0.35
  Time (ns)                          |    4427600 |    4427600 |    4427600 |    4427600 |    4427600 |    4427600 |    4427600 |    4427600
  Idle time (ns)                     |       2362 |    3471629 |    3472255 |    3472361 |    3472428 |    3472616 |    3472681 |    3472698
  Idle time (%)                      |       0.1% |      78.4% |      78.4% |      78.4% |      78.4% |      78.4% |      78.4% |      78.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2886373 |    1954533 |    2000506 |    2115695 |    1995063 |    2044111 |    1672407 |    1794421
  num incorrect                      |     170325 |      15923 |      14410 |      10955 |      15147 |      13644 |      25280 |      21138
  misprediction rate                 |      5.57% |      0.81% |      0.72% |      0.52% |      0.75% |      0.66% |      1.49% |      1.16%
  mpki                               |       6.95 |       2.45 |       2.18 |       1.60 |       2.30 |       2.04 |       4.30 |       3.44
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    3165873 |      94750 |      88099 |      71121 |      88273 |      83830 |     126566 |     114505
    num misses                       |        176 |         26 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5696584 |    1309112 |    1319373 |    1343504 |    1318817 |    1330858 |    1247432 |    1278130
    num misses                       |       5732 |       3934 |       3981 |       3940 |       4032 |       3995 |       3960 |       3892
    miss rate                        |      0.10% |      0.30% |      0.30% |      0.29% |      0.31% |      0.30% |      0.32% |      0.30%
    mpki                             |       0.23 |       0.61 |       0.60 |       0.58 |       0.61 |       0.60 |       0.67 |       0.63
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       5908 |       3960 |       4005 |       3964 |       4056 |       4019 |       3984 |       3916
    num misses                       |        833 |        292 |        297 |        288 |        297 |        282 |        284 |        274
    miss rate                        |     14.10% |      7.37% |      7.42% |      7.27% |      7.32% |      7.02% |      7.13% |      7.00%
    mpki                             |       0.03 |       0.04 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    3165873 |      94750 |      88099 |      71121 |      88273 |      83830 |     126566 |     114505
    num cache misses                 |       3112 |        164 |        157 |        156 |        157 |        155 |        155 |        154
    miss rate                        |      0.10% |      0.17% |      0.18% |      0.22% |      0.18% |      0.18% |      0.12% |      0.13%
    mpki                             |       0.13 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5696584 |    1309112 |    1319373 |    1343504 |    1318817 |    1330858 |    1247432 |    1278130
    num cache misses                 |      63554 |      28598 |      28457 |      28029 |      28472 |      28282 |      29865 |      28891
    miss rate                        |      1.12% |      2.18% |      2.16% |      2.09% |      2.16% |      2.13% |      2.39% |      2.26%
    mpki                             |       2.59 |       4.40 |       4.31 |       4.09 |       4.32 |       4.22 |       5.08 |       4.70
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      69350 |      29294 |      29112 |      28593 |      29669 |      29454 |      31267 |      30225
    num cache misses                 |      50076 |      25806 |      25691 |      25377 |      25701 |      25600 |      26081 |      25976
    miss rate                        |     72.21% |     88.09% |     88.25% |     88.75% |     86.63% |     86.92% |     83.41% |     85.94%
    mpki                             |       2.04 |       3.97 |       3.89 |       3.71 |       3.90 |       3.82 |       4.44 |       4.22
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      54675 |      26348 |      26199 |      25804 |      26758 |      26630 |      27344 |      27172
    num cache misses                 |      38504 |      14437 |      14318 |      14024 |      16230 |      16077 |      16372 |      16269
    miss rate                        |     70.42% |     54.79% |     54.65% |     54.35% |     60.65% |     60.37% |     59.87% |     59.87%
    mpki                             |       1.57 |       2.22 |       2.17 |       2.05 |       2.46 |       2.40 |       2.79 |       2.65
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      18231 |          0 |          0 |          0 |      18162 |          0 |          0 |          0
  average dram access latency (ns)   |      71.94 |        inf |        inf |        inf |      72.05 |        inf |        inf |        inf
  average dram queueing delay        |      10.69 |       0.00 |       0.00 |       0.00 |      10.79 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10754 |        472 |        479 |        473 |        397 |        423 |        389 |        420
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4000 |       4147 |       4107 |       4072 |       5362 |       5255 |       5542 |       5421
