                                     | Core 0     | Core 1    
  Instructions                       |   12328988 |    3908682
  Cycles                             |   10839600 |   10839600
  IPC                                |       1.14 |       0.36
  Time (ns)                          |    2709900 |    2709900
  Idle time (ns)                     |       1418 |    1786786
  Idle time (%)                      |       0.1% |      65.9%
Branch predictor stats               |            |           
  num correct                        |    1553805 |     994579
  num incorrect                      |      96699 |      32284
  misprediction rate                 |      5.86% |      3.14%
  mpki                               |       7.84 |       8.26
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1708046 |     116529
    num misses                       |        175 |         28
    miss rate                        |      0.01% |      0.02%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3211378 |    1074522
    num misses                       |       1555 |        183
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.13 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       1730 |        211
    num misses                       |        595 |        155
    miss rate                        |     34.39% |     73.46%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1708046 |     116529
    num cache misses                 |       2882 |        184
    miss rate                        |      0.17% |      0.16%
    mpki                             |       0.23 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3211378 |    1074522
    num cache misses                 |      58285 |      35242
    miss rate                        |      1.81% |      3.28%
    mpki                             |       4.73 |       9.02
  Cache L2                           |            |           
    num cache accesses               |      63348 |      35427
    num cache misses                 |      44008 |      28445
    miss rate                        |     69.47% |     80.29%
    mpki                             |       3.57 |       7.28
  Cache L3                           |            |           
    num cache accesses               |      46273 |      28473
    num cache misses                 |      18547 |       2007
    miss rate                        |     40.08% |      7.05%
    mpki                             |       1.50 |       0.51
DRAM summary                         |            |           
  num dram accesses                  |      20527 |          0
  average dram access latency (ns)   |      62.04 |        inf
  average dram queueing delay        |       0.78 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11142 |        861
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
