                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  181546339 |  197938336 |  195270820 |  196246068 |  140287410 |  138842511 |  138186989 |  141261401 |  197370899 |  195386001 |  198699061 |  198390334 |  138074980 |  137380598 |  135773681 |  143838639
  Cycles                             |  324421600 |  324421600 |  324421600 |  324421600 |  243316200 |  243316200 |  243316200 |  243316200 |  324421600 |  324421600 |  324421600 |  324421600 |  243316200 |  243316200 |  243316200 |  243316200
  IPC                                |       0.56 |       0.61 |       0.60 |       0.60 |       0.58 |       0.57 |       0.57 |       0.58 |       0.61 |       0.60 |       0.61 |       0.61 |       0.57 |       0.56 |       0.56 |       0.59
  Time (ns)                          |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400 |   81105400
  Idle time (ns)                     |   17954451 |   17944264 |   17692517 |   17318820 |     480427 |     486532 |     417522 |     457462 |   18537395 |   17635841 |   17624748 |   17251602 |     551949 |     455022 |     481048 |     467811
  Idle time (%)                      |      22.1% |      22.1% |      21.8% |      21.4% |       0.6% |       0.6% |       0.5% |       0.6% |      22.9% |      21.7% |      21.7% |      21.3% |       0.7% |       0.6% |       0.6% |       0.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   26649120 |   32944258 |   32102997 |   32429703 |   13783839 |   13305946 |   13088664 |   14113299 |   32837045 |   32184802 |   33289783 |   33185439 |   13081835 |   12851039 |   12314874 |   15003495
  num incorrect                      |      10636 |       4153 |       4083 |       4027 |       3959 |       3992 |       3922 |       3889 |       3757 |       3802 |       3694 |       3819 |       3768 |       3734 |       3754 |       3695
  misprediction rate                 |      0.04% |      0.01% |      0.01% |      0.01% |      0.03% |      0.03% |      0.03% |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.03% |      0.03% |      0.03% |      0.02%
  mpki                               |       0.06 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13161640 |   12760671 |   12733986 |   12733611 |   12731403 |   12729960 |   12729296 |   12729504 |   12722445 |   12718365 |   12718299 |   12718832 |   12718258 |   12717919 |   12718204 |   12717975
    num misses                       |        205 |         34 |         34 |         34 |         34 |         34 |         34 |         27 |         34 |         27 |         27 |         27 |         30 |         30 |         30 |         30
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   76695339 |   78327545 |   77816744 |   77977133 |   68643334 |   68397782 |   68287073 |   68799678 |   78122741 |   77780814 |   78332394 |   78284894 |   68227949 |   68110568 |   67844099 |   69187336
