                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11    
  Instructions                       |  3938556891 |    75100845 |   149216530 |    74981694 |    74884198 |    75262078 |    75142916 |    74503172 |    75127764 |    74177033 |    74759841 |    74428908
  Cycles                             |  3468964180 |  4572725510 |  4572725510 |  3468964180 |  4572725510 |  4572725510 |  3468964180 |  3468964180 |  3468964180 |  4572725510 |  3468964180 |  3468964180
  IPC                                |        1.14 |        0.02 |        0.03 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02
  Time (ns)                          |  1576801900 |  1576801900 |  1576801900 |  1576801900 |  1576801900 |  1576801900 |  1576801900 |  1576801900 |  1576801900 |  1576801900 |  1576801900 |  1576801900
  Idle time (ns)                     |    58679589 |  1547224455 |  1518263358 |  1545416165 |  1547387714 |  1547189920 |  1545350308 |  1545579970 |  1545511242 |  1547831739 |  1545692727 |  1545835803
  Idle time (%)                      |        3.7% |       98.1% |       96.3% |       98.0% |       98.1% |       98.1% |       98.0% |       98.0% |       98.0% |       98.2% |       98.0% |       98.0%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   169457086 |     1450491 |     2890773 |     1448885 |     1451068 |     1452801 |     1458623 |     1442045 |     1453378 |     1440427 |     1445794 |     1440693
  num incorrect                      |     6222567 |       49236 |       98262 |       48845 |       48895 |       48432 |       49222 |       48938 |       49208 |       49256 |       48701 |       49148
  misprediction rate                 |       3.54% |       3.28% |       3.29% |       3.26% |       3.26% |       3.23% |       3.26% |       3.28% |       3.27% |       3.31% |       3.26% |       3.30%
  mpki                               |        1.58 |        0.66 |        0.66 |        0.65 |        0.65 |        0.64 |        0.66 |        0.66 |        0.65 |        0.66 |        0.65 |        0.66
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   773982376 |    11631065 |    23111356 |    11612771 |    11597451 |    11655925 |    11636815 |    11539624 |    11634980 |    11489761 |    11581029 |    11528903
    num misses                       |         203 |          44 |          47 |          43 |          47 |          44 |          48 |          44 |          47 |          47 |          44 |          44
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
