                                     | Core 0     | Core 1    
  Instructions                       |   12296115 |    3938247
  Cycles                             |   10679200 |   10679200
  IPC                                |       1.15 |       0.37
  Time (ns)                          |    2669800 |    2669800
  Idle time (ns)                     |       1340 |    1803289
  Idle time (%)                      |       0.1% |      67.5%
Branch predictor stats               |            |           
  num correct                        |    1543565 |    1004258
  num incorrect                      |      97953 |      32133
  misprediction rate                 |      5.97% |      3.10%
  mpki                               |       7.97 |       8.16
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1469334 |     275167
    num misses                       |        176 |         29
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3203308 |    1078905
    num misses                       |       1477 |        215
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.12 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       1653 |        244
    num misses                       |        577 |        167
    miss rate                        |     34.91% |     68.44%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1469334 |     275167
    num cache misses                 |       2752 |        180
    miss rate                        |      0.19% |      0.07%
    mpki                             |       0.22 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3203308 |    1078905
    num cache misses                 |      58073 |      35026
    miss rate                        |      1.81% |      3.25%
    mpki                             |       4.72 |       8.89
  Cache L2                           |            |           
    num cache accesses               |      63387 |      36812
    num cache misses                 |      43733 |      28272
    miss rate                        |     68.99% |     76.80%
    mpki                             |       3.56 |       7.18
  Cache L3                           |            |           
    num cache accesses               |      46403 |      29902
    num cache misses                 |      43120 |      28272
    miss rate                        |     92.93% |     94.55%
    mpki                             |       3.51 |       7.18
DRAM summary                         |            |           
  num dram accesses                  |      10296 |      10241
  average dram access latency (ns)   |      61.40 |      61.38
  average dram queueing delay        |       0.15 |       0.13
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10173 |         15
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |        623 |       2105
