                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   20930842 |    3536868 |    3162402 |    3461721 |    3335714 |    3193972 |    3336890 |    3431817 |    3489911 |    3212107 |    3492274 |    3300023 |    3220037 |    2847313 |    2876882 |    3331411
  Cycles                             |   56520000 |   56520000 |   56520000 |   56520000 |   14130000 |   14130000 |   14130000 |   14130000 |   56520000 |   56520000 |   56520000 |   56520000 |   14130000 |   14130000 |   14130000 |   14130000
  IPC                                |       0.37 |       0.06 |       0.06 |       0.06 |       0.24 |       0.23 |       0.24 |       0.24 |       0.06 |       0.06 |       0.06 |       0.06 |       0.23 |       0.20 |       0.20 |       0.24
  Time (ns)                          |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000 |   14130000
  Idle time (ns)                     |       1321 |   12521642 |   12522107 |   12522912 |   12492654 |   12492892 |   12493135 |   12493188 |   12523838 |   12524119 |   12524341 |   12524559 |   12495076 |   12495285 |   12495504 |   12495809
  Idle time (%)                      |       0.0% |      88.6% |      88.6% |      88.6% |      88.4% |      88.4% |      88.4% |      88.4% |      88.6% |      88.6% |      88.6% |      88.6% |      88.4% |      88.4% |      88.4% |      88.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2271409 |    1121879 |     965137 |    1090225 |    1044521 |     986432 |    1044651 |    1085004 |    1101525 |     986409 |    1102357 |    1022671 |     996457 |     836717 |     851461 |    1041877
  num incorrect                      |     155927 |       4500 |       9738 |       5642 |       6250 |       8171 |       6265 |       4860 |       5351 |       9157 |       5175 |       8117 |       8262 |      13582 |      13323 |       6642
  misprediction rate                 |      6.42% |      0.40% |      1.00% |      0.51% |      0.59% |      0.82% |      0.60% |      0.45% |      0.48% |      0.92% |      0.47% |      0.79% |      0.82% |      1.60% |      1.54% |      0.63%
  mpki                               |       7.45 |       1.27 |       3.08 |       1.63 |       1.87 |       2.56 |       1.88 |       1.42 |       1.53 |       2.85 |       1.48 |       2.46 |       2.57 |       4.77 |       4.63 |       1.99
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3261559 |      26353 |      32571 |      28161 |      28258 |      30336 |      28474 |      25833 |      27299 |      31723 |      26840 |      30172 |      30295 |      36123 |      36606 |      28096
    num misses                       |        175 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.10% |      0.08% |      0.09% |      0.09% |      0.09% |      0.09% |      0.11% |      0.10% |      0.08% |      0.10% |      0.09% |      0.09% |      0.07% |      0.07% |      0.09%
