                                     | Core 0      | Core 1     
  Instructions                       |  9225906696 |  9216033224
  Cycles                             |  2988281800 |  2988281800
  IPC                                |        3.09 |        3.08
  Time (ns)                          |  1030442000 |  1030442000
  Idle time (ns)                     |         192 |      257462
  Idle time (%)                      |        0.0% |        0.0%
Branch predictor stats               |             |            
  num correct                        |    43018476 |    40083355
  num incorrect                      |      150313 |      137989
  misprediction rate                 |       0.35% |       0.34%
  mpki                               |        0.02 |        0.01
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   867707243 |   867446301
    num misses                       |         263 |          38
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  4242435569 |  4240222131
    num misses                       |     5248474 |     5189206
    miss rate                        |       0.12% |       0.12%
    mpki                             |        0.57 |        0.56
  L2 TLB                             |             |            
    num accesses                     |     5248737 |     5189244
    num misses                       |      122113 |      121384
    miss rate                        |       2.33% |       2.34%
    mpki                             |        0.01 |        0.01
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   867707243 |   867446301
    num cache misses                 |      252424 |      204422
    miss rate                        |       0.03% |       0.02%
    mpki                             |        0.03 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |  4242435569 |  4240222131
    num cache misses                 |    29112342 |    28764449
    miss rate                        |       0.69% |       0.68%
    mpki                             |        3.16 |        3.12
  Cache L2                           |             |            
    num cache accesses               |    30312023 |    29914053
    num cache misses                 |     3307225 |     3407149
    miss rate                        |      10.91% |      11.39%
    mpki                             |        0.36 |        0.37
  Cache L3                           |             |            
    num cache accesses               |     4821851 |     4926912
    num cache misses                 |     1607455 |     1601979
    miss rate                        |      33.34% |      32.51%
    mpki                             |        0.17 |        0.17
DRAM summary                         |             |            
  num dram accesses                  |       25281 |       25251
  average dram access latency (ns)   |       61.61 |       61.62
  average dram queueing delay        |        0.35 |        0.36
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |        6966 |         460
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |     1563595 |     1571072
