                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4051215749 |   112517874 |   112201276 |   111989251 |   112367017 |   111885468 |   112046905 |   112339300
  Cycles                             |  4392113800 |  4392113800 |  4392113800 |  4392113800 |  3331948400 |  3331948400 |  3331948400 |  3331948400
  IPC                                |        0.92 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03
  Time (ns)                          |  1514522000 |  1514522000 |  1514522000 |  1514522000 |  1514522000 |  1514522000 |  1514522000 |  1514522000
  Idle time (ns)                     |     3582210 |  1469505416 |  1469600529 |  1469647452 |  1466594633 |  1466865546 |  1466805625 |  1466628963
  Idle time (%)                      |        0.2% |       97.0% |       97.0% |       97.0% |       96.8% |       96.9% |       96.8% |       96.8%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   171497724 |     2176031 |     2173548 |     2166843 |     2174027 |     2169913 |     2170512 |     2170913
  num incorrect                      |     6434156 |       73516 |       73738 |       73501 |       73842 |       73940 |       73474 |       73437
  misprediction rate                 |       3.62% |       3.27% |       3.28% |       3.28% |       3.28% |       3.30% |       3.27% |       3.27%
  mpki                               |        1.59 |        0.65 |        0.66 |        0.66 |        0.66 |        0.66 |        0.66 |        0.65
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   791430405 |    17425127 |    17378818 |    17345313 |    17402803 |    17328617 |    17355300 |    17398651
    num misses                       |         241 |          49 |          49 |          45 |          49 |          48 |          49 |          44
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2402433840 |    71122204 |    70926302 |    70791795 |    71032669 |    70713054 |    70825271 |    71017999
    num misses                       |    14756522 |      749305 |      745704 |      744606 |      772970 |      748686 |      765068 |      777564
    miss rate                        |       0.61% |       1.05% |       1.05% |       1.05% |       1.09% |       1.06% |       1.08% |       1.09%
    mpki                             |        3.64 |        6.66 |        6.65 |        6.65 |        6.88 |        6.69 |        6.83 |        6.92
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |    14756763 |      749354 |      745753 |      744651 |      773019 |      748734 |      765117 |      777608
    num misses                       |     6835833 |      387624 |      386057 |      385269 |      387988 |      385114 |      386994 |      387920
    miss rate                        |      46.32% |      51.73% |      51.77% |      51.74% |      50.19% |      51.44% |      50.58% |      49.89%
    mpki                             |        1.69 |        3.44 |        3.44 |        3.44 |        3.45 |        3.44 |        3.45 |        3.45
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   791430405 |    17425127 |    17378818 |    17345313 |    17402803 |    17328617 |    17355300 |    17398651
    num cache misses                 |     5198945 |        2354 |        2384 |        2304 |        6228 |        6289 |        6204 |        6180
    miss rate                        |       0.66% |       0.01% |       0.01% |       0.01% |       0.04% |       0.04% |       0.04% |       0.04%
    mpki                             |        1.28 |        0.02 |        0.02 |        0.02 |        0.06 |        0.06 |        0.06 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2402433840 |    71122204 |    70926302 |    70791795 |    71032669 |    70713054 |    70825271 |    71017999
    num cache misses                 |    21241314 |      717504 |      714035 |      713749 |      725185 |      720785 |      721892 |      724404
    miss rate                        |       0.88% |       1.01% |       1.01% |       1.01% |       1.02% |       1.02% |       1.02% |       1.02%
    mpki                             |        5.24 |        6.38 |        6.36 |        6.37 |        6.45 |        6.44 |        6.44 |        6.45
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    27659731 |      720552 |      717271 |      716903 |      732142 |      727641 |      728799 |      731306
    num cache misses                 |    13191001 |      515513 |      513785 |      513333 |      618214 |      613388 |      614545 |      616948
    miss rate                        |      47.69% |      71.54% |      71.63% |      71.60% |      84.44% |      84.30% |      84.32% |      84.36%
    mpki                             |        3.26 |        4.58 |        4.58 |        4.58 |        5.50 |        5.48 |        5.48 |        5.49
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    14411366 |      516205 |      514637 |      514183 |      618943 |      613955 |      615248 |      617669
    num cache misses                 |     4240318 |      111858 |      112424 |      112130 |      111827 |      110740 |      111023 |      110947
    miss rate                        |      29.42% |      21.67% |      21.85% |      21.81% |      18.07% |      18.04% |      18.05% |      17.96%
    mpki                             |        1.05 |        0.99 |        1.00 |        1.00 |        1.00 |        0.99 |        0.99 |        0.99
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |     7497450 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       61.28 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |        0.03 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |     3541900 |       96614 |       96892 |       96654 |       98448 |       97549 |       98125 |       98047
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
