                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4     | Core 5     | Core 6     | Core 7     | Core 8      | Core 9      | Core 10     | Core 11     | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    10168132 |    10210025 |    84062892 |    84315364 |  871208024 |  855785502 |  846544173 |    9284623 |   680390933 |   249096276 |   272199602 |   266309096 |          0 |          0 |          0 |          0
  Cycles                             |  1191517200 |  1191517200 |  1191517200 |  1191517200 |  903909600 |  903909600 |  903909600 |  903909600 |  1191517200 |  1191517200 |  1191517200 |  1191517200 |  903909600 |  903909600 |  903909600 |  903909600
  IPC                                |        0.01 |        0.01 |        0.07 |        0.07 |       0.96 |       0.95 |       0.94 |       0.01 |        0.57 |        0.21 |        0.23 |        0.22 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   410868000 |   410868000 |   410868000 |   410868000 |  410868000 |  410868000 |  410868000 |  410868000 |   410868000 |   410868000 |   410868000 |   410868000 |  410868000 |  410868000 |  410868000 |  410868000
  Idle time (ns)                     |   407544110 |   405840379 |   361280230 |   361142703 |  166733990 |  171665807 |  170389419 |  407625771 |     9214354 |   374091533 |   370756630 |   371687885 |  410868000 |  410868000 |  410868000 |  410868000
  Idle time (%)                      |       99.2% |       98.8% |       87.9% |       87.9% |      40.6% |      41.8% |      41.5% |      99.2% |        2.2% |       91.0% |       90.2% |       90.5% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  num correct                        |     1378845 |      389124 |     4224767 |     4237723 |  103792654 |  102039006 |  100826876 |     947029 |    34208360 |      387723 |      403285 |      396662 |          0 |          0 |          0 |          0
  num incorrect                      |       10540 |         724 |         625 |         630 |    4554753 |    4451354 |    4557518 |      16335 |        4360 |        6542 |        6702 |        6579 |          0 |          0 |          0 |          0
  misprediction rate                 |       0.76% |       0.19% |       0.01% |       0.01% |      4.20% |      4.18% |      4.32% |      1.70% |       0.01% |       1.66% |       1.63% |       1.63% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |        1.04 |        0.07 |        0.01 |        0.01 |       5.23 |       5.20 |       5.38 |       1.76 |        0.01 |        0.03 |        0.02 |        0.02 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  I-TLB                              |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |     1589734 |      962230 |     6347426 |     6367592 |   98914515 |   97038005 |   96154901 |    1237907 |    51409917 |    14033184 |    15306203 |    14978228 |          0 |          0 |          0 |          0
    num misses                       |         111 |          35 |          32 |          32 |         47 |         48 |         41 |         41 |          35 |          39 |          39 |          38 |          0 |          0 |          0 |          0
    miss rate                        |       0.01% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.01 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |     5039302 |     8621128 |    56681743 |    56849204 |  431327789 |  424025353 |  416669756 |    5113078 |   458734106 |    58324049 |    63612899 |    62247717 |          0 |          0 |          0 |          0
    num misses                       |       22612 |       10560 |         600 |         601 |      49988 |      57703 |      47134 |       9192 |        4538 |        5708 |        5896 |        5767 |          0 |          0 |          0 |          0
    miss rate                        |       0.45% |       0.12% |       0.00% |       0.00% |      0.01% |      0.01% |      0.01% |      0.18% |       0.00% |       0.01% |       0.01% |       0.01% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        2.22 |        1.03 |        0.01 |        0.01 |       0.06 |       0.07 |       0.06 |       0.99 |        0.01 |        0.02 |        0.02 |        0.02 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |       22723 |       10595 |         632 |         633 |      50035 |      57751 |      47175 |       9233 |        4573 |        5747 |        5935 |        5805 |          0 |          0 |          0 |          0
    num misses                       |        7074 |       10523 |         621 |         623 |       4217 |       4529 |       4068 |       4113 |        4471 |        4356 |        4526 |        4467 |          0 |          0 |          0 |          0
    miss rate                        |      31.13% |      99.32% |      98.26% |      98.42% |      8.43% |      7.84% |      8.62% |     44.55% |      97.77% |      75.80% |      76.26% |      76.95% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.70 |        1.03 |        0.01 |        0.01 |       0.00 |       0.01 |       0.00 |       0.44 |        0.01 |        0.02 |        0.02 |        0.02 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  Cache L1-I                         |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num cache accesses               |     1589734 |      962230 |     6347426 |     6367592 |   98914515 |   97038005 |   96154901 |    1237907 |    51409917 |    14033184 |    15306203 |    14978228 |          0 |          0 |          0 |          0
    num cache misses                 |        1920 |         523 |         403 |         395 |      59835 |      58451 |      59039 |       1008 |        1633 |        1904 |        2103 |        2055 |          0 |          0 |          0 |          0
