                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  218731317 |  177102628 |  189609508 |  176146948 |  224975513 |  226998206 |  228215308 |  227598729 |  205628538 |  203699976 |  206542922 |  205725548
  Cycles                             |  208627160 |  158268880 |  158268880 |  158268880 |  208627160 |  208627160 |  208627160 |  208627160 |  158268880 |  158268880 |  158268880 |  158268880
  IPC                                |       1.05 |       1.12 |       1.20 |       1.11 |       1.08 |       1.09 |       1.09 |       1.09 |       1.30 |       1.29 |       1.31 |       1.30
  Time (ns)                          |   71940400 |   71940400 |   71940400 |   71940400 |   71940400 |   71940400 |   71940400 |   71940400 |   71940400 |   71940400 |   71940400 |   71940400
  Idle time (ns)                     |    2281985 |     428160 |     877949 |     426210 |    3825839 |    3596183 |    4660075 |    3658571 |    5045703 |    5259163 |    5898334 |    5006181
  Idle time (%)                      |       3.2% |       0.6% |       1.2% |       0.6% |       5.3% |       5.0% |       6.5% |       5.1% |       7.0% |       7.3% |       8.2% |       7.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   23905396 |   12223319 |   15799132 |   11952999 |   26625616 |   27583083 |   27938788 |   27762347 |   24495871 |   24048825 |   24883939 |   24650326
  num incorrect                      |      33633 |      19323 |      19062 |      19300 |      18109 |      17938 |      17711 |      17739 |      17095 |      16818 |      16127 |      16199
  misprediction rate                 |      0.14% |      0.16% |      0.12% |      0.16% |      0.07% |      0.06% |      0.06% |      0.06% |      0.07% |      0.07% |      0.06% |      0.07%
  mpki                               |       0.15 |       0.11 |       0.10 |       0.11 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17787406 |   17623792 |   17622675 |   17622138 |   17305797 |   17115590 |   17114245 |   17114817 |   15731975 |   15681272 |   15674765 |   15674880
    num misses                       |        290 |         35 |         35 |         35 |         35 |         35 |         28 |         35 |         30 |         28 |         28 |         31
