                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11491117 |    3298451 |    3137775 |    3310397 |    2721814 |    3193872 |    3079266 |    3315016
  Cycles                             |   31908000 |   31908000 |   31908000 |   31908000 |    7977000 |    7977000 |    7977000 |    7977000
  IPC                                |       0.36 |       0.10 |       0.10 |       0.10 |       0.34 |       0.40 |       0.39 |       0.42
  Time (ns)                          |    7977000 |    7977000 |    7977000 |    7977000 |    7977000 |    7977000 |    7977000 |    7977000
  Idle time (ns)                     |       2249 |    6224390 |    6224704 |    6225367 |    6196351 |    6196797 |    6196294 |    6196565
  Idle time (%)                      |       0.0% |      78.0% |      78.0% |      78.0% |      77.7% |      77.7% |      77.7% |      77.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1371323 |    1032940 |     966973 |    1037917 |     800315 |     997151 |     946707 |    1046853
  num incorrect                      |      79959 |       6293 |       8377 |       6184 |      13574 |       6795 |       8459 |       5031
  misprediction rate                 |      5.51% |      0.61% |      0.86% |      0.59% |      1.67% |      0.68% |      0.89% |      0.48%
  mpki                               |       6.96 |       1.91 |       2.67 |       1.87 |       4.99 |       2.13 |       2.75 |       1.52
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1262922 |      49759 |      59834 |      49099 |      88734 |      50765 |      62197 |      43664
    num misses                       |        175 |         25 |         25 |         25 |         23 |         24 |         25 |         25
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.05% |      0.03% |      0.05% |      0.04% |      0.06%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2503743 |     642629 |     626722 |     643819 |     580619 |     626067 |     616044 |     638346
    num misses                       |       1427 |        138 |        142 |        134 |        117 |        118 |        117 |        111
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.12 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1602 |        163 |        167 |        159 |        140 |        142 |        142 |        136
    num misses                       |        608 |        128 |        128 |        129 |        117 |        118 |        122 |        123
    miss rate                        |     37.95% |     78.53% |     76.65% |     81.13% |     83.57% |     83.10% |     85.92% |     90.44%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1262922 |      49759 |      59834 |      49099 |      88734 |      50765 |      62197 |      43664
    num cache misses                 |       2936 |        184 |        185 |        185 |        181 |        181 |        184 |        183
    miss rate                        |      0.23% |      0.37% |      0.31% |      0.38% |      0.20% |      0.36% |      0.30% |      0.42%
    mpki                             |       0.26 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2503743 |     642629 |     626722 |     643819 |     580619 |     626067 |     616044 |     638346
    num cache misses                 |      37334 |      13136 |      13311 |      13081 |      13408 |      13048 |      13136 |      12908
    miss rate                        |      1.49% |      2.04% |      2.12% |      2.03% |      2.31% |      2.08% |      2.13% |      2.02%
    mpki                             |       3.25 |       3.98 |       4.24 |       3.95 |       4.93 |       4.09 |       4.27 |       3.89
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42295 |      13322 |      13501 |      13268 |      13590 |      13229 |      13321 |      13091
    num cache misses                 |      28885 |      12120 |      12263 |      12084 |      12346 |      12086 |      12132 |      12009
    miss rate                        |     68.29% |     90.98% |     90.83% |     91.08% |     90.85% |     91.36% |     91.07% |     91.73%
    mpki                             |       2.51 |       3.67 |       3.91 |       3.65 |       4.54 |       3.78 |       3.94 |       3.62
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      31321 |      12129 |      12269 |      12086 |      12348 |      12086 |      12133 |      12010
    num cache misses                 |      17282 |        608 |        627 |        556 |        698 |        535 |        562 |        525
    miss rate                        |     55.18% |      5.01% |      5.11% |      4.60% |      5.65% |      4.43% |      4.63% |      4.37%
    mpki                             |       1.50 |       0.18 |       0.20 |       0.17 |       0.26 |       0.17 |       0.18 |       0.16
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      21278 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.43 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.18 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10478 |        301 |        284 |        258 |        327 |        238 |        247 |        243
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
