                                     | Core 0     | Core 1    
  Instructions                       |   55715118 |   15914464
  Cycles                             |   39207800 |   39207800
  IPC                                |       1.42 |       0.41
  Time (ns)                          |   39207800 |   39207800
  Idle time (ns)                     |       3260 |   26273874
  Idle time (%)                      |       0.0% |      67.0%
Branch predictor stats               |            |           
  num correct                        |    6227802 |    3705805
  num incorrect                      |     461729 |     116472
  misprediction rate                 |      6.90% |      3.05%
  mpki                               |       8.29 |       7.32
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    7188254 |     722794
    num misses                       |        172 |         26
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   13743439 |    4419268
    num misses                       |      50188 |      48250
    miss rate                        |      0.37% |      1.09%
    mpki                             |       0.90 |       3.03
  L2 TLB                             |            |           
    num accesses                     |      50360 |      48276
    num misses                       |       4346 |       3755
    miss rate                        |      8.63% |      7.78%
    mpki                             |       0.08 |       0.24
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    7188254 |     722794
    num cache misses                 |       4321 |        386
    miss rate                        |      0.06% |      0.05%
    mpki                             |       0.08 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |   13743439 |    4419268
    num cache misses                 |     235857 |     183645
    miss rate                        |      1.72% |      4.16%
    mpki                             |       4.23 |      11.54
  Cache L2                           |            |           
    num cache accesses               |     242280 |     184035
    num cache misses                 |     196600 |     151886
    miss rate                        |     81.15% |     82.53%
    mpki                             |       3.53 |       9.54
  Cache L3                           |            |           
    num cache accesses               |     198754 |     151890
    num cache misses                 |      42351 |      14934
    miss rate                        |     21.31% |      9.83%
    mpki                             |       0.76 |       0.94
DRAM summary                         |            |           
  num dram accesses                  |      57295 |          0
  average dram access latency (ns)   |      61.30 |        inf
  average dram queueing delay        |       0.05 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      22943 |      12771
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
