                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4697702 |    5352596 |    5085348 |    5091342 |    6081097 |    6148450 |    6150965 |    6297286 |    6120784 |    6246274 |    6192286 |    6103160
  Cycles                             |    3876900 |    3876900 |    3876900 |    3876900 |    5169200 |    5169200 |    5169200 |    5169200 |    3876900 |    3876900 |    3876900 |    3876900
  IPC                                |       1.21 |       1.38 |       1.31 |       1.31 |       1.18 |       1.19 |       1.19 |       1.22 |       1.58 |       1.61 |       1.60 |       1.57
  Time (ns)                          |    1292300 |    1292300 |    1292300 |    1292300 |    1292300 |    1292300 |    1292300 |    1292300 |    1292300 |    1292300 |    1292300 |    1292300
  Idle time (ns)                     |        409 |     308864 |     309356 |     309523 |     309678 |     309810 |     309950 |     310087 |     310234 |     310349 |     310546 |     310615
  Idle time (%)                      |       0.0% |      23.9% |      23.9% |      24.0% |      24.0% |      24.0% |      24.0% |      24.0% |      24.0% |      24.0% |      24.0% |      24.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     419536 |     845663 |     758264 |     762790 |    1158500 |    1215425 |    1218329 |    1266380 |    1453222 |    1504688 |    1493589 |    1462542
  num incorrect                      |       8425 |       2227 |       2187 |       2092 |       2034 |       1756 |       1747 |       1767 |       1648 |       1471 |       1378 |       1413
  misprediction rate                 |      1.97% |      0.26% |      0.29% |      0.27% |      0.18% |      0.14% |      0.14% |      0.14% |      0.11% |      0.10% |      0.09% |      0.10%
  mpki                               |       1.79 |       0.42 |       0.43 |       0.41 |       0.33 |       0.29 |       0.28 |       0.28 |       0.27 |       0.24 |       0.22 |       0.23
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     512271 |     373219 |     372851 |     371920 |     349292 |     336829 |     335419 |     335720 |     239393 |     235941 |     231047 |     231684
    num misses                       |        254 |         34 |         34 |         34 |         34 |         34 |         34 |         27 |         34 |         34 |         27 |         35
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2372212 |    2127890 |    2082352 |    2079257 |    2156965 |    2123523 |    2121389 |    2148044 |    1794976 |    1804040 |    1786020 |    1773886
    num misses                       |       1881 |        366 |        467 |        442 |        486 |        392 |        400 |        335 |        189 |        256 |        209 |        143
    miss rate                        |      0.08% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.40 |       0.07 |       0.09 |       0.09 |       0.08 |       0.06 |       0.07 |       0.05 |       0.03 |       0.04 |       0.03 |       0.02
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2135 |        400 |        501 |        476 |        520 |        426 |        434 |        362 |        223 |        290 |        236 |        178
    num misses                       |        574 |        166 |        172 |        176 |        182 |        168 |        164 |        151 |        147 |        147 |        133 |        133
    miss rate                        |     26.89% |     41.50% |     34.33% |     36.97% |     35.00% |     39.44% |     37.79% |     41.71% |     65.92% |     50.69% |     56.36% |     74.72%
    mpki                             |       0.12 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     512271 |     373219 |     372851 |     371920 |     349292 |     336829 |     335419 |     335720 |     239393 |     235941 |     231047 |     231684
    num cache misses                 |       7414 |        614 |        569 |        561 |        469 |        469 |        465 |        398 |        476 |        471 |        398 |        478
    miss rate                        |      1.45% |      0.16% |      0.15% |      0.15% |      0.13% |      0.14% |      0.14% |      0.12% |      0.20% |      0.20% |      0.17% |      0.21%
    mpki                             |       1.58 |       0.11 |       0.11 |       0.11 |       0.08 |       0.08 |       0.08 |       0.06 |       0.08 |       0.08 |       0.06 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2372212 |    2127890 |    2082352 |    2079257 |    2156965 |    2123523 |    2121389 |    2148044 |    1794976 |    1804040 |    1786020 |    1773886
    num cache misses                 |      84988 |      59599 |      59671 |      59716 |      56128 |      54278 |      54098 |      54174 |      39808 |      39243 |      37306 |      37191
    miss rate                        |      3.58% |      2.80% |      2.87% |      2.87% |      2.60% |      2.56% |      2.55% |      2.52% |      2.22% |      2.18% |      2.09% |      2.10%
    mpki                             |      18.09 |      11.13 |      11.73 |      11.73 |       9.23 |       8.83 |       8.80 |       8.60 |       6.50 |       6.28 |       6.02 |       6.09
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      97870 |      62435 |      61255 |      62098 |      59337 |      57331 |      57010 |      59037 |      42974 |      43115 |      40419 |      38872
    num cache misses                 |      26254 |      13772 |      16304 |      16896 |      15522 |      15499 |      14253 |      12939 |      13217 |      11257 |      11565 |      12130
    miss rate                        |     26.83% |     22.06% |     26.62% |     27.21% |     26.16% |     27.03% |     25.00% |     21.92% |     30.76% |     26.11% |     28.61% |     31.20%
    mpki                             |       5.59 |       2.57 |       3.21 |       3.32 |       2.55 |       2.52 |       2.32 |       2.05 |       2.16 |       1.80 |       1.87 |       1.99
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39021 |      20242 |      21865 |      23643 |      23097 |      22829 |      21154 |      21298 |      19160 |      17877 |      17411 |      16985
    num cache misses                 |      14602 |       2570 |       2457 |       2438 |       2468 |       2435 |       2569 |       6709 |       7984 |       4285 |       3718 |       5601
    miss rate                        |     37.42% |     12.70% |     11.24% |     10.31% |     10.69% |     10.67% |     12.14% |     31.50% |     41.67% |     23.97% |     21.35% |     32.98%
    mpki                             |       3.11 |       0.48 |       0.48 |       0.48 |       0.41 |       0.40 |       0.42 |       1.07 |       1.30 |       0.69 |       0.60 |       0.92
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      14212 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      14184 |          0 |          0 |          0
  average dram access latency (ns)   |     448.41 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |     449.50 |        inf |        inf |        inf
  average dram queueing delay        |     387.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |     388.25 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       6808 |        177 |        198 |        201 |        152 |        155 |        131 |         44 |         73 |         73 |         72 |         50
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1035 |        511 |        467 |        494 |        580 |        542 |        769 |       4611 |       5699 |       2482 |       2281 |       3923
