                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  167945657 |  169390417 |  171937931 |  172145374
  Cycles                             |   61439200 |   61439200 |   61439200 |   61439200
  IPC                                |       2.73 |       2.76 |       2.80 |       2.80
  Time (ns)                          |   15359800 |   15359800 |   15359800 |   15359800
  Idle time (ns)                     |        293 |     250911 |     251710 |     252302
  Idle time (%)                      |       0.0% |       1.6% |       1.6% |       1.6%
Branch predictor stats               |            |            |            |           
  num correct                        |    1001214 |    1718169 |   20671308 |   20740754
  num incorrect                      |      14971 |       7049 |       5287 |       5108
  misprediction rate                 |      1.47% |      0.41% |      0.03% |      0.02%
  mpki                               |       0.09 |       0.04 |       0.03 |       0.03
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   15905446 |   15734467 |   10542634 |   10542637
    num misses                       |        328 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   77312819 |   77180649 |   61431631 |   61465995
    num misses                       |      11459 |      21964 |      12396 |      10389
    miss rate                        |      0.01% |      0.03% |      0.02% |      0.02%
    mpki                             |       0.07 |       0.13 |       0.07 |       0.06
  L2 TLB                             |            |            |            |           
    num accesses                     |      11787 |      22002 |      12434 |      10427
    num misses                       |        546 |        155 |        134 |        139
    miss rate                        |      4.63% |      0.70% |      1.08% |      1.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   15905446 |   15734467 |   10542634 |   10542637
    num cache misses                 |      76366 |      56815 |      56357 |      56297
    miss rate                        |      0.48% |      0.36% |      0.53% |      0.53%
    mpki                             |       0.45 |       0.34 |       0.33 |       0.33
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   77312819 |   77180649 |   61431631 |   61465995
    num cache misses                 |    1109958 |    1099094 |     755030 |     747667
    miss rate                        |      1.44% |      1.42% |      1.23% |      1.22%
    mpki                             |       6.61 |       6.49 |       4.39 |       4.34
  Cache L2                           |            |            |            |           
    num cache accesses               |    1204044 |    1174833 |     825527 |     819016
    num cache misses                 |      77818 |      62931 |      45352 |      48177
    miss rate                        |      6.46% |      5.36% |      5.49% |      5.88%
    mpki                             |       0.46 |       0.37 |       0.26 |       0.28
  Cache L3                           |            |            |            |           
    num cache accesses               |     111736 |     109047 |      91941 |      83337
    num cache misses                 |      12894 |       1580 |       1730 |       1815
    miss rate                        |     11.54% |      1.45% |      1.88% |      2.18%
    mpki                             |       0.08 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      17753 |          0 |          0 |          0
  average dram access latency (ns)   |     125.93 |        inf |        inf |        inf
  average dram queueing delay        |      64.67 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       6835 |         39 |         43 |         47
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
