                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   26201686 |   26893037 |   27089165 |   27357925 |   27676269 |   30677154 |   29350180 |   29163837 |   29258538 |   29708937 |   37449711 |   37912429
  Cycles                             |   58192400 |   58192400 |   58192400 |   58192400 |   14548100 |   14548100 |   58192400 |   58192400 |   58192400 |   58192400 |   14548100 |   14548100
  IPC                                |       0.45 |       0.46 |       0.47 |       0.47 |       1.90 |       2.11 |       0.50 |       0.50 |       0.50 |       0.51 |       2.57 |       2.61
  Time (ns)                          |   14548100 |   14548100 |   14548100 |   14548100 |   14548100 |   14548100 |   14548100 |   14548100 |   14548100 |   14548100 |   14548100 |   14548100
  Idle time (ns)                     |        448 |     498902 |     502451 |     505758 |     508889 |     512100 |     515221 |     518362 |     521515 |     524672 |     527804 |     530925
  Idle time (%)                      |       0.0% |       3.4% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1084981 |    1864551 |    1930412 |    2019765 |    2126069 |    3126327 |    3073739 |    3011613 |    3043289 |    3193246 |   12122761 |   12276984
  num incorrect                      |      17786 |       9030 |       8814 |       9090 |       8481 |       8904 |       7854 |       7777 |       7807 |       7796 |       2406 |       2413
  misprediction rate                 |      1.61% |      0.48% |      0.45% |      0.45% |      0.40% |      0.28% |      0.25% |      0.26% |      0.26% |      0.24% |      0.02% |      0.02%
  mpki                               |       0.68 |       0.34 |       0.33 |       0.33 |       0.31 |       0.29 |       0.27 |       0.27 |       0.27 |       0.26 |       0.06 |       0.06
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2434285 |    2109431 |    2109240 |    2109240 |    2109240 |    2109240 |    2002650 |    2002650 |    2002650 |    2002650 |     143999 |     144000
    num misses                       |        245 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         31 |         31
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11482561 |   10597402 |   10629616 |   10674337 |   10728067 |   11227543 |   10633050 |   10602142 |   10617693 |   10693071 |    6576119 |    6653254
    num misses                       |       9931 |       2338 |       2223 |       2425 |       2822 |       3439 |       2626 |       3641 |       2021 |       3447 |         61 |        459
    miss rate                        |      0.09% |      0.02% |      0.02% |      0.02% |      0.03% |      0.03% |      0.02% |      0.03% |      0.02% |      0.03% |      0.00% |      0.01%
    mpki                             |       0.38 |       0.09 |       0.08 |       0.09 |       0.10 |       0.11 |       0.09 |       0.12 |       0.07 |       0.12 |       0.00 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      10176 |       2371 |       2256 |       2458 |       2855 |       3472 |       2659 |       3674 |       2054 |       3480 |         92 |        490
    num misses                       |        729 |        147 |        134 |        137 |        135 |        136 |        134 |        130 |        131 |        130 |         79 |         85
    miss rate                        |      7.16% |      6.20% |      5.94% |      5.57% |      4.73% |      3.92% |      5.04% |      3.54% |      6.38% |      3.74% |     85.87% |     17.35%
    mpki                             |       0.03 |       0.01 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2434285 |    2109431 |    2109240 |    2109240 |    2109240 |    2109240 |    2002650 |    2002650 |    2002650 |    2002650 |     143999 |     144000
    num cache misses                 |      69171 |      48534 |      48521 |      48511 |      49121 |      48829 |      40453 |      40480 |      40438 |      40483 |        239 |        241
