                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11068182 |    3144768 |    3179376 |    2933027 |    3227170 |    3077974 |    2639920 |    3111131 |    3231247 |    3151494 |    3364199 |    3354397
  Cycles                             |   11244400 |   11244400 |   11244400 |   11244400 |    8433300 |    8433300 |    8433300 |    8433300 |   11244400 |   11244400 |   11244400 |   11244400
  IPC                                |       0.98 |       0.28 |       0.28 |       0.26 |       0.38 |       0.36 |       0.31 |       0.37 |       0.29 |       0.28 |       0.30 |       0.30
  Time (ns)                          |    2811100 |    2811100 |    2811100 |    2811100 |    2811100 |    2811100 |    2811100 |    2811100 |    2811100 |    2811100 |    2811100 |    2811100
  Idle time (ns)                     |       1502 |    2289723 |    2290126 |    2290236 |    2280256 |    2280646 |    2280629 |    2280576 |    2290427 |    2290562 |    2291145 |    2291235
  Idle time (%)                      |       0.1% |      81.5% |      81.5% |      81.5% |      81.1% |      81.1% |      81.1% |      81.1% |      81.5% |      81.5% |      81.5% |      81.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1353210 |     996309 |    1011849 |     909250 |    1038108 |     976219 |     789095 |     989026 |    1023014 |     989416 |    1077775 |    1072307
  num incorrect                      |      75620 |       4660 |       4148 |       7567 |       2599 |       4618 |      10489 |       4177 |       5269 |       6534 |       3510 |       3922
  misprediction rate                 |      5.29% |      0.47% |      0.41% |      0.83% |      0.25% |      0.47% |      1.31% |      0.42% |      0.51% |      0.66% |      0.32% |      0.36%
  mpki                               |       6.83 |       1.48 |       1.30 |       2.58 |       0.81 |       1.50 |       3.97 |       1.34 |       1.63 |       2.07 |       1.04 |       1.17
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1269127 |      32404 |      28403 |      42475 |      20423 |      29973 |      63700 |      29847 |      32913 |      37680 |      26283 |      27104
    num misses                       |        175 |         31 |         31 |         29 |         31 |         31 |         46 |         31 |         31 |         31 |         29 |         29
    miss rate                        |      0.01% |      0.10% |      0.11% |      0.07% |      0.15% |      0.10% |      0.07% |      0.10% |      0.09% |      0.08% |      0.11% |      0.11%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2682073 |     593867 |     597464 |     573197 |     597145 |     581547 |     543321 |     585196 |     611040 |     602643 |     624427 |     624655
    num misses                       |       2020 |        145 |        156 |        170 |        135 |        136 |        167 |        138 |        141 |        142 |        149 |        137
    miss rate                        |      0.08% |      0.02% |      0.03% |      0.03% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.18 |       0.05 |       0.05 |       0.06 |       0.04 |       0.04 |       0.06 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2195 |        176 |        187 |        199 |        166 |        167 |        213 |        169 |        172 |        173 |        178 |        166
    num misses                       |        608 |        138 |        140 |        145 |        137 |        137 |        160 |        136 |        138 |        136 |        145 |        139
    miss rate                        |     27.70% |     78.41% |     74.87% |     72.86% |     82.53% |     82.04% |     75.12% |     80.47% |     80.23% |     78.61% |     81.46% |     83.73%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.06 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1269127 |      32404 |      28403 |      42475 |      20423 |      29973 |      63700 |      29847 |      32913 |      37680 |      26283 |      27104
    num cache misses                 |       2695 |        185 |        184 |        178 |        183 |        184 |        365 |        183 |        183 |        183 |        177 |        177
    miss rate                        |      0.21% |      0.57% |      0.65% |      0.42% |      0.90% |      0.61% |      0.57% |      0.61% |      0.56% |      0.49% |      0.67% |      0.65%
    mpki                             |       0.24 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.14 |       0.06 |       0.06 |       0.06 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2682073 |     593867 |     597464 |     573197 |     597145 |     581547 |     543321 |     585196 |     611040 |     602643 |     624427 |     624655
    num cache misses                 |      34041 |       9034 |       8984 |       9338 |       8890 |       9016 |       9910 |       8927 |       9002 |       9102 |       8868 |       8870
    miss rate                        |      1.27% |      1.52% |      1.50% |      1.63% |      1.49% |      1.55% |      1.82% |      1.53% |      1.47% |      1.51% |      1.42% |      1.42%
    mpki                             |       3.08 |       2.87 |       2.83 |       3.18 |       2.75 |       2.93 |       3.75 |       2.87 |       2.79 |       2.89 |       2.64 |       2.64
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      38975 |       9270 |       9197 |       9575 |       9097 |       9240 |      10330 |       9141 |       9506 |       9630 |       9324 |       9342
    num cache misses                 |      25617 |       8756 |       8713 |       8926 |       8685 |       8740 |       9332 |       8702 |       8718 |       8786 |       8618 |       8632
    miss rate                        |     65.73% |     94.46% |     94.74% |     93.22% |     95.47% |     94.59% |     90.34% |     95.20% |     91.71% |     91.24% |     92.43% |     92.40%
    mpki                             |       2.31 |       2.78 |       2.74 |       3.04 |       2.69 |       2.84 |       3.53 |       2.80 |       2.70 |       2.79 |       2.56 |       2.57
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      28380 |       8805 |       8742 |       8984 |       8709 |       8781 |       9427 |       8733 |       9039 |       9130 |       8898 |       8927
    num cache misses                 |      19808 |       3181 |       3226 |       3319 |       3219 |       3170 |       3560 |       3218 |       6106 |       6106 |       6082 |       6151
    miss rate                        |     69.80% |     36.13% |     36.90% |     36.94% |     36.96% |     36.10% |     37.76% |     36.85% |     67.55% |     66.88% |     68.35% |     68.90%
    mpki                             |       1.79 |       1.01 |       1.01 |       1.13 |       1.00 |       1.03 |       1.35 |       1.03 |       1.89 |       1.94 |       1.81 |       1.83
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10994 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      10936 |          0 |          0 |          0
  average dram access latency (ns)   |      61.47 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.44 |        inf |        inf |        inf
  average dram queueing delay        |       0.22 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.19 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10390 |        116 |        143 |        122 |        108 |        109 |        196 |        139 |         65 |         57 |         58 |         53
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1310 |       1220 |       1182 |       1253 |       1260 |       1224 |       1241 |       1183 |       1617 |       1592 |       1573 |       1546
