                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   27621038 |   28392790 |   28592782 |   28631644 |   25757036 |   26078839 |   30062908 |   32912426 |   31436700 |   32007408 |   41580702 |   41752862
  Cycles                             |   60864400 |   60864400 |   60864400 |   60864400 |   15216100 |   15216100 |   15216100 |   15216100 |   60864400 |   60864400 |   60864400 |   60864400
  IPC                                |       0.45 |       0.47 |       0.47 |       0.47 |       1.69 |       1.71 |       1.98 |       2.16 |       0.52 |       0.53 |       0.68 |       0.69
  Time (ns)                          |   15216100 |   15216100 |   15216100 |   15216100 |   15216100 |   15216100 |   15216100 |   15216100 |   15216100 |   15216100 |   15216100 |   15216100
  Idle time (ns)                     |        403 |     500787 |     504331 |     507629 |     510758 |     513889 |     517028 |     520151 |     523290 |     526413 |     529547 |     532675
  Idle time (%)                      |       0.0% |       3.3% |       3.3% |       3.3% |       3.4% |       3.4% |       3.4% |       3.4% |       3.4% |       3.5% |       3.5% |       3.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1557481 |    2364550 |    2431592 |    2444422 |    1485483 |    1593371 |    3311360 |    4261224 |    3769419 |    3959400 |   13499782 |   13557165
  num incorrect                      |      18997 |       9026 |       8920 |       9038 |       8679 |       8802 |       7852 |       7813 |       7724 |       7750 |       2409 |       2409
  misprediction rate                 |      1.21% |      0.38% |      0.37% |      0.37% |      0.58% |      0.55% |      0.24% |      0.18% |      0.20% |      0.20% |      0.02% |      0.02%
  mpki                               |       0.69 |       0.32 |       0.31 |       0.32 |       0.34 |       0.34 |       0.26 |       0.24 |       0.25 |       0.24 |       0.06 |       0.06
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2434282 |    2109431 |    2109240 |    2109240 |    2109240 |    2109240 |    2002650 |    2002650 |    2002650 |    2002650 |     143999 |     144000
    num misses                       |        206 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         31 |         31
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11718129 |   10847232 |   10880083 |   10886570 |   10409279 |   10461654 |   10751707 |   11226651 |   10980731 |   11076229 |    7264631 |    7293329
    num misses                       |      12594 |       2590 |       2323 |       2728 |       2627 |       3131 |       2733 |       2936 |       2530 |       3176 |         48 |         54
    miss rate                        |      0.11% |      0.02% |      0.02% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03% |      0.00% |      0.00%
    mpki                             |       0.46 |       0.09 |       0.08 |       0.10 |       0.10 |       0.12 |       0.09 |       0.09 |       0.08 |       0.10 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12800 |       2623 |       2356 |       2761 |       2660 |       3164 |       2766 |       2969 |       2563 |       3209 |         79 |         85
    num misses                       |        828 |        148 |        135 |        138 |        136 |        137 |        134 |        130 |        131 |        129 |         79 |         85
    miss rate                        |      6.47% |      5.64% |      5.73% |      5.00% |      5.11% |      4.33% |      4.84% |      4.38% |      5.11% |      4.02% |    100.00% |    100.00%
    mpki                             |       0.03 |       0.01 |       0.00 |       0.00 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2434282 |    2109431 |    2109240 |    2109240 |    2109240 |    2109240 |    2002650 |    2002650 |    2002650 |    2002650 |     143999 |     144000
    num cache misses                 |      70126 |      48769 |      48698 |      48708 |      49203 |      49107 |      40633 |      40656 |      40676 |      41020 |        240 |        242
    miss rate                        |      2.88% |      2.31% |      2.31% |      2.31% |      2.33% |      2.33% |      2.03% |      2.03% |      2.03% |      2.05% |      0.17% |      0.17%
    mpki                             |       2.54 |       1.72 |       1.70 |       1.70 |       1.91 |       1.88 |       1.35 |       1.24 |       1.29 |       1.28 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11718129 |   10847232 |   10880083 |   10886570 |   10409279 |   10461654 |   10751707 |   11226651 |   10980731 |   11076229 |    7264631 |    7293329
    num cache misses                 |     594463 |     485406 |     477471 |     482469 |     485351 |     476829 |     433369 |     440059 |     429314 |     431633 |      56753 |      56453
    miss rate                        |      5.07% |      4.47% |      4.39% |      4.43% |      4.66% |      4.56% |      4.03% |      3.92% |      3.91% |      3.90% |      0.78% |      0.77%
    mpki                             |      21.52 |      17.10 |      16.70 |      16.85 |      18.84 |      18.28 |      14.42 |      13.37 |      13.66 |      13.49 |       1.36 |       1.35
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     693060 |     557980 |     552094 |     556192 |     559481 |     550600 |     498610 |     515076 |     497773 |     503306 |      57869 |      57579
    num cache misses                 |     119212 |     115878 |     115224 |     118721 |     118233 |     121398 |      90836 |      89888 |     102940 |      90213 |      24561 |      16780
    miss rate                        |     17.20% |     20.77% |     20.87% |     21.35% |     21.13% |     22.05% |     18.22% |     17.45% |     20.68% |     17.92% |     42.44% |     29.14%
    mpki                             |       4.32 |       4.08 |       4.03 |       4.15 |       4.59 |       4.66 |       3.02 |       2.73 |       3.27 |       2.82 |       0.59 |       0.40
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     181470 |     157707 |     159260 |     160434 |     159502 |     162053 |     131940 |     140947 |     144889 |     138874 |      42829 |      30764
    num cache misses                 |      29328 |       9780 |       7613 |       7993 |       7931 |      13108 |       8459 |      51053 |      51814 |      36236 |       9454 |      15436
    miss rate                        |     16.16% |      6.20% |      4.78% |      4.98% |      4.97% |      8.09% |      6.41% |     36.22% |     35.76% |     26.09% |     22.07% |     50.18%
    mpki                             |       1.06 |       0.34 |       0.27 |       0.28 |       0.31 |       0.50 |       0.28 |       1.55 |       1.65 |       1.13 |       0.23 |       0.37
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10744 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      10709 |          0 |          0 |          0
  average dram access latency (ns)   |      62.20 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      62.05 |        inf |        inf |        inf
  average dram queueing delay        |       0.95 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.80 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       6825 |         66 |         53 |         51 |         55 |         54 |         51 |         54 |          4 |         49 |         57 |         16
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       8304 |       8251 |       6423 |       6880 |       6884 |      12097 |       7523 |      49802 |      39857 |      33845 |       7845 |       8110
