                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   60035763 |   60937657 |   60890152 |   60735343 |   57554728 |   57652387 |   59730681 |   61025028 |   62674056 |   62814372 |   68007546 |   68354253 |   65298620 |   65289367 |   65284038 |   65276391
  Cycles                             |   93925600 |   93925600 |   93925600 |   93925600 |   23481400 |   23481400 |   23481400 |   23481400 |   93925600 |   93925600 |   93925600 |   93925600 |   23481400 |   23481400 |   23481400 |   23481400
  IPC                                |       0.64 |       0.65 |       0.65 |       0.65 |       2.45 |       2.46 |       2.54 |       2.60 |       0.67 |       0.67 |       0.72 |       0.73 |       2.78 |       2.78 |       2.78 |       2.78
  Time (ns)                          |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400 |   23481400
  Idle time (ns)                     |        310 |     498545 |     501138 |     503456 |     505655 |     507841 |     510027 |     512210 |     514388 |     516583 |     518770 |     521042 |     523267 |     525469 |     527668 |     529935
  Idle time (%)                      |       0.0% |       2.1% |       2.1% |       2.1% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.2% |       2.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1333951 |    1964167 |    1948766 |    1897161 |     836532 |     869316 |    1798714 |    2230208 |    2780167 |    2826937 |   22438972 |   22554538 |   21750432 |   21747347 |   21745572 |   21743019
  num incorrect                      |      12119 |       3688 |       3674 |       3674 |       3568 |       3650 |       3051 |       3172 |       3107 |       3109 |       1005 |       1008 |        996 |        997 |        996 |        998
  misprediction rate                 |      0.90% |      0.19% |      0.19% |      0.19% |      0.42% |      0.42% |      0.17% |      0.14% |      0.11% |      0.11% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.20 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5481643 |    5275681 |    5275343 |    5275343 |    5275343 |    5275343 |    5211173 |    5211173 |    5211173 |    5211173 |      81842 |      81842 |      11453 |      11453 |      11453 |      11454
    num misses                       |        205 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31 |         31 |         31 |         31 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04% |      0.27% |      0.27% |      0.27% |      0.27%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   26991917 |   26566499 |   26557864 |   26532066 |   26002800 |   26018555 |   26138225 |   26353654 |   26628189 |   26651575 |   11563009 |   11620793 |   10903059 |   10901517 |   10900629 |   10899355
    num misses                       |       7450 |       1689 |       3197 |       1313 |       6776 |       1070 |       4054 |       3688 |       1311 |       1401 |         48 |         52 |         31 |         31 |         31 |         31
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.00% |      0.03% |      0.00% |      0.02% |      0.01% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       0.03 |       0.05 |       0.02 |       0.12 |       0.02 |       0.07 |       0.06 |       0.02 |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       7655 |       1727 |       3235 |       1351 |       6814 |       1108 |       4092 |       3726 |       1349 |       1439 |         79 |         83 |         62 |         62 |         62 |         62
    num misses                       |        721 |        146 |        133 |        133 |        134 |        134 |        131 |        130 |        132 |        128 |         78 |         83 |         62 |         62 |         62 |         62
    miss rate                        |      9.42% |      8.45% |      4.11% |      9.84% |      1.97% |     12.09% |      3.20% |      3.49% |      9.79% |      8.90% |     98.73% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5481643 |    5275681 |    5275343 |    5275343 |    5275343 |    5275343 |    5211173 |    5211173 |    5211173 |    5211173 |      81842 |      81842 |      11453 |      11453 |      11453 |      11454
    num cache misses                 |      76124 |      56845 |      56844 |      56845 |      56964 |      57037 |      54966 |      54708 |      54646 |      54646 |        222 |        222 |        146 |        146 |        146 |        147
    miss rate                        |      1.39% |      1.08% |      1.08% |      1.08% |      1.08% |      1.08% |      1.05% |      1.05% |      1.05% |      1.05% |      0.27% |      0.27% |      1.27% |      1.27% |      1.27% |      1.28%
    mpki                             |       1.27 |       0.93 |       0.93 |       0.94 |       0.99 |       0.99 |       0.92 |       0.90 |       0.87 |       0.87 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   26991917 |   26566499 |   26557864 |   26532066 |   26002800 |   26018555 |   26138225 |   26353654 |   26628189 |   26651575 |   11563009 |   11620793 |   10903059 |   10901517 |   10900629 |   10899355
    num cache misses                 |     441400 |     379072 |     373205 |     378111 |     385688 |     375502 |     345391 |     360627 |     347572 |     346744 |      30484 |      30764 |       3404 |       3428 |       3445 |       3513
    miss rate                        |      1.64% |      1.43% |      1.41% |      1.43% |      1.48% |      1.44% |      1.32% |      1.37% |      1.31% |      1.30% |      0.26% |      0.26% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       7.35 |       6.22 |       6.13 |       6.23 |       6.70 |       6.51 |       5.78 |       5.91 |       5.55 |       5.52 |       0.45 |       0.45 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     530128 |     446872 |     442359 |     446409 |     454429 |     444026 |     411898 |     432490 |     415286 |     415788 |      30968 |      31259 |       3808 |       3833 |       3882 |       3974
    num cache misses                 |      76852 |      66642 |      65789 |      67089 |      67883 |      69050 |      51683 |      51603 |      58947 |      51695 |      12367 |       7699 |       3550 |       3575 |       3592 |       3660
    miss rate                        |     14.50% |     14.91% |     14.87% |     15.03% |     14.94% |     15.55% |     12.55% |     11.93% |     14.19% |     12.43% |     39.93% |     24.63% |     93.22% |     93.27% |     92.53% |     92.10%
    mpki                             |       1.28 |       1.09 |       1.08 |       1.10 |       1.18 |       1.20 |       0.87 |       0.85 |       0.94 |       0.82 |       0.18 |       0.11 |       0.05 |       0.05 |       0.06 |       0.06
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     105444 |      87342 |      87823 |      87412 |      88223 |      88798 |      72093 |      77629 |      79788 |      75816 |      21923 |      14935 |       3808 |       3833 |       3882 |       3974
    num cache misses                 |      23073 |       5118 |       4554 |       4431 |       4458 |       7791 |       4529 |      29574 |      29127 |      20396 |       2838 |       6368 |       2300 |       2279 |       2217 |       2200
    miss rate                        |     21.88% |      5.86% |      5.19% |      5.07% |      5.05% |      8.77% |      6.28% |     38.10% |     36.51% |     26.90% |     12.95% |     42.64% |     60.40% |     59.46% |     57.11% |     55.36%
    mpki                             |       0.38 |       0.08 |       0.07 |       0.07 |       0.08 |       0.14 |       0.08 |       0.48 |       0.46 |       0.32 |       0.04 |       0.09 |       0.04 |       0.03 |       0.03 |       0.03
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10651 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      10598 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      62.38 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      62.27 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       1.13 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       6695 |         61 |         51 |         53 |         50 |         51 |         53 |         51 |          4 |         51 |         54 |         14 |         10 |         12 |          5 |          5
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4622 |       4307 |       3779 |       3664 |       3810 |       7176 |       3847 |      28778 |      22547 |      18750 |       2164 |       2244 |       2071 |       2107 |       2043 |       2038
