feature,importance
num_threads,0.2865384615384615
avg_ipc,0.08846153846153845
ipc_cv,0.11923076923076922
pe_ratio,0.08269230769230766
local_ratio,0.04807692307692307
remote_ratio,0.04807692307692307
l2_intensity,0.09423076923076923
l3_intensity,0.07692307692307691
mem_intensity,0.0942307692307692
read_ratio,0.12884615384615386
cpi_l3_ratio,0.11538461538461538
cpi_dram_local_ratio,0.12115384615384613
cpi_dram_remote_ratio,0.04423076923076924
cpi_branch_ratio,0.10961538461538463
cpi_sync_ratio,0.14615384615384616
uop_load_ratio,0.1
uop_store_ratio,0.11346153846153846
uop_fp_ratio,0.06538461538461539
dtlb_miss_rate,0.09038461538461538
branch_mispredict_rate,0.09423076923076922
avg_dram_latency,0.0923076923076923
dram_queue_ratio,0.10576923076923075
l1d_hit_ratio,0.10576923076923077
futex_wake_per_minst,0.08076923076923075
mem_bw_mbps,0.10576923076923077
operational_intensity,0.08269230769230766
itlb_miss_rate,0.09615384615384613
stlb_miss_rate,0.0923076923076923
load_l1_ratio,0.09038461538461538
