                                     | Core 0     | Core 1    
  Instructions                       |   17345198 |   17694916
  Cycles                             |   10150400 |   10150400
  IPC                                |       1.71 |       1.74
  Time (ns)                          |    2537600 |    2537600
  Idle time (ns)                     |        343 |     235078
  Idle time (%)                      |       0.0% |       9.3%
Branch predictor stats               |            |           
  num correct                        |     989779 |    1310983
  num incorrect                      |       9711 |       4549
  misprediction rate                 |      0.97% |      0.35%
  mpki                               |       0.56 |       0.26
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1963660 |    1827383
    num misses                       |        196 |         29
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    9224654 |    8970609
    num misses                       |       3981 |       2733
    miss rate                        |      0.04% |      0.03%
    mpki                             |       0.23 |       0.15
  L2 TLB                             |            |           
    num accesses                     |       4177 |       2762
    num misses                       |        839 |        325
    miss rate                        |     20.09% |     11.77%
    mpki                             |       0.05 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1963660 |    1827383
    num cache misses                 |       9167 |       2034
    miss rate                        |      0.47% |      0.11%
    mpki                             |       0.53 |       0.11
  Cache L1-D                         |            |           
    num cache accesses               |    9224654 |    8970609
    num cache misses                 |     312316 |     292309
    miss rate                        |      3.39% |      3.26%
    mpki                             |      18.01 |      16.52
  Cache L2                           |            |           
    num cache accesses               |     327921 |     296672
    num cache misses                 |      57508 |      38158
    miss rate                        |     17.54% |     12.86%
    mpki                             |       3.32 |       2.16
  Cache L3                           |            |           
    num cache accesses               |      66599 |      43891
    num cache misses                 |      27566 |      19737
    miss rate                        |     41.39% |     44.97%
    mpki                             |       1.59 |       1.12
DRAM summary                         |            |           
  num dram accesses                  |      13692 |      13666
  average dram access latency (ns)   |     114.51 |     114.16
  average dram queueing delay        |      53.26 |      52.91
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6996 |        101
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |       6727 |       9586
