                                     | Core 0     | Core 1    
  Instructions                       |   17346136 |   17921197
  Cycles                             |   10248000 |   10248000
  IPC                                |       1.69 |       1.75
  Time (ns)                          |    2562000 |    2562000
  Idle time (ns)                     |        262 |     232528
  Idle time (%)                      |       0.0% |       9.1%
Branch predictor stats               |            |           
  num correct                        |     990092 |    1386932
  num incorrect                      |       9721 |       4013
  misprediction rate                 |      0.97% |      0.29%
  mpki                               |       0.56 |       0.22
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1963667 |    1827378
    num misses                       |        194 |         29
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    9224789 |    9008353
    num misses                       |       4072 |       2713
    miss rate                        |      0.04% |      0.03%
    mpki                             |       0.23 |       0.15
  L2 TLB                             |            |           
    num accesses                     |       4266 |       2742
    num misses                       |        855 |        332
    miss rate                        |     20.04% |     12.11%
    mpki                             |       0.05 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1963667 |    1827378
    num cache misses                 |       9281 |       2036
    miss rate                        |      0.47% |      0.11%
    mpki                             |       0.54 |       0.11
  Cache L1-D                         |            |           
    num cache accesses               |    9224789 |    9008353
    num cache misses                 |     311959 |     292135
    miss rate                        |      3.38% |      3.24%
    mpki                             |      17.98 |      16.30
  Cache L2                           |            |           
    num cache accesses               |     326178 |     295697
    num cache misses                 |      56119 |      37282
    miss rate                        |     17.21% |     12.61%
    mpki                             |       3.24 |       2.08
  Cache L3                           |            |           
    num cache accesses               |      63972 |      41955
    num cache misses                 |      18779 |       8595
    miss rate                        |     29.36% |     20.49%
    mpki                             |       1.08 |       0.48
DRAM summary                         |            |           
  num dram accesses                  |      27353 |          0
  average dram access latency (ns)   |     644.65 |        inf
  average dram queueing delay        |     583.40 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       7138 |        287
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
