                                     | Core 0      | Core 1     
  Instructions                       |   938722680 |   948806054
  Cycles                             |  1185645600 |  1185645600
  IPC                                |        0.79 |        0.80
  Time (ns)                          |   296411400 |   296411400
  Idle time (ns)                     |     1042008 |     1513522
  Idle time (%)                      |        0.4% |        0.5%
Branch predictor stats               |             |            
  num correct                        |    48601879 |    52717616
  num incorrect                      |       24510 |       17744
  misprediction rate                 |       0.05% |       0.03%
  mpki                               |        0.03 |        0.02
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   102091211 |   101721050
    num misses                       |         213 |          29
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   519053027 |   519808145
    num misses                       |      290189 |      294359
    miss rate                        |       0.06% |       0.06%
    mpki                             |        0.31 |        0.31
  L2 TLB                             |             |            
    num accesses                     |      290402 |      294388
    num misses                       |      203095 |      201692
    miss rate                        |      69.94% |      68.51%
    mpki                             |        0.22 |        0.21
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   102091211 |   101721050
    num cache misses                 |       72229 |       58071
    miss rate                        |       0.07% |       0.06%
    mpki                             |        0.08 |        0.06
  Cache L1-D                         |             |            
    num cache accesses               |   519053027 |   519808145
    num cache misses                 |    21069036 |    21166226
    miss rate                        |       4.06% |       4.07%
    mpki                             |       22.44 |       22.31
  Cache L2                           |             |            
    num cache accesses               |    22817907 |    22888401
    num cache misses                 |    15486307 |    15456751
    miss rate                        |      67.87% |      67.53%
    mpki                             |       16.50 |       16.29
  Cache L3                           |             |            
    num cache accesses               |    17164289 |    17121376
    num cache misses                 |    10322465 |    10336001
    miss rate                        |      60.14% |      60.37%
    mpki                             |       11.00 |       10.89
DRAM summary                         |             |            
  num dram accesses                  |    30054836 |           0
  average dram access latency (ns)   |     4016.73 |         inf
  average dram queueing delay        |     3955.48 |        0.00
  average dram bandwidth utilization |      12.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     7425183 |     7453831
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
