                                     | Core 0     | Core 1    
  Instructions                       |   28523643 |    9744463
  Cycles                             |   21109200 |   21109200
  IPC                                |       1.35 |       0.46
  Time (ns)                          |    7036400 |    7036400
  Idle time (ns)                     |      70428 |    4364058
  Idle time (%)                      |       1.0% |      62.0%
Branch predictor stats               |            |           
  num correct                        |    3670559 |    2333361
  num incorrect                      |     210873 |      74025
  misprediction rate                 |      5.43% |      3.07%
  mpki                               |       7.39 |       7.60
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3412958 |     404818
    num misses                       |        173 |         26
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    7003364 |    2573458
    num misses                       |      17690 |      16232
    miss rate                        |      0.25% |      0.63%
    mpki                             |       0.62 |       1.67
  L2 TLB                             |            |           
    num accesses                     |      17863 |      16258
    num misses                       |        907 |        414
    miss rate                        |      5.08% |      2.55%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3412958 |     404818
    num cache misses                 |       3943 |        315
    miss rate                        |      0.12% |      0.08%
    mpki                             |       0.14 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    7003364 |    2573458
    num cache misses                 |     116261 |      83746
    miss rate                        |      1.66% |      3.25%
    mpki                             |       4.08 |       8.59
  Cache L2                           |            |           
    num cache accesses               |     122187 |      84067
    num cache misses                 |      96373 |      69676
    miss rate                        |     78.87% |     82.88%
    mpki                             |       3.38 |       7.15
  Cache L3                           |            |           
    num cache accesses               |      98411 |      69745
    num cache misses                 |      27976 |       7657
    miss rate                        |     28.43% |     10.98%
    mpki                             |       0.98 |       0.79
DRAM summary                         |            |           
  num dram accesses                  |      35609 |          0
  average dram access latency (ns)   |      61.47 |        inf
  average dram queueing delay        |       0.22 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      15960 |       6408
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
