                                     | Core 0     | Core 1    
  Instructions                       |   14811023 |    5818863
  Cycles                             |   11806000 |   11806000
  IPC                                |       1.25 |       0.49
  Time (ns)                          |    2951500 |    2951500
  Idle time (ns)                     |       1464 |    1833302
  Idle time (%)                      |       0.0% |      62.1%
Branch predictor stats               |            |           
  num correct                        |    1987782 |    1574636
  num incorrect                      |     113061 |      46219
  misprediction rate                 |      5.38% |      2.85%
  mpki                               |       7.63 |       7.94
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1492828 |     157187
    num misses                       |        174 |         27
    miss rate                        |      0.01% |      0.02%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    3465493 |    1494323
    num misses                       |       2878 |       1380
    miss rate                        |      0.08% |      0.09%
    mpki                             |       0.19 |       0.24
  L2 TLB                             |            |           
    num accesses                     |       3052 |       1407
    num misses                       |        698 |        223
    miss rate                        |     22.87% |     15.85%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1492828 |     157187
    num cache misses                 |       2805 |        207
    miss rate                        |      0.19% |      0.13%
    mpki                             |       0.19 |       0.04
  Cache L1-D                         |            |           
    num cache accesses               |    3465493 |    1494323
    num cache misses                 |      64784 |      38045
    miss rate                        |      1.87% |      2.55%
    mpki                             |       4.37 |       6.54
  Cache L2                           |            |           
    num cache accesses               |      69757 |      38253
    num cache misses                 |      44689 |      29539
    miss rate                        |     64.06% |     77.22%
    mpki                             |       3.02 |       5.08
  Cache L3                           |            |           
    num cache accesses               |      47981 |      29604
    num cache misses                 |      21200 |       3705
    miss rate                        |     44.18% |     12.52%
    mpki                             |       1.43 |       0.64
DRAM summary                         |            |           
  num dram accesses                  |      24889 |          0
  average dram access latency (ns)   |      61.94 |        inf
  average dram queueing delay        |       0.69 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11867 |       1591
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
