                                     | Core 0     | Core 1    
  Instructions                       |   14685137 |    6020382
  Cycles                             |   11612800 |   11612800
  IPC                                |       1.26 |       0.52
  Time (ns)                          |    2903200 |    2903200
  Idle time (ns)                     |       1325 |    1807179
  Idle time (%)                      |       0.0% |      62.2%
Branch predictor stats               |            |           
  num correct                        |    1987402 |    1556202
  num incorrect                      |     104654 |      36691
  misprediction rate                 |      5.00% |      2.30%
  mpki                               |       7.13 |       6.09
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1711555 |     201812
    num misses                       |        171 |         26
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    3699778 |    1475965
    num misses                       |       3159 |       1704
    miss rate                        |      0.09% |      0.12%
    mpki                             |       0.22 |       0.28
  L2 TLB                             |            |           
    num accesses                     |       3330 |       1730
    num misses                       |        678 |        235
    miss rate                        |     20.36% |     13.58%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1711555 |     201812
    num cache misses                 |       2882 |        179
    miss rate                        |      0.17% |      0.09%
    mpki                             |       0.20 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    3699778 |    1475965
    num cache misses                 |      64930 |      38112
    miss rate                        |      1.75% |      2.58%
    mpki                             |       4.42 |       6.33
  Cache L2                           |            |           
    num cache accesses               |      69984 |      38292
    num cache misses                 |      44841 |      29711
    miss rate                        |     64.07% |     77.59%
    mpki                             |       3.05 |       4.94
  Cache L3                           |            |           
    num cache accesses               |      48134 |      29776
    num cache misses                 |      21116 |       3827
    miss rate                        |     43.87% |     12.85%
    mpki                             |       1.44 |       0.64
DRAM summary                         |            |           
  num dram accesses                  |      24912 |          0
  average dram access latency (ns)   |      61.92 |        inf
  average dram queueing delay        |       0.67 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11807 |       1690
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
