                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   24175491 |    6395364 |    6579259 |    6594621 |    6244615 |    6510936 |    6516660 |    6330111 |    6727482 |    6634149 |    5933384 |    6766877
  Cycles                             |   22364400 |   22364400 |   22364400 |   22364400 |   16773300 |   16773300 |   16773300 |   16773300 |   22364400 |   22364400 |   22364400 |   22364400
  IPC                                |       1.08 |       0.29 |       0.29 |       0.29 |       0.37 |       0.39 |       0.39 |       0.38 |       0.30 |       0.30 |       0.27 |       0.30
  Time (ns)                          |    5591100 |    5591100 |    5591100 |    5591100 |    5591100 |    5591100 |    5591100 |    5591100 |    5591100 |    5591100 |    5591100 |    5591100
  Idle time (ns)                     |       2587 |    4514961 |    4534694 |    4529824 |    4495855 |    4505451 |    4503408 |    4496087 |    4515884 |    4516315 |    4517370 |    4516343
  Idle time (%)                      |       0.0% |      80.8% |      81.1% |      81.0% |      80.4% |      80.6% |      80.5% |      80.4% |      80.8% |      80.8% |      80.8% |      80.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2818063 |    1982598 |    2085323 |    2086926 |    1929615 |    2063720 |    2064418 |    1970848 |    2096590 |    2051657 |    1734050 |    2112301
  num incorrect                      |     168178 |      11685 |       6857 |       7242 |      11822 |       6748 |       6785 |      10655 |      11455 |      12804 |      22817 |      11175
  misprediction rate                 |      5.63% |      0.59% |      0.33% |      0.35% |      0.61% |      0.33% |      0.33% |      0.54% |      0.54% |      0.62% |      1.30% |      0.53%
  mpki                               |       6.96 |       1.83 |       1.04 |       1.10 |       1.89 |       1.04 |       1.04 |       1.68 |       1.70 |       1.93 |       3.85 |       1.65
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3150827 |      63834 |      45898 |      46963 |      67790 |      43022 |      45691 |      61733 |      63264 |      70406 |     108578 |      61314
    num misses                       |        174 |         26 |         24 |         24 |         24 |         24 |         24 |         24 |         25 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.04% |      0.05% |      0.05% |      0.04% |      0.06% |      0.05% |      0.04% |      0.04% |      0.03% |      0.02% |      0.04%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5588205 |    1221746 |    1229295 |    1233547 |    1198735 |    1216637 |    1218474 |    1205252 |    1276318 |    1266711 |    1196254 |    1280658
    num misses                       |       4040 |       2672 |       2655 |       2761 |       2680 |       2654 |       2728 |       2764 |       2656 |       2627 |       2637 |       2616
    miss rate                        |      0.07% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.23% |      0.21% |      0.21% |      0.22% |      0.20%
    mpki                             |       0.17 |       0.42 |       0.40 |       0.42 |       0.43 |       0.41 |       0.42 |       0.44 |       0.39 |       0.40 |       0.44 |       0.39
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4214 |       2698 |       2679 |       2785 |       2704 |       2678 |       2752 |       2788 |       2681 |       2651 |       2661 |       2640
    num misses                       |        833 |        280 |        283 |        283 |        263 |        259 |        260 |        262 |        264 |        259 |        266 |        270
    miss rate                        |     19.77% |     10.38% |     10.56% |     10.16% |      9.73% |      9.67% |      9.45% |      9.40% |      9.85% |      9.77% |     10.00% |     10.23%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3150827 |      63834 |      45898 |      46963 |      67790 |      43022 |      45691 |      61733 |      63264 |      70406 |     108578 |      61314
    num cache misses                 |       3087 |        164 |        155 |        156 |        158 |        155 |        156 |        155 |        161 |        154 |        155 |        154
    miss rate                        |      0.10% |      0.26% |      0.34% |      0.33% |      0.23% |      0.36% |      0.34% |      0.25% |      0.25% |      0.22% |      0.14% |      0.25%
    mpki                             |       0.13 |       0.03 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5588205 |    1221746 |    1229295 |    1233547 |    1198735 |    1216637 |    1218474 |    1205252 |    1276318 |    1266711 |    1196254 |    1280658
    num cache misses                 |      55846 |      19950 |      19527 |      19563 |      20021 |      19395 |      19521 |      19703 |      19815 |      19821 |      21330 |      19631
    miss rate                        |      1.00% |      1.63% |      1.59% |      1.59% |      1.67% |      1.59% |      1.60% |      1.63% |      1.55% |      1.56% |      1.78% |      1.53%
    mpki                             |       2.31 |       3.12 |       2.97 |       2.97 |       3.21 |       2.98 |       3.00 |       3.11 |       2.95 |       2.99 |       3.59 |       2.90
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      61205 |      20326 |      19820 |      19862 |      20384 |      19685 |      19826 |      20032 |      20850 |      20896 |      22675 |      20658
