                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   59235423 |   59610430 |   59571643 |   59580702 |   46413908 |   46416525 |   46401960 |   46392638 |   59982535 |   59498543 |   59975447 |   59965740 |   46730766 |   46737370 |   46699693 |   46741969
  Cycles                             |   25584960 |   25584960 |   25584960 |   25584960 |   19409280 |   19409280 |   19409280 |   19409280 |   25584960 |   25584960 |   25584960 |   25584960 |   19409280 |   19409280 |   19409280 |   19409280
  IPC                                |       2.32 |       2.33 |       2.33 |       2.33 |       2.39 |       2.39 |       2.39 |       2.39 |       2.34 |       2.33 |       2.34 |       2.34 |       2.41 |       2.41 |       2.41 |       2.41
  Time (ns)                          |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400 |    8822400
  Idle time (ns)                     |        416 |     423175 |     425412 |     426144 |     426881 |     427602 |     428334 |     429060 |     429799 |     430513 |     431254 |     431971 |     432707 |     433417 |     434163 |     434877
  Idle time (%)                      |       0.0% |       4.8% |       4.8% |       4.8% |       4.8% |       4.8% |       4.9% |       4.9% |       4.9% |       4.9% |       4.9% |       4.9% |       4.9% |       4.9% |       4.9% |       4.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    6008867 |    6278323 |    6267259 |    6269843 |    2508097 |    2508835 |    2504689 |    2502001 |    6384645 |    6246358 |    6382483 |    6379837 |    2598629 |    2600513 |    2589765 |    2601822
  num incorrect                      |      78596 |      61494 |      61482 |      61486 |      61378 |      61373 |      61361 |      61384 |      61491 |      61494 |      61498 |      61498 |      61375 |      61374 |      61354 |      61384
  misprediction rate                 |      1.29% |      0.97% |      0.97% |      0.97% |      2.39% |      2.39% |      2.39% |      2.39% |      0.95% |      0.97% |      0.95% |      0.95% |      2.31% |      2.31% |      2.31% |      2.30%
  mpki                               |       1.33 |       1.03 |       1.03 |       1.03 |       1.32 |       1.32 |       1.32 |       1.32 |       1.03 |       1.03 |       1.03 |       1.03 |       1.31 |       1.31 |       1.31 |       1.31
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4173848 |    4033026 |    4033018 |    4033018 |    4032941 |    4032948 |    4032946 |    4032955 |    4033022 |    4033025 |    4033123 |    4033023 |    4032942 |    4032946 |    4032945 |    4032944
    num misses                       |        350 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   16413112 |   16120873 |   16115308 |   16116602 |   14235345 |   14235757 |   14233665 |   14232353 |   16174019 |   16104883 |   16173331 |   16171625 |   14280616 |   14281571 |   14276193 |   14282217
    num misses                       |      17727 |      14255 |      14360 |      13841 |      14258 |      13887 |      14190 |      13992 |      14257 |      14086 |      13908 |      13962 |      14189 |      14310 |      14508 |      13930
    miss rate                        |      0.11% |      0.09% |      0.09% |      0.09% |      0.10% |      0.10% |      0.10% |      0.10% |      0.09% |      0.09% |      0.09% |      0.09% |      0.10% |      0.10% |      0.10% |      0.10%
    mpki                             |       0.30 |       0.24 |       0.24 |       0.23 |       0.31 |       0.30 |       0.31 |       0.30 |       0.24 |       0.24 |       0.23 |       0.23 |       0.30 |       0.31 |       0.31 |       0.30
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      18077 |      14283 |      14388 |      13869 |      14286 |      13915 |      14218 |      14020 |      14285 |      14114 |      13936 |      13990 |      14217 |      14338 |      14536 |      13958
    num misses                       |       3769 |       2511 |       2443 |       2554 |       2535 |       2501 |       2489 |       2553 |       2609 |       2604 |       2444 |       2584 |       2540 |       2597 |       2563 |       2555
    miss rate                        |     20.85% |     17.58% |     16.98% |     18.42% |     17.74% |     17.97% |     17.51% |     18.21% |     18.26% |     18.45% |     17.54% |     18.47% |     17.87% |     18.11% |     17.63% |     18.30%
    mpki                             |       0.06 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.06 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.06 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4173848 |    4033026 |    4033018 |    4033018 |    4032941 |    4032948 |    4032946 |    4032955 |    4033022 |    4033025 |    4033123 |    4033023 |    4032942 |    4032946 |    4032945 |    4032944
    num cache misses                 |       8501 |        316 |        319 |        349 |       1479 |       1316 |       1484 |       1318 |        344 |        327 |        259 |        331 |       1458 |       1302 |       1474 |       1302
    miss rate                        |      0.20% |      0.01% |      0.01% |      0.01% |      0.04% |      0.03% |      0.04% |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.04% |      0.03% |      0.04% |      0.03%
    mpki                             |       0.14 |       0.01 |       0.01 |       0.01 |       0.03 |       0.03 |       0.03 |       0.03 |       0.01 |       0.01 |       0.00 |       0.01 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   16413112 |   16120873 |   16115308 |   16116602 |   14235345 |   14235757 |   14233665 |   14232353 |   16174019 |   16104883 |   16173331 |   16171625 |   14280616 |   14281571 |   14276193 |   14282217
    num cache misses                 |    1410432 |    1397179 |    1395453 |    1396962 |    1641585 |    1641571 |    1641555 |    1641474 |    1395315 |    1397045 |    1395366 |    1396645 |    1641623 |    1641579 |    1641627 |    1641643
    miss rate                        |      8.59% |      8.67% |      8.66% |      8.67% |     11.53% |     11.53% |     11.53% |     11.53% |      8.63% |      8.67% |      8.63% |      8.64% |     11.50% |     11.49% |     11.50% |     11.49%
    mpki                             |      23.81 |      23.44 |      23.42 |      23.45 |      35.37 |      35.37 |      35.38 |      35.38 |      23.26 |      23.48 |      23.27 |      23.29 |      35.13 |      35.12 |      35.15 |      35.12
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1422443 |    1399599 |    1397877 |    1399413 |    1645164 |    1644995 |    1645138 |    1644894 |    1397804 |    1399510 |    1397765 |    1399120 |    1645219 |    1645021 |    1645246 |    1645086
    num cache misses                 |      75273 |      62126 |      62029 |      61742 |     141134 |     141290 |     140551 |     141721 |      61902 |      62658 |      62930 |      62683 |     142555 |     142975 |     143030 |     143334
    miss rate                        |      5.29% |      4.44% |      4.44% |      4.41% |      8.58% |      8.59% |      8.54% |      8.62% |      4.43% |      4.48% |      4.50% |      4.48% |      8.66% |      8.69% |      8.69% |      8.71%
    mpki                             |       1.27 |       1.04 |       1.04 |       1.04 |       3.04 |       3.04 |       3.03 |       3.05 |       1.03 |       1.05 |       1.05 |       1.05 |       3.05 |       3.06 |       3.06 |       3.07
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     126444 |     111348 |     111389 |     111290 |     169694 |     169754 |     169037 |     170353 |     111398 |     111217 |     111209 |     111076 |     170730 |     171178 |     171359 |     172030
    num cache misses                 |      55390 |      45056 |      44988 |      45016 |      44895 |      44878 |      44893 |      45357 |      45509 |      45398 |      45408 |      45431 |      45143 |      45182 |      45127 |      45556
    miss rate                        |     43.81% |     40.46% |     40.39% |     40.45% |     26.46% |     26.44% |     26.56% |     26.63% |     40.85% |     40.82% |     40.83% |     40.90% |     26.44% |     26.39% |     26.33% |     26.48%
