                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10956354 |    3083761 |    3049189 |    3124986 |    2789100 |    3136053 |    3081565 |    2995606 |    2614769 |    3049233 |    3089601 |    3068160 |    2881535 |    3046457 |    3094452 |    3064188
  Cycles                             |   10949600 |   10949600 |   10949600 |   10949600 |    8212200 |    8212200 |    8212200 |    8212200 |   10949600 |   10949600 |   10949600 |   10949600 |    8212200 |    8212200 |    8212200 |    8212200
  IPC                                |       1.00 |       0.28 |       0.28 |       0.29 |       0.34 |       0.38 |       0.38 |       0.36 |       0.24 |       0.28 |       0.28 |       0.28 |       0.35 |       0.37 |       0.38 |       0.37
  Time (ns)                          |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400 |    2737400
  Idle time (ns)                     |       1414 |    2268125 |    2268258 |    2268608 |    2258315 |    2258729 |    2258680 |    2258898 |    2268675 |    2269280 |    2269364 |    2269450 |    2259454 |    2259440 |    2259276 |    2259430
  Idle time (%)                      |       0.1% |      82.9% |      82.9% |      82.9% |      82.5% |      82.5% |      82.5% |      82.5% |      82.9% |      82.9% |      82.9% |      82.9% |      82.5% |      82.5% |      82.5% |      82.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1322643 |     991924 |     977487 |    1009092 |     873072 |    1018947 |     996368 |     960184 |     798005 |     977986 |     993751 |     986198 |     910602 |     981401 |    1001478 |     988982
  num incorrect                      |      73666 |       3324 |       3818 |       2782 |       6709 |       1774 |       2478 |       3816 |       9916 |       3927 |       3333 |       3626 |       5499 |       3145 |       2468 |       2883
  misprediction rate                 |      5.28% |      0.33% |      0.39% |      0.27% |      0.76% |      0.17% |      0.25% |      0.40% |      1.23% |      0.40% |      0.33% |      0.37% |      0.60% |      0.32% |      0.25% |      0.29%
  mpki                               |       6.72 |       1.08 |       1.25 |       0.89 |       2.41 |       0.57 |       0.80 |       1.27 |       3.79 |       1.29 |       1.08 |       1.18 |       1.91 |       1.03 |       0.80 |       0.94
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
