                                     | Core 0     | Core 1    
  Instructions                       |  178205885 |  157285074
  Cycles                             |   89049200 |   89049200
  IPC                                |       2.00 |       1.77
  Time (ns)                          |   22262300 |   22262300
  Idle time (ns)                     |       8646 |     237448
  Idle time (%)                      |       0.0% |       1.1%
Branch predictor stats               |            |           
  num correct                        |   32466205 |   25697395
  num incorrect                      |     114887 |     105314
  misprediction rate                 |      0.35% |      0.41%
  mpki                               |       0.64 |       0.67
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    5512172 |    5423381
    num misses                       |        238 |         27
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   63514834 |   59694451
    num misses                       |      60829 |      59902
    miss rate                        |      0.10% |      0.10%
    mpki                             |       0.34 |       0.38
  L2 TLB                             |            |           
    num accesses                     |      61067 |      59929
    num misses                       |       1343 |        594
    miss rate                        |      2.20% |      0.99%
    mpki                             |       0.01 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    5512172 |    5423381
    num cache misses                 |      22250 |      10180
    miss rate                        |      0.40% |      0.19%
    mpki                             |       0.12 |       0.06
  Cache L1-D                         |            |           
    num cache accesses               |   63514834 |   59694451
    num cache misses                 |    4582185 |    4537253
    miss rate                        |      7.21% |      7.60%
    mpki                             |      25.71 |      28.85
  Cache L2                           |            |           
    num cache accesses               |    4644253 |    4585452
    num cache misses                 |     684182 |    1001092
    miss rate                        |     14.73% |     21.83%
    mpki                             |       3.84 |       6.36
  Cache L3                           |            |           
    num cache accesses               |     725286 |    1040739
    num cache misses                 |      71935 |      61925
    miss rate                        |      9.92% |      5.95%
    mpki                             |       0.40 |       0.39
DRAM summary                         |            |           
  num dram accesses                  |      22666 |      22637
  average dram access latency (ns)   |      62.20 |      62.14
  average dram queueing delay        |       0.95 |       0.89
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11777 |       5412
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |      41531 |      41923
