                                     | Core 0     | Core 1    
  Instructions                       |  175917672 |  157291572
  Cycles                             |   88566000 |   88566000
  IPC                                |       1.99 |       1.78
  Time (ns)                          |   22141500 |   22141500
  Idle time (ns)                     |       8507 |     234702
  Idle time (%)                      |       0.0% |       1.1%
Branch predictor stats               |            |           
  num correct                        |   31703470 |   25699411
  num incorrect                      |     114993 |     105300
  misprediction rate                 |      0.36% |      0.41%
  mpki                               |       0.65 |       0.67
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    5512213 |    5423392
    num misses                       |        239 |         27
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   63133231 |   59695811
    num misses                       |      60837 |      59917
    miss rate                        |      0.10% |      0.10%
    mpki                             |       0.35 |       0.38
  L2 TLB                             |            |           
    num accesses                     |      61076 |      59944
    num misses                       |       1188 |        583
    miss rate                        |      1.95% |      0.97%
    mpki                             |       0.01 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    5512213 |    5423392
    num cache misses                 |      23206 |       8049
    miss rate                        |      0.42% |      0.15%
    mpki                             |       0.13 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |   63133231 |   59695811
    num cache misses                 |    4570038 |    4527806
    miss rate                        |      7.24% |      7.58%
    mpki                             |      25.98 |      28.79
  Cache L2                           |            |           
    num cache accesses               |    4632188 |    4571536
    num cache misses                 |     685220 |     983464
    miss rate                        |     14.79% |     21.51%
    mpki                             |       3.90 |       6.25
  Cache L3                           |            |           
    num cache accesses               |     725852 |    1020417
    num cache misses                 |      27821 |      17502
    miss rate                        |      3.83% |      1.72%
    mpki                             |       0.16 |       0.11
DRAM summary                         |            |           
  num dram accesses                  |      45304 |          0
  average dram access latency (ns)   |     904.00 |        inf
  average dram queueing delay        |     842.75 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11792 |       5436
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
