                                     | Core 0      | Core 1     
  Instructions                       |  1031210361 |  1029414634
  Cycles                             |   613088710 |   613088710
  IPC                                |        1.68 |        1.68
  Time (ns)                          |   211409900 |   211409900
  Idle time (ns)                     |     1600767 |      243151
  Idle time (%)                      |        0.8% |        0.1%
Branch predictor stats               |             |            
  num correct                        |   174014367 |   172651595
  num incorrect                      |      645682 |      653369
  misprediction rate                 |       0.37% |       0.38%
  mpki                               |        0.63 |        0.63
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |    39296071 |    40084960
    num misses                       |         212 |          27
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   386522880 |   386898421
    num misses                       |      403807 |      411775
    miss rate                        |       0.10% |       0.11%
    mpki                             |        0.39 |        0.40
  L2 TLB                             |             |            
    num accesses                     |      404019 |      411802
    num misses                       |      354120 |      353654
    miss rate                        |      87.65% |      85.88%
    mpki                             |        0.34 |        0.34
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |    39296071 |    40084960
    num cache misses                 |       28184 |       12462
    miss rate                        |       0.07% |       0.03%
    mpki                             |        0.03 |        0.01
  Cache L1-D                         |             |            
    num cache accesses               |   386522880 |   386898421
    num cache misses                 |    57514021 |    57727370
    miss rate                        |      14.88% |      14.92%
    mpki                             |       55.77 |       56.08
  Cache L2                           |             |            
    num cache accesses               |    57720286 |    57915055
    num cache misses                 |    21090212 |    21132009
    miss rate                        |      36.54% |      36.49%
    mpki                             |       20.45 |       20.53
  Cache L3                           |             |            
    num cache accesses               |    21275336 |    21313848
    num cache misses                 |      123669 |      111895
    miss rate                        |       0.58% |       0.52%
    mpki                             |        0.12 |        0.11
DRAM summary                         |             |            
  num dram accesses                  |      268020 |           0
  average dram access latency (ns)   |     2684.74 |         inf
  average dram queueing delay        |     2623.49 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |       54664 |       47794
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
