                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   20962853 |    3694619 |    3263616 |    3590460 |    3473196 |    3324888 |    3454314 |    3566829 |    3544076 |    3324376 |    3545496 |    3325422 |    3373216 |    2960259 |    3044439 |    3525589
  Cycles                             |   20482400 |   20482400 |   20482400 |   20482400 |   15361800 |   15361800 |   15361800 |   15361800 |   15361800 |   20482400 |   15361800 |   15361800 |   20482400 |   15361800 |   20482400 |   20482400
  IPC                                |       1.02 |       0.18 |       0.16 |       0.18 |       0.23 |       0.22 |       0.22 |       0.23 |       0.23 |       0.16 |       0.23 |       0.22 |       0.16 |       0.19 |       0.15 |       0.17
  Time (ns)                          |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600 |    5120600
  Idle time (ns)                     |       1561 |    4482826 |    4483313 |    4483318 |    4473219 |    4473337 |    4473400 |    4473707 |    4473927 |    4483884 |    4474034 |    4474167 |    4483959 |    4474401 |    4484221 |    4484438
  Idle time (%)                      |       0.0% |      87.5% |      87.6% |      87.6% |      87.4% |      87.4% |      87.4% |      87.4% |      87.4% |      87.6% |      87.4% |      87.4% |      87.6% |      87.4% |      87.6% |      87.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2274235 |    1172076 |     989882 |    1130219 |    1088243 |    1026142 |    1080704 |    1127475 |    1116664 |    1016589 |    1117810 |    1025328 |    1039379 |     864735 |     894780 |    1103038
  num incorrect                      |     158816 |       4491 |       9826 |       5603 |       6171 |       8248 |       6400 |       4980 |       5326 |       9451 |       5335 |       8188 |       8109 |      13815 |      13124 |       6826
  misprediction rate                 |      6.53% |      0.38% |      0.98% |      0.49% |      0.56% |      0.80% |      0.59% |      0.44% |      0.47% |      0.92% |      0.48% |      0.79% |      0.77% |      1.57% |      1.45% |      0.62%
  mpki                               |       7.58 |       1.22 |       3.01 |       1.56 |       1.78 |       2.48 |       1.85 |       1.40 |       1.50 |       2.84 |       1.50 |       2.46 |       2.40 |       4.67 |       4.31 |       1.94
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2492896 |      34751 |      61994 |      39258 |      41339 |      51745 |      41681 |      35544 |      38178 |      56706 |      37165 |      52572 |      52886 |      85178 |      81151 |      43196
    num misses                       |        187 |         29 |         46 |         29 |         29 |         29 |         29 |         29 |         29 |         46 |         28 |         46 |         48 |         45 |         48 |         29
    miss rate                        |      0.01% |      0.08% |      0.07% |      0.07% |      0.07% |      0.06% |      0.07% |      0.08% |      0.08% |      0.08% |      0.08% |      0.09% |      0.09% |      0.05% |      0.06% |      0.07%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4900186 |     706426 |     662820 |     695539 |     678120 |     663586 |     676748 |     686436 |     686482 |     669750 |     684883 |     665376 |     672607 |     634508 |     646053 |     688811
