                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   11840863 |    3627022 |    3243812 |    3690323
  Cycles                             |   10035200 |   10035200 |   10035200 |   10035200
  IPC                                |       1.18 |       0.36 |       0.32 |       0.37
  Time (ns)                          |    2508800 |    2508800 |    2508800 |    2508800
  Idle time (ns)                     |       1616 |    1834086 |    1834402 |    1834624
  Idle time (%)                      |       0.1% |      73.1% |      73.1% |      73.1%
Branch predictor stats               |            |            |            |           
  num correct                        |    1428238 |    1067749 |     908647 |    1095288
  num incorrect                      |      86387 |      14180 |      19563 |      13006
  misprediction rate                 |      5.70% |      1.31% |      2.11% |      1.17%
  mpki                               |       7.30 |       3.91 |       6.03 |       3.52
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1305646 |     128453 |     164240 |     122247
    num misses                       |        174 |         26 |         28 |         26
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |           
    num accesses                     |    2644973 |     797952 |     759589 |     802329
    num misses                       |       1508 |        180 |        161 |        202
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.03%
    mpki                             |       0.13 |       0.05 |       0.05 |       0.05
  L2 TLB                             |            |            |            |           
    num accesses                     |       1682 |        206 |        189 |        228
    num misses                       |        587 |        145 |        141 |        148
    miss rate                        |     34.90% |     70.39% |     74.60% |     64.91%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1305646 |     128453 |     164240 |     122247
    num cache misses                 |       2753 |        187 |        195 |        188
    miss rate                        |      0.21% |      0.15% |      0.12% |      0.15%
    mpki                             |       0.23 |       0.05 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    2644973 |     797952 |     759589 |     802329
    num cache misses                 |      46454 |      22891 |      23126 |      22866
    miss rate                        |      1.76% |      2.87% |      3.04% |      2.85%
    mpki                             |       3.92 |       6.31 |       7.13 |       6.20
  Cache L2                           |            |            |            |           
    num cache accesses               |      51361 |      23081 |      23331 |      23056
    num cache misses                 |      36807 |      20481 |      20676 |      20498
    miss rate                        |     71.66% |     88.74% |     88.62% |     88.91%
    mpki                             |       3.11 |       5.65 |       6.37 |       5.55
  Cache L3                           |            |            |            |           
    num cache accesses               |      39133 |      20492 |      20686 |      20510
    num cache misses                 |      17554 |       1065 |       1174 |       1063
    miss rate                        |     44.86% |      5.20% |      5.68% |      5.18%
    mpki                             |       1.48 |       0.29 |       0.36 |       0.29
DRAM summary                         |            |            |            |           
  num dram accesses                  |      20783 |          0 |          0 |          0
  average dram access latency (ns)   |      62.22 |        inf |        inf |        inf
  average dram queueing delay        |       0.96 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      10758 |        505 |        569 |        519
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
