                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   43198154 |    5232630 |    4875151 |    5095494 |    4367341 |    4305686 |    4175202 |    5217072 |    6389027 |    5930530 |    5934432 |    6385681
  Cycles                             |   28698500 |   28698500 |   28698500 |   28698500 |  114794000 |  114794000 |  114794000 |  114794000 |   28698500 |   28698500 |   28698500 |   28698500
  IPC                                |       1.51 |       0.18 |       0.17 |       0.18 |       0.04 |       0.04 |       0.04 |       0.05 |       0.22 |       0.21 |       0.21 |       0.22
  Time (ns)                          |   28698500 |   28698500 |   28698500 |   28698500 |   28698500 |   28698500 |   28698500 |   28698500 |   28698500 |   28698500 |   28698500 |   28698500
  Idle time (ns)                     |       1271 |   25580408 |   25504717 |   25504970 |   25535236 |   25535465 |   25536689 |   25536020 |   25505778 |   25505958 |   25506323 |   25550105
  Idle time (%)                      |       0.0% |      89.1% |      88.9% |      88.9% |      89.0% |      89.0% |      89.0% |      89.0% |      88.9% |      88.9% |      88.9% |      89.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4512170 |    1587892 |    1416917 |    1513319 |    1189830 |    1154005 |    1102931 |    1556598 |    1955384 |    1758769 |    1761693 |    1967866
  num incorrect                      |     340709 |      11788 |      20060 |      16644 |      28098 |      29384 |      30706 |      16237 |      14892 |      21394 |      21184 |      12988
  misprediction rate                 |      7.02% |      0.74% |      1.40% |      1.09% |      2.31% |      2.48% |      2.71% |      1.03% |      0.76% |      1.20% |      1.19% |      0.66%
  mpki                               |       7.89 |       2.25 |       4.11 |       3.27 |       6.43 |       6.82 |       7.35 |       3.11 |       2.33 |       3.61 |       3.57 |       2.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5166879 |      91734 |     131037 |     112278 |     171686 |     186147 |     184695 |     112072 |     106173 |     139317 |     133717 |      96264
    num misses                       |        182 |         29 |         29 |         29 |         48 |         50 |         48 |         29 |         29 |         46 |         46 |         29
    miss rate                        |      0.00% |      0.03% |      0.02% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9898583 |    1113436 |    1095271 |    1113356 |    1056457 |    1047006 |    1034617 |    1130066 |    1320371 |    1281930 |    1276554 |    1308945
    num misses                       |       7943 |       6081 |       6145 |       6151 |       6115 |       6258 |       6124 |       6186 |       6079 |       6168 |       6195 |       6168
    miss rate                        |      0.08% |      0.55% |      0.56% |      0.55% |      0.58% |      0.60% |      0.59% |      0.55% |      0.46% |      0.48% |      0.49% |      0.47%
    mpki                             |       0.18 |       1.16 |       1.26 |       1.21 |       1.40 |       1.45 |       1.47 |       1.19 |       0.95 |       1.04 |       1.04 |       0.97
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       8125 |       6110 |       6174 |       6180 |       6163 |       6308 |       6172 |       6215 |       6108 |       6214 |       6241 |       6197
    num misses                       |        910 |        311 |        316 |        308 |        346 |        348 |        329 |        304 |        303 |        316 |        314 |        293
    miss rate                        |     11.20% |      5.09% |      5.12% |      4.98% |      5.61% |      5.52% |      5.33% |      4.89% |      4.96% |      5.09% |      5.03% |      4.73%
    mpki                             |       0.02 |       0.06 |       0.06 |       0.06 |       0.08 |       0.08 |       0.08 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5166879 |      91734 |     131037 |     112278 |     171686 |     186147 |     184695 |     112072 |     106173 |     139317 |     133717 |      96264
    num cache misses                 |       3406 |        188 |        187 |        186 |        414 |        404 |        442 |        177 |        179 |        377 |        369 |        177
    miss rate                        |      0.07% |      0.20% |      0.14% |      0.17% |      0.24% |      0.22% |      0.24% |      0.16% |      0.17% |      0.27% |      0.28% |      0.18%
    mpki                             |       0.08 |       0.04 |       0.04 |       0.04 |       0.09 |       0.09 |       0.11 |       0.03 |       0.03 |       0.06 |       0.06 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    9898583 |    1113436 |    1095271 |    1113356 |    1056457 |    1047006 |    1034617 |    1130066 |    1320371 |    1281930 |    1276554 |    1308945
    num cache misses                 |      70444 |      35682 |      36388 |      36095 |      37274 |      38705 |      37489 |      36042 |      35384 |      36195 |      36146 |      35315
    miss rate                        |      0.71% |      3.20% |      3.32% |      3.24% |      3.53% |      3.70% |      3.62% |      3.19% |      2.68% |      2.82% |      2.83% |      2.70%
    mpki                             |       1.63 |       6.82 |       7.46 |       7.08 |       8.53 |       8.99 |       8.98 |       6.91 |       5.54 |       6.10 |       6.09 |       5.53
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      76229 |      35967 |      36713 |      36388 |      37849 |      39207 |      38082 |      36334 |      36709 |      37856 |      37762 |      36585
    num cache misses                 |      59695 |      32407 |      32874 |      32714 |      33417 |      33637 |      33473 |      32665 |      32007 |      32780 |      32781 |      32007
    miss rate                        |     78.31% |     90.10% |     89.54% |     89.90% |     88.29% |     85.79% |     87.90% |     89.90% |     87.19% |     86.59% |     86.81% |     87.49%
    mpki                             |       1.38 |       6.19 |       6.74 |       6.42 |       7.65 |       7.81 |       8.02 |       6.26 |       5.01 |       5.53 |       5.52 |       5.01
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      62598 |      32531 |      33033 |      32842 |      33612 |      33784 |      33653 |      32802 |      33171 |      34076 |      34043 |      33099
    num cache misses                 |      34659 |      10942 |      11128 |      11062 |      11304 |      11548 |      11326 |      11141 |      21655 |      22169 |      21910 |      21431
    miss rate                        |     55.37% |     33.64% |     33.69% |     33.68% |     33.63% |     34.18% |     33.66% |     33.96% |     65.28% |     65.06% |     64.36% |     64.75%
    mpki                             |       0.80 |       2.09 |       2.28 |       2.17 |       2.59 |       2.68 |       2.71 |       2.14 |       3.39 |       3.74 |       3.69 |       3.36
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      20616 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      20519 |          0 |          0 |          0
  average dram access latency (ns)   |      61.32 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.31 |        inf |        inf |        inf
  average dram queueing delay        |       0.07 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.06 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10771 |        449 |        468 |        442 |        505 |        725 |        495 |        452 |        278 |        276 |        266 |        277
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3997 |       3721 |       3752 |       3802 |       3856 |       3754 |       3766 |       3809 |       5771 |       5860 |       5995 |       5715
