                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    4121861 |    4520807 |    4384088 |    4383891 |    3899658 |    3959811 |    3907850 |    3880439 |    4754772 |    4688394 |    4686137 |    4689033 |    4165950 |    4158693 |    4200437 |    4058527
  Cycles                             |    4028800 |    4028800 |    4028800 |    4028800 |    3021600 |    3021600 |    3021600 |    3021600 |    4028800 |    4028800 |    4028800 |    4028800 |    3021600 |    3021600 |    3021600 |    3021600
  IPC                                |       1.02 |       1.12 |       1.09 |       1.09 |       1.29 |       1.31 |       1.29 |       1.28 |       1.18 |       1.16 |       1.16 |       1.16 |       1.38 |       1.38 |       1.39 |       1.34
  Time (ns)                          |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200 |    1007200
  Idle time (ns)                     |        286 |     261881 |     262274 |     262440 |     262572 |     262704 |     262836 |     262988 |     263127 |     263259 |     263417 |     263563 |     263695 |     263827 |     263959 |     264091
  Idle time (%)                      |       0.0% |      26.0% |      26.0% |      26.1% |      26.1% |      26.1% |      26.1% |      26.1% |      26.1% |      26.1% |      26.2% |      26.2% |      26.2% |      26.2% |      26.2% |      26.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     493427 |     883781 |     846599 |     847693 |     695403 |     718312 |     701824 |     692940 |    1004205 |     991496 |     991305 |     992418 |     817140 |     814358 |     829731 |     781669
  num incorrect                      |       8315 |       1872 |       1915 |       1920 |       1734 |       1693 |       1720 |       1649 |       1445 |       1363 |       1412 |       1394 |       1458 |       1438 |       1374 |       1393
  misprediction rate                 |      1.66% |      0.21% |      0.23% |      0.23% |      0.25% |      0.24% |      0.24% |      0.24% |      0.14% |      0.14% |      0.14% |      0.14% |      0.18% |      0.18% |      0.17% |      0.18%
  mpki                               |       2.02 |       0.41 |       0.44 |       0.44 |       0.44 |       0.43 |       0.44 |       0.42 |       0.30 |       0.29 |       0.30 |       0.30 |       0.35 |       0.35 |       0.33 |       0.34
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     409523 |     251747 |     246245 |     245983 |     242829 |     241958 |     241502 |     241359 |     234787 |     231502 |     231116 |     231023 |     231486 |     231659 |     230947 |     231211
    num misses                       |        229 |         34 |         34 |         34 |         34 |         34 |         34 |         27 |         27 |         27 |         34 |         27 |         34 |         34 |         30 |         30
    miss rate                        |      0.06% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.06 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1939307 |    1573020 |    1541162 |    1540527 |    1446911 |    1454589 |    1444671 |    1440019 |    1559337 |    1536448 |    1535512 |    1535904 |    1450623 |    1450469 |    1453891 |    1432064
    num misses                       |       2629 |        222 |        284 |        334 |        337 |        307 |        312 |        273 |        202 |        239 |        243 |        175 |        205 |        206 |        233 |        150
