                                     | Core 0     | Core 1    
  Instructions                       |  278881798 |  280792678
  Cycles                             |   97596000 |   97596000
  IPC                                |       2.86 |       2.88
  Time (ns)                          |   24399000 |   24399000
  Idle time (ns)                     |        518 |     247554
  Idle time (%)                      |       0.0% |       1.0%
Branch predictor stats               |            |           
  num correct                        |    1387082 |    2243284
  num incorrect                      |      17514 |       9913
  misprediction rate                 |      1.25% |      0.44%
  mpki                               |       0.06 |       0.04
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   26428279 |   26263253
    num misses                       |        254 |         38
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  128516055 |  128495547
    num misses                       |       6923 |       4416
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.02 |       0.02
  L2 TLB                             |            |           
    num accesses                     |       7177 |       4454
    num misses                       |        636 |        164
    miss rate                        |      8.86% |      3.68%
    mpki                             |       0.00 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   26428279 |   26263253
    num cache misses                 |      82375 |      57505
    miss rate                        |      0.31% |      0.22%
    mpki                             |       0.30 |       0.20
  Cache L1-D                         |            |           
    num cache accesses               |  128516055 |  128495547
    num cache misses                 |    1857174 |    1829985
    miss rate                        |      1.45% |      1.42%
    mpki                             |       6.66 |       6.52
  Cache L2                           |            |           
    num cache accesses               |    1962871 |    1907259
    num cache misses                 |      60869 |      52730
    miss rate                        |      3.10% |      2.76%
    mpki                             |       0.22 |       0.19
  Cache L3                           |            |           
    num cache accesses               |     109979 |      96887
    num cache misses                 |      13840 |       3390
    miss rate                        |     12.58% |      3.50%
    mpki                             |       0.05 |       0.01
DRAM summary                         |            |           
  num dram accesses                  |      17162 |          0
  average dram access latency (ns)   |      77.08 |        inf
  average dram queueing delay        |      15.82 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6838 |         37
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
