                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  223112131 |  225741440 |  223075150 |  215819619 |  170570789 |  193079998 |          0 |          0 |  226032054 |  221488626 |  227124006 |  221405070 |  197182164 |  187919396 |          0 |          0
  Cycles                             |  225800380 |  225800380 |  225800380 |  225800380 |  171296840 |  171296840 |  171296840 |  171296840 |  225800380 |  225800380 |  225800380 |  225800380 |  171296840 |  171296840 |  171296840 |  171296840
  IPC                                |       0.99 |       1.00 |       0.99 |       0.96 |       1.00 |       1.13 |       0.00 |       0.00 |       1.00 |       0.98 |       1.01 |       0.98 |       1.15 |       1.10 |       0.00 |       0.00
  Time (ns)                          |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200 |   77862200
  Idle time (ns)                     |    1136703 |    1452666 |    1424861 |    6208283 |      22524 |     736956 |   77862200 |   77862200 |    1426397 |    1172703 |    1497735 |     988328 |     758944 |    1185132 |   77862200 |   77862200
  Idle time (%)                      |       1.5% |       1.9% |       1.8% |       8.0% |       0.0% |       0.9% |     100.0% |     100.0% |       1.8% |       1.5% |       1.9% |       1.3% |       1.0% |       1.5% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   25371217 |   27224053 |   25358384 |   27533367 |   10143070 |   21014665 |          0 |          0 |   27314925 |   24907900 |   27626959 |   25605721 |   22209155 |   19435901 |          0 |          0
  num incorrect                      |      19299 |      18012 |      19463 |      16335 |      35778 |      16808 |          0 |          0 |      17835 |      19384 |      17775 |      18077 |      16235 |      17167 |          0 |          0
  misprediction rate                 |      0.08% |      0.07% |      0.08% |      0.06% |      0.35% |      0.08% |      0.00% |      0.00% |      0.07% |      0.08% |      0.06% |      0.07% |      0.07% |      0.09% |      0.00% |      0.00%
  mpki                               |       0.09 |       0.08 |       0.09 |       0.08 |       0.21 |       0.09 |       0.00 |       0.00 |       0.08 |       0.09 |       0.08 |       0.08 |       0.08 |       0.09 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17624247 |   17118846 |   17624826 |   15676913 |   17787748 |   15682306 |          0 |          0 |   17116018 |   17622086 |   17115576 |   17307719 |   15676860 |   15732717 |          0 |          0
    num misses                       |         35 |         35 |         35 |         35 |        284 |         28 |          0 |          0 |         35 |         35 |         35 |         35 |         31 |         35 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   98905616 |   97462298 |   98903755 |   90518410 |   91908043 |   87320588 |          0 |          0 |   97486996 |   98674477 |   97642865 |   97383557 |   87854095 |   86738721 |          0 |          0
    num misses                       |      50610 |      49389 |      50777 |      45353 |      53641 |      45680 |          0 |          0 |      49306 |      50793 |      49299 |      49718 |      45129 |      47229 |          0 |          0
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.05% |      0.00% |      0.00% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.00% |      0.00%
    mpki                             |       0.23 |       0.22 |       0.23 |       0.21 |       0.31 |       0.24 |       0.00 |       0.00 |       0.22 |       0.23 |       0.22 |       0.22 |       0.23 |       0.25 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      50645 |      49424 |      50812 |      45388 |      53925 |      45708 |          0 |          0 |      49341 |      50828 |      49334 |      49753 |      45160 |      47264 |          0 |          0
    num misses                       |      29796 |      29347 |      29804 |      26175 |      31095 |      26629 |          0 |          0 |      29526 |      29981 |      29196 |      29817 |      25832 |      26784 |          0 |          0
    miss rate                        |     58.83% |     59.38% |     58.66% |     57.67% |     57.66% |     58.26% |      0.00% |      0.00% |     59.84% |     58.99% |     59.18% |     59.93% |     57.20% |     56.67% |      0.00% |      0.00%
    mpki                             |       0.13 |       0.13 |       0.13 |       0.12 |       0.18 |       0.14 |       0.00 |       0.00 |       0.13 |       0.14 |       0.13 |       0.13 |       0.13 |       0.14 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17624247 |   17118846 |   17624826 |   15676913 |   17787748 |   15682306 |          0 |          0 |   17116018 |   17622086 |   17115576 |   17307719 |   15676860 |   15732717 |          0 |          0
    num cache misses                 |       5222 |       5297 |       5494 |       5068 |      22015 |      10977 |          0 |          0 |       5302 |       5191 |       5261 |       5183 |      10568 |      11089 |          0 |          0
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.12% |      0.07% |       inf% |       inf% |      0.03% |      0.03% |      0.03% |      0.03% |      0.07% |      0.07% |       inf% |       inf%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.02 |       0.13 |       0.06 |        inf |        inf |       0.02 |       0.02 |       0.02 |       0.02 |       0.05 |       0.06 |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   98905616 |   97462298 |   98903755 |   90518410 |   91908043 |   87320588 |          0 |          0 |   97486996 |   98674477 |   97642865 |   97383557 |   87854095 |   86738721 |          0 |          0
    num cache misses                 |    2836197 |    2749190 |    2834511 |    2516404 |    2874775 |    2545517 |          0 |          0 |    2745007 |    2837276 |    2744817 |    2777691 |    2529275 |    2554073 |          0 |          0
    miss rate                        |      2.87% |      2.82% |      2.87% |      2.78% |      3.13% |      2.92% |       inf% |       inf% |      2.82% |      2.88% |      2.81% |      2.85% |      2.88% |      2.94% |       inf% |       inf%
    mpki                             |      12.71 |      12.18 |      12.71 |      11.66 |      16.85 |      13.18 |        inf |        inf |      12.14 |      12.81 |      12.09 |      12.55 |      12.83 |      13.59 |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3108808 |    3001399 |    3101673 |    2758236 |    3156268 |    2802630 |          0 |          0 |    3000405 |    3105311 |    2995055 |    3049543 |    2775008 |    2804844 |          0 |          0
