                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  215492516 |  220473023 |  220458299 |  222330448 |  172417752 |  182845658 |  177481808 |  176662618 |  215689149 |  213580483 |  225064919 |  223203533
  Cycles                             |  234645090 |  234645090 |  234645090 |  234645090 |  178006620 |  178006620 |  178006620 |  178006620 |  178006620 |  178006620 |  234645090 |  234645090
  IPC                                |       0.92 |       0.94 |       0.94 |       0.95 |       0.97 |       1.03 |       1.00 |       0.99 |       1.21 |       1.20 |       0.96 |       0.95
  Time (ns)                          |   80912100 |   80912100 |   80912100 |   80912100 |   80912100 |   80912100 |   80912100 |   80912100 |   80912100 |   80912100 |   80912100 |   80912100
  Idle time (ns)                     |    1995293 |    2359085 |    2179623 |    2330723 |     512171 |     647265 |     648010 |     647720 |   13484304 |   13421723 |   18569691 |   18017199
  Idle time (%)                      |       2.5% |       2.9% |       2.7% |       2.9% |       0.6% |       0.8% |       0.8% |       0.8% |      16.7% |      16.6% |      23.0% |      22.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   22977848 |   24614837 |   24613283 |   25148335 |   11609428 |   14968312 |   13443586 |   13209644 |   27370136 |   26871686 |   30174634 |   29643468
  num incorrect                      |      36157 |      19469 |      19215 |      19386 |      17986 |      17872 |      17636 |      17612 |      17146 |      16814 |      16385 |      16326
  misprediction rate                 |      0.16% |      0.08% |      0.08% |      0.08% |      0.15% |      0.12% |      0.13% |      0.13% |      0.06% |      0.06% |      0.05% |      0.06%
  mpki                               |       0.17 |       0.09 |       0.09 |       0.09 |       0.10 |       0.10 |       0.10 |       0.10 |       0.08 |       0.08 |       0.07 |       0.07
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17786174 |   17623094 |   17622392 |   17622134 |   17305884 |   17116682 |   17114293 |   17113692 |   15732785 |   15681211 |   15674645 |   15675830
    num misses                       |        275 |         35 |         35 |         35 |         28 |         28 |         35 |         28 |         28 |         35 |         35 |         36
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   98324499 |   98532173 |   98525967 |   98794839 |   90385332 |   91334171 |   90551300 |   90433922 |   90705780 |   90249796 |   91839696 |   91572123
    num misses                       |      53518 |      50710 |      50603 |      50731 |      49657 |      49312 |      49284 |      49275 |      45767 |      45668 |      45280 |      45044
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.25 |       0.23 |       0.23 |       0.23 |       0.29 |       0.27 |       0.28 |       0.28 |       0.21 |       0.21 |       0.20 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      53793 |      50745 |      50638 |      50766 |      49685 |      49340 |      49319 |      49303 |      45795 |      45703 |      45315 |      45080
    num misses                       |      31130 |      29828 |      29778 |      29871 |      29774 |      29306 |      29476 |      29203 |      26733 |      26581 |      26192 |      25810
