                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   26124562 |   25999946 |   25584070 |   25721115 |   25954499 |   25845329 |   24641386 |   24904733 |   24993597 |   24212898 |   24567006 |   24905027 |   24944308 |   25202800 |   25566329 |   25168058
  Cycles                             |   25052520 |   25052520 |   25052520 |   25052520 |   19005360 |   19005360 |   19005360 |   19005360 |   25052520 |   25052520 |   25052520 |   25052520 |   19005360 |   19005360 |   19005360 |   19005360
  IPC                                |       1.04 |       1.04 |       1.02 |       1.03 |       1.37 |       1.36 |       1.30 |       1.31 |       1.00 |       0.97 |       0.98 |       0.99 |       1.31 |       1.33 |       1.35 |       1.32
  Time (ns)                          |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800 |    8638800
  Idle time (ns)                     |     485150 |     466285 |     467072 |     467825 |     313650 |     731134 |     691873 |     649617 |     468597 |     469362 |     470137 |     544745 |     609130 |     567767 |     527140 |     486751
  Idle time (%)                      |       5.6% |       5.4% |       5.4% |       5.4% |       3.6% |       8.5% |       8.0% |       7.5% |       5.4% |       5.4% |       5.4% |       6.3% |       7.1% |       6.6% |       6.1% |       5.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4887060 |    4788464 |    4710687 |    4693909 |    4575821 |    4789226 |    4457509 |    4431828 |    4475534 |    4146965 |    4347829 |    4537189 |    4496361 |    4568153 |    4778939 |    4529606
  num incorrect                      |     133075 |     131651 |     135323 |     130510 |     132651 |     119445 |     125431 |     126838 |     132190 |     132871 |     130283 |     122062 |     126490 |     128245 |     130303 |     132668
  misprediction rate                 |      2.65% |      2.68% |      2.79% |      2.71% |      2.82% |      2.43% |      2.74% |      2.78% |      2.87% |      3.10% |      2.91% |      2.62% |      2.74% |      2.73% |      2.65% |      2.85%
  mpki                               |       5.09 |       5.06 |       5.29 |       5.07 |       5.11 |       4.62 |       5.09 |       5.09 |       5.29 |       5.49 |       5.30 |       4.90 |       5.07 |       5.09 |       5.10 |       5.27
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     770676 |     802237 |     793289 |     842088 |     939245 |     735887 |     753225 |     784369 |     824387 |     902069 |     875222 |     763070 |     771970 |     773733 |     732177 |     806388
    num misses                       |         29 |         29 |         29 |         29 |        356 |         29 |         29 |         29 |         29 |         29 |         29 |         29 |         29 |         29 |         29 |         29
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    8435423 |    8549913 |    8392515 |    8540193 |    9054490 |    8486343 |    8277562 |    8518212 |    8441157 |    8558963 |    8397486 |    8230933 |    8407611 |    8437755 |    8251850 |    8479234
